lemma	familyLemma	pos	meaningZh
compact	compactly	adverb	緊湊地
compact	compactness	noun	緊湊；密實
companion	companionship	noun	陪伴；友誼
companion	company	noun	陪伴；同伴
comparable	compare	verb	比較
comparable	comparability	noun	可比性
comparable	comparably	adverb	相當地
comparative	compare	verb	比較
comparative	comparatively	adverb	相對地
comparative	comparison	noun	比較；對照
comparatively	comparative	adjective	比較的；相對的
comparatively	compare	verb	比較
comparison	compare	verb	比較
comparison	comparable	adjective	可比較的
compartment	compartmentalize	verb	區隔化；分門別類
compartment	compartmental	adjective	分隔的
compassion	compassionate	adjective	有同情心的
compassion	compassionately	adverb	富同情心地
compatible	compatibility	noun	相容性
compatible	incompatible	adjective	不相容的
compel	compulsion	noun	強迫；衝動
compel	compulsive	adjective	強迫性的；難以自制的
compensate	compensation	noun	補償；賠償
compensate	compensatory	adjective	補償性的
compensation	compensate	verb	補償；賠償
compensation	compensatory	adjective	補償性的
compensatory	compensate	verb	補償
compensatory	compensation	noun	補償；賠償
compete	competition	noun	競爭；比賽
compete	competitive	adjective	有競爭力的
compete	competitor	noun	競爭者；對手
competence	competent	adjective	有能力的；勝任的
competence	incompetence	noun	無能；不勝任
competence	competently	adverb	稱職地
competent	competence	noun	能力；勝任
competent	incompetent	adjective	無能的
competent	competently	adverb	稱職地
compile	compilation	noun	彙編；編纂
compile	compiler	noun	編纂者；編譯器
complacent	complacency	noun	自滿；自鳴得意
complacent	complacently	adverb	自滿地
complain	complaint	noun	抱怨；投訴
complain	complainant	noun	申訴人；原告
complaint	complain	verb	抱怨；投訴
complaint	complainant	noun	申訴人
complement	complementary	adjective	互補的
complement	complementarity	noun	互補性
complexity	complex	adjective	複雜的
compliance	comply	verb	遵守；服從
compliance	compliant	adjective	順從的；合規的
compliance	noncompliance	noun	不遵守；違規
compliant	comply	verb	遵守
compliant	compliance	noun	遵守；合規
complicate	complication	noun	複雜化；併發症
complicate	uncomplicated	adjective	不複雜的；單純的
complication	complicate	verb	使複雜化
complicity	complicit	adjective	同謀的；共犯的
complicity	accomplice	noun	共犯；幫兇
compose	composition	noun	組成；作品
compose	composer	noun	作曲家
compose	composure	noun	鎮定；沉著
composer	compose	verb	創作；作曲
composer	composition	noun	作品；創作
composite	composition	noun	構成；合成
comprehensible	comprehend	verb	理解；領會
comprehensible	comprehension	noun	理解（力）
comprehensible	incomprehensible	adjective	無法理解的
compromise	uncompromising	adjective	不妥協的；堅定的
compulsion	compel	verb	迫使；強迫
compulsion	compulsive	adjective	強迫性的
compulsion	compulsory	adjective	強制的；必修的
compulsory	compel	verb	迫使
compulsory	compulsion	noun	強制；強迫性衝動
compulsory	compulsorily	adverb	強制地
conceal	concealment	noun	隱藏；隱瞞
concede	concession	noun	讓步；特許
conceive	conception	noun	概念；構想；受孕
conceive	conceivable	adjective	可想像的；想得到的
conceive	conceptual	adjective	概念上的
conception	conceive	verb	構思；懷孕
conception	conceptual	adjective	概念的
conceptual	concept	noun	概念；觀念
conceptual	conceptualize	verb	使概念化
conceptual	conceptually	adverb	概念上地
concession	concede	verb	讓步；承認
concession	concessionary	adjective	特許的；優惠的
conciliatory	conciliate	verb	安撫；調解
conciliatory	conciliation	noun	調解；和解
conclude	conclusion	noun	結論；結束
conclude	conclusive	adjective	決定性的
conclusive	conclude	verb	下結論；結束
conclusive	conclusion	noun	結論
conclusive	inconclusive	adjective	非決定性的；無定論的
concoct	concoction	noun	調製品；捏造之物
concomitant	concomitantly	adverb	伴隨地；同時地
concrete	concretely	adverb	具體地
concrete	concretize	verb	使具體化
concur	concurrence	noun	同意；一致
concur	concurrent	adjective	同時發生的
concur	concurrently	adverb	同時地
concussion	concussive	adjective	震盪的；衝擊的
condemn	condemnation	noun	譴責；定罪
condensation	condense	verb	凝結；濃縮
condense	condensation	noun	凝結；濃縮
condense	condenser	noun	冷凝器
conducive	conduce	verb	有助於；導致
conductor	conduct	verb	傳導；指揮
conductor	conduction	noun	傳導
conductor	conductive	adjective	導電的；傳導的
cone	conical	adjective	圓錐形的
confer	conference	noun	會議；研討會
confer	conferral	noun	授予；頒授
confess	confession	noun	坦白；招供
confess	confessional	adjective	告解的；自白的
confession	confess	verb	坦承；招供
confession	confessional	adjective	自白的
confident	confidence	noun	信心；自信
confident	confidently	adverb	自信地
confident	confide	verb	吐露；傾訴
confidential	confidentiality	noun	保密性；機密性
confidential	confidentially	adverb	機密地
configuration	configure	verb	配置；設定
confine	confinement	noun	限制；監禁
confirmation	confirm	verb	確認；證實
confirmation	confirmatory	adjective	確認性的
conform	conformity	noun	遵從；一致
conform	conformist	noun	墨守成規者
conform	nonconformity	noun	不遵從；不合規
conformity	conform	verb	遵從；符合
conformity	conformist	noun	順從者
confront	confrontation	noun	對抗；對峙
confront	confrontational	adjective	對抗性的
confuse	confusion	noun	困惑；混亂
confusion	confuse	verb	使困惑；混淆
congenial	congeniality	noun	意氣相投；宜人
congenial	congenially	adverb	融洽地
congenital	congenitally	adverb	先天地
conglomerate	conglomeration	noun	聚合體；集合
congregate	congregation	noun	會眾；集會人群
congressional	congress	noun	國會；議會
congressional	congressman	noun	國會議員
congressman	congress	noun	國會
congressman	congressional	adjective	國會的
connotation	connote	verb	意味著；含有…之意
connotation	connotative	adjective	含隱義的
conquer	conquest	noun	征服；佔領
conquer	conqueror	noun	征服者
conquest	conquer	verb	征服
conquest	conqueror	noun	征服者
conscience	conscientious	adjective	認真負責的；憑良心的
conscience	conscientiously	adverb	認真負責地
conscious	consciousness	noun	意識
conscious	consciously	adverb	有意識地
conscious	unconscious	adjective	無意識的；昏迷的
consciousness	conscious	adjective	有意識的
consciousness	unconsciousness	noun	無意識狀態
consensus	consensual	adjective	雙方同意的；有共識的
consent	consensual	adjective	經同意的
consequent	consequence	noun	後果；結果
consequent	consequently	adverb	因此
consequent	consequential	adjective	重大的
consequential	consequence	noun	後果
consequential	inconsequential	adjective	無關緊要的
consequently	consequence	noun	結果；後果
consequently	consequent	adjective	隨之而來的
conservation	conserve	verb	保護；節約
conservation	conservationist	noun	環保人士
considerably	considerable	adjective	相當大的
considerably	consider	verb	考慮；認為
consistency	consistent	adjective	一致的
consistency	consistently	adverb	一貫地
consistency	inconsistency	noun	不一致；矛盾
consistent	consistency	noun	一致性
consistent	inconsistent	adjective	不一致的
consistent	consistently	adverb	始終如一地
consistently	consistent	adjective	一致的
consistently	consistency	noun	一致性
consolidation	consolidate	verb	鞏固；合併
consonant	consonantal	adjective	子音的
conspicuous	conspicuously	adverb	顯眼地
conspicuous	inconspicuous	adjective	不顯眼的
conspiracy	conspire	verb	密謀；共謀
conspiracy	conspirator	noun	共謀者
conspiracy	conspiratorial	adjective	密謀的
conspire	conspiracy	noun	陰謀；密謀
conspire	conspirator	noun	共謀者
constant	constancy	noun	恆定；堅定不移
constant	constantly	adverb	不斷地
constant	inconstant	adjective	易變的
constantly	constant	adjective	持續的；不變的
constantly	constancy	noun	不變；恆定
constituent	constitute	verb	構成；組成
constituent	constituency	noun	選區；選民
constitute	constitution	noun	構成；憲法
constitute	constituent	noun	成分；選民
constitution	constitutional	adjective	憲法的；體質的
constitution	constitute	verb	構成；設立
constitutional	constitution	noun	憲法
constitutional	constitutionality	noun	合憲性
constitutional	unconstitutional	adjective	違憲的
consult	consultant	noun	顧問
consult	consultation	noun	諮詢；商議
consult	consultative	adjective	諮詢性的
consultant	consult	verb	諮詢；請教
consultant	consultancy	noun	顧問公司；顧問業務
consume	consumption	noun	消耗；消費
consume	consumer	noun	消費者
consume	consumable	adjective	可消耗的
consummate	consummation	noun	完成；圓滿達成
consummate	consummately	adverb	完美地
consumption	consume	verb	消耗；食用
consumption	consumer	noun	消費者
container	contain	verb	容納；包含
container	containment	noun	圍堵；控制
containment	contain	verb	抑制；容納
containment	container	noun	容器
contemplate	contemplation	noun	沉思；深思
contemplate	contemplative	adjective	沉思的
contemporary	contemporaneous	adjective	同時期的
contemporary	contemporaneously	adverb	同時地
contempt	contemptuous	adjective	輕蔑的
contempt	contemptible	adjective	可鄙的；卑劣的
contemptuous	contempt	noun	輕蔑；蔑視
contemptuous	contemptuously	adverb	輕蔑地
contemptuous	contemptible	adjective	卑劣可鄙的
contend	contention	noun	主張；爭論
contend	contender	noun	競爭者；角逐者
contend	contentious	adjective	有爭議的
contention	contend	verb	主張；爭奪
contention	contentious	adjective	有爭議的
contentious	contention	noun	爭論；主張
contentious	contend	verb	爭辯
contentious	contentiously	adverb	好爭辯地
contiguous	contiguity	noun	鄰接；毗連
contiguous	contiguously	adverb	相鄰地
continent	continental	adjective	大陸的；歐陸的
continental	continent	noun	洲；大陸
continually	continual	adjective	不斷的；頻頻發生的
continually	continue	verb	繼續
continuation	continue	verb	繼續；持續
continuation	continuous	adjective	連續的
continuity	continuous	adjective	連續的
continuity	continue	verb	持續
continuity	discontinuity	noun	不連續；中斷
continuous	continuity	noun	連續性
continuous	continuously	adverb	持續不斷地
continuous	continue	verb	繼續
contractor	contract	noun	合約；契約
contractor	contractual	adjective	合約的
contradiction	contradict	verb	反駁；與…矛盾
contradiction	contradictory	adjective	矛盾的
contrary	contrarian	noun	唱反調者；逆勢操作者
contrary	contrarily	adverb	相反地
contravene	contravention	noun	違反；牴觸
contrite	contrition	noun	痛悔；懊悔
contrite	contritely	adverb	悔恨地
contrive	contrivance	noun	巧妙設計；人為安排
controversial	controversy	noun	爭議；爭論
controversial	controversially	adverb	引發爭議地
controversy	controversial	adjective	有爭議的
controversy	controversially	adverb	有爭議地
convenience	convenient	adjective	方便的
convenience	conveniently	adverb	方便地
convenience	inconvenience	noun	不便
convenient	convenience	noun	便利；方便
convenient	conveniently	adverb	便利地
convenient	inconvenient	adjective	不便的
convention	conventional	adjective	傳統的；慣例的
convention	conventionally	adverb	按慣例地
convention	unconventional	adjective	非傳統的
converge	convergence	noun	匯聚；趨同
converge	convergent	adjective	匯聚的；趨同的
conversely	converse	adjective	相反的
conversion	convert	verb	轉換；改變
conversion	convertible	adjective	可轉換的
convert	conversion	noun	轉換；改變信仰
convert	convertible	adjective	可轉換的
convert	converter	noun	轉換器
convertible	convert	verb	轉換；兌換
convertible	conversion	noun	轉換；兌換
convertible	convertibility	noun	可兌換性
convey	conveyance	noun	運送；傳達；產權轉讓
convey	conveyor	noun	輸送帶；傳送者
conviction	convict	verb	判…有罪
convince	conviction	noun	信念；定罪
convince	convincingly	adverb	令人信服地
cooperate	cooperation	noun	合作；協力
cooperate	cooperative	adjective	合作的
cooperate	cooperatively	adverb	合作地
cooperation	cooperate	verb	合作
cooperation	cooperative	adjective	合作的
cooperative	cooperate	verb	合作
cooperative	cooperation	noun	合作
cooperative	cooperatively	adverb	齊心協力地
coordination	coordinate	verb	協調；統籌
coordination	coordinator	noun	協調者；統籌者
copious	copiously	adverb	大量地
cord	cordless	adjective	無線的；不用電線的
cordial	cordially	adverb	誠摯地；熱誠地
cordial	cordiality	noun	熱誠；誠摯
corporate	corporation	noun	公司；法人
corporate	incorporate	verb	納入；使成為公司
correlate	correlation	noun	相關性；關聯
correlate	correlative	adjective	相關的；相互關聯的
correspond	correspondence	noun	通信；對應關係
correspond	correspondent	noun	記者；通信者
correspondence	correspond	verb	相符；通信
correspondence	correspondent	noun	通訊記者
correspondent	correspond	verb	通信；相符
correspondent	correspondence	noun	通信；書信往來
corrupt	corruption	noun	貪污；腐敗
corrupt	corruptible	adjective	易受賄的；易腐化的
corrupt	incorruptible	adjective	廉潔不阿的
corruption	corrupt	adjective	貪腐的
corruption	corruptible	adjective	易腐化的
cosmic	cosmos	noun	宇宙
cosmic	cosmology	noun	宇宙論；宇宙學
cosmopolitan	cosmopolitanism	noun	世界主義
costly	cost	noun	成本；代價
counsel	counselor	noun	顧問；輔導員
counsel	counseling	noun	諮商；輔導
counseling	counsel	verb	輔導；勸告
counseling	counselor	noun	諮商師
counselor	counsel	noun	建議；法律顧問
counselor	counseling	noun	輔導；諮商
counteract	counteraction	noun	抵消作用
counteract	counteractive	adjective	抵消的
counterproductive	productive	adjective	有生產力的
counterproductive	produce	verb	生產；產生
countless	count	verb	計算；數
countless	countable	adjective	可數的
courtesy	courteous	adjective	有禮貌的
courtesy	courteously	adverb	有禮貌地
courtesy	discourtesy	noun	無禮；失禮
courthouse	court	noun	法院；法庭
covenant	covenantal	adjective	盟約的；契約的
coverage	cover	verb	涵蓋；報導
covert	covertly	adverb	秘密地；暗中地
covet	covetous	adjective	貪求的；垂涎的
covet	covetousness	noun	貪婪；覬覦
craft	crafty	adjective	狡猾的；精明的
craft	craftsman	noun	工匠；手藝人
crafty	craft	noun	手藝；詭計
crafty	craftily	adverb	狡猾地
cranky	crank	noun	怪人；曲柄
craven	cravenly	adverb	怯懦地
credence	credible	adjective	可信的
credence	credibility	noun	可信度
credence	credulous	adjective	輕信的
creditor	credit	noun	信用；賒帳
creditor	creditworthy	adjective	有信用的；信用良好的
credulous	credulity	noun	輕信；易受騙
credulous	incredulous	adjective	不肯相信的；懷疑的
credulous	credulously	adverb	輕信地
creep	creepy	adjective	令人毛骨悚然的
cringe	cringeworthy	adjective	令人尷尬到難以直視的
crisp	crispness	noun	酥脆；清爽
crisp	crisply	adverb	乾脆俐落地
critique	critic	noun	評論家；批評者
critique	critical	adjective	批判的；關鍵的
critique	criticism	noun	批評；評論
crucial	crucially	adverb	至關重要地
crude	crudely	adverb	粗略地；粗魯地
crude	crudity	noun	粗糙；粗俗
cruise	cruiser	noun	巡洋艦；遊艇
crust	crusty	adjective	有硬皮的；（人）暴躁的
crust	encrust	verb	覆上一層硬殼
cryptic	cryptically	adverb	隱晦地
cryptic	cryptography	noun	密碼學
crystal	crystallize	verb	結晶；使明確成形
crystal	crystalline	adjective	結晶的；晶瑩剔透的
cube	cubic	adjective	立方的
cube	cubical	adjective	立方體形的
cuddle	cuddly	adjective	惹人想抱的；毛茸茸的
culminate	culmination	noun	頂點；高潮
cult	cultish	adjective	狂熱崇拜的；邪教般的
cultivate	cultivation	noun	耕作；培養
cultivate	cultivator	noun	耕作者；中耕機
cultivation	cultivate	verb	耕種；培養
cunning	cunningly	adverb	狡猾地
curator	curate	verb	策展；精選編排
curator	curatorial	adjective	策展的；館藏管理的
cure	curable	adjective	可治癒的
cure	incurable	adjective	無法治癒的
cure	curative	adjective	有療效的
curiosity	curious	adjective	好奇的；奇特的
curiosity	curiously	adverb	好奇地；奇怪地
curious	curiosity	noun	好奇心
curious	curiously	adverb	好奇地
curl	curly	adjective	捲曲的
currency	current	adjective	現行的；通用的
currency	currently	adverb	目前；現在
curriculum	curricular	adjective	課程的
curriculum	extracurricular	adjective	課外的
curtail	curtailment	noun	削減；縮短
curve	curvature	noun	曲率；彎曲
curve	curvy	adjective	曲線起伏的
custody	custodian	noun	管理員；監護人
custody	custodial	adjective	監護的；拘留的
custom	customary	adjective	習慣上的；慣例的
custom	customize	verb	客製化；訂做
custom	customarily	adverb	按照慣例
customary	custom	noun	習俗；慣例
customary	customarily	adverb	按慣例地
cute	cuteness	noun	可愛
cute	cutely	adverb	可愛地
cyclical	cycle	noun	循環；週期
cyclical	cyclically	adverb	週期性地
cylinder	cylindrical	adjective	圓柱形的
cynical	cynicism	noun	憤世嫉俗
cynical	cynic	noun	憤世嫉俗者
cynical	cynically	adverb	憤世嫉俗地
dabble	dabbler	noun	涉獵者；業餘愛好者
dainty	daintily	adverb	精緻地；優雅地
dainty	daintiness	noun	精緻；嬌美
damn	damnation	noun	詛咒；永罰
damp	dampen	verb	使潮濕；使減弱
damp	dampness	noun	潮濕
dancer	dance	verb	跳舞
deadly	dead	adjective	死的；無生氣的
deadly	deaden	verb	使減弱；使麻木
dealer	deal	verb	交易；處理
dealer	dealership	noun	經銷權；經銷商
dean	deanship	noun	院長職位
debtor	debt	noun	債務；欠款
debtor	indebted	adjective	負債的；感恩的
debut	debutante	noun	初次進入社交界的女子
decent	decency	noun	得體；禮儀
decent	decently	adverb	體面地；像樣地
decent	indecent	adjective	不合宜的；猥褻的
decimate	decimation	noun	大量毀滅；銳減
decipher	decipherable	adjective	可辨讀的
decipher	indecipherable	adjective	無法辨讀的
declaration	declare	verb	宣布；聲明
declaration	declarative	adjective	陳述的；宣告的
declare	declaration	noun	宣言；聲明
declare	declarative	adjective	宣告的
decode	decoder	noun	解碼器
decode	code	noun	密碼；代碼
decompose	decomposition	noun	分解；腐爛
decomposition	decompose	verb	分解；腐爛
decorate	decoration	noun	裝飾；裝飾品
decorate	decorative	adjective	裝飾性的
decorate	decorator	noun	裝潢師
decoration	decorate	verb	裝飾；佈置
decoration	decorative	adjective	裝飾性的
decorative	decorate	verb	裝飾
decorative	decoration	noun	裝飾；裝飾品
decorative	decoratively	adverb	裝飾性地
decorum	decorous	adjective	得體的；端莊的
decorum	indecorous	adjective	失禮的；不得體的
dedicate	dedication	noun	奉獻；獻詞
defeat	defeatism	noun	失敗主義
defeat	defeatist	noun	失敗主義者
defeat	undefeated	adjective	未嘗敗績的
defect	defective	adjective	有缺陷的；故障的
defend	defense	noun	防禦；辯護
defend	defender	noun	防守者；捍衛者
defend	defensive	adjective	防禦的；防衛的
defendant	defend	verb	辯護；防禦
defendant	defense	noun	辯護；防禦
defensive	defend	verb	防禦；捍衛
defensive	defense	noun	防禦；防守
defensive	defensively	adverb	防守地；防備地
defer	deferral	noun	延期；延後
defer	deference	noun	順從；敬重
defer	deferment	noun	延期；緩徵
deference	defer	verb	順從；延期
deference	deferential	adjective	恭敬的；順從的
defiance	defy	verb	違抗；反抗
defiance	defiant	adjective	反抗的；挑釁的
defiance	defiantly	adverb	挑釁地
deficiency	deficient	adjective	不足的；缺乏的
deficiency	deficit	noun	不足；赤字
deficit	deficient	adjective	不足的
deficit	deficiency	noun	缺乏；不足
definite	definitely	adverb	肯定地；無疑地
definite	indefinite	adjective	不明確的；無限期的
definite	definition	noun	定義
definitely	definite	adjective	明確的；肯定的
definitely	indefinitely	adverb	無限期地
definition	define	verb	定義；下定義
definition	definitive	adjective	權威性的；決定性的
definition	definitional	adjective	定義上的
definitive	define	verb	定義
definitive	definition	noun	定義
definitive	definitively	adverb	決定性地
deflect	deflection	noun	偏轉；轉移
deflect	deflector	noun	偏轉器；導流板
deforestation	deforest	verb	砍伐森林
deforestation	forest	noun	森林
defraud	fraud	noun	詐騙；欺詐
defraud	fraudulent	adjective	詐欺的
deft	deftly	adverb	靈巧地；熟練地
deft	deftness	noun	靈巧；熟練
defuse	fuse	noun	引信；保險絲
defy	defiance	noun	反抗；違抗
defy	defiant	adjective	違抗的
defy	defiantly	adverb	反抗地
delete	deletion	noun	刪除
deleterious	deleteriously	adverb	有害地
deliberately	deliberate	adjective	故意的；慎重的
deliberately	deliberation	noun	審慎思考；商議
delicate	delicacy	noun	精緻；微妙；珍饈
delicate	delicately	adverb	精細地；微妙地
delinquent	delinquency	noun	違法行為；（債務）拖欠
delusion	delude	verb	欺騙；使產生錯覺
delusion	delusional	adjective	妄想的
demented	dementia	noun	失智症
democracy	democratic	adjective	民主的
democracy	democrat	noun	民主主義者
democracy	democratize	verb	使民主化
demolish	demolition	noun	拆除；毀壞
demonstration	demonstrate	verb	示範；示威
demonstration	demonstrator	noun	示威者；示範者
demonstration	demonstrative	adjective	表露情感的；指示的
denial	deny	verb	否認；拒絕
denial	deniable	adjective	可否認的
denial	undeniable	adjective	不可否認的
denigrate	denigration	noun	詆毀；貶低
denigrate	denigratory	adjective	詆毀的
denomination	denominational	adjective	教派的
denomination	denominator	noun	分母
denote	denotation	noun	指稱；字面意義
denote	denotative	adjective	指稱的；外延的
denounce	denunciation	noun	公開譴責
dense	density	noun	密度
dense	densely	adverb	密集地
density	dense	adjective	濃密的；稠密的
density	densely	adverb	稠密地
denunciation	denounce	verb	公開譴責
depart	departure	noun	離開；出發
departmental	department	noun	部門；系所
departmental	departmentalize	verb	劃分部門
departure	depart	verb	離開；出發
dependence	depend	verb	依賴；取決於
dependence	dependent	adjective	依賴的
dependence	independence	noun	獨立
dependent	depend	verb	依賴
dependent	dependence	noun	依賴；依附
dependent	independent	adjective	獨立的
depict	depiction	noun	描繪；描寫
deplore	deplorable	adjective	可悲的；糟糕透頂的
deplore	deplorably	adverb	惡劣地
deportation	deport	verb	驅逐出境
deportation	deportee	noun	被驅逐出境者
