lemma	familyLemma	pos	meaningZh
indulge	indulgence	noun	放縱；縱容
indulge	indulgent	adjective	縱容的
ineffectual	effect	noun	效果
ineffectual	ineffectually	adverb	無效地
ineligible	eligible	adjective	有資格的
ineligible	ineligibility	noun	無資格
inept	ineptitude	noun	笨拙；無能
inept	ineptly	adverb	笨拙地
inequity	equity	noun	公平
inequity	inequitable	adjective	不公平的
inevitable	inevitably	adverb	不可避免地
inevitable	inevitability	noun	必然性
inevitably	inevitable	adjective	不可避免的
inevitably	inevitability	noun	必然性
inexorable	inexorably	adverb	不可阻擋地
inexplicable	inexplicably	adverb	莫名其妙地
inexplicable	explicable	adjective	可解釋的
infant	infancy	noun	嬰兒期；初期
infant	infantile	adjective	幼稚的
infect	infection	noun	感染
infect	infectious	adjective	有傳染性的
infection	infect	verb	使感染
infection	infectious	adjective	有傳染性的
inference	infer	verb	推論
inference	inferential	adjective	推論的
inferior	inferiority	noun	劣勢；自卑
infinite	infinity	noun	無限
infinite	infinitely	adverb	無限地
infinite	finite	adjective	有限的
infinity	infinite	adjective	無限的
infinity	infinitely	adverb	無限地
inflame	inflammation	noun	發炎
inflame	inflammatory	adjective	煽動性的；發炎的
inflammation	inflame	verb	使發炎；煽動
inflammation	inflammatory	adjective	發炎的；煽動性的
inflate	inflation	noun	膨脹；通貨膨脹
inflate	inflatable	adjective	可充氣的
inflation	inflate	verb	使膨脹
inflation	inflationary	adjective	通膨的
inflict	infliction	noun	施加；折磨
influential	influence	noun	影響力
influential	influentially	adverb	有影響力地
informal	informally	adverb	非正式地
informal	informality	noun	非正式
informal	formal	adjective	正式的
infuriate	fury	noun	狂怒
infuriate	furious	adjective	狂怒的
infuse	infusion	noun	注入；浸泡液
ingenious	ingenuity	noun	巧思
ingenious	ingeniously	adverb	巧妙地
ingenuity	ingenious	adjective	巧妙的
ingenuous	ingenuousness	noun	天真
ingenuous	disingenuous	adjective	不坦誠的
inhabit	inhabitant	noun	居民
inhabit	habitat	noun	棲息地
inhabit	inhabitable	adjective	適於居住的
inhabitant	inhabit	verb	居住於
inhabitant	habitation	noun	居住
inherit	inheritance	noun	遺產
inherit	inheritor	noun	繼承人
inherit	heritage	noun	遺產；傳統
inheritance	inherit	verb	繼承
inheritance	heir	noun	繼承人
inhibit	inhibition	noun	抑制；拘謹
inhibit	inhibitor	noun	抑制劑
initial	initially	adverb	最初
initial	initiate	verb	發起
initially	initial	adjective	最初的
initiate	initiation	noun	啟動；入會儀式
initiate	initiative	noun	倡議
initiative	initiate	verb	發起
initiative	initiation	noun	開始；入會
inject	injection	noun	注射
inject	injector	noun	噴射器
injection	inject	verb	注射
injunction	enjoin	verb	命令；禁止
injure	injury	noun	傷害
injure	injurious	adjective	有害的
injustice	justice	noun	正義
injustice	unjust	adjective	不公正的
inner	innermost	adjective	最內部的
innocence	innocent	adjective	無辜的
innocence	innocently	adverb	天真地
innocent	innocence	noun	清白
innocent	innocently	adverb	無辜地
innovation	innovate	verb	創新
innovation	innovative	adjective	創新的
innovation	innovator	noun	創新者
innovative	innovate	verb	創新
innovative	innovation	noun	創新
inquire	inquiry	noun	詢問
inquire	inquisitive	adjective	好奇的
inquiry	inquire	verb	詢問
inquiry	inquisitor	noun	審訊者
inquisitive	inquire	verb	詢問
inquisitive	inquisitiveness	noun	好奇心
insane	insanity	noun	精神錯亂
insane	sane	adjective	神智清醒的
insane	insanely	adverb	瘋狂地
insanity	insane	adjective	瘋狂的
insanity	sanity	noun	神智清醒
insatiable	satiate	verb	使滿足
insatiable	insatiably	adverb	貪得無厭地
inscribe	inscription	noun	銘文；題詞
insider	inside	preposition	在……裡面
insidious	insidiously	adverb	陰險地
insidious	insidiousness	noun	陰險
insight	insightful	adjective	有洞察力的
insinuate	insinuation	noun	影射；暗示
insoluble	soluble	adjective	可溶的
insoluble	solubility	noun	溶解度
inspect	inspection	noun	檢查
inspect	inspector	noun	檢查員
inspection	inspect	verb	檢查
inspection	inspector	noun	檢查員
inspector	inspect	verb	檢查
inspector	inspection	noun	檢查
inspiration	inspire	verb	啟發
inspiration	inspirational	adjective	激勵人心的
inspire	inspiration	noun	靈感
inspire	inspirational	adjective	鼓舞人心的
install	installation	noun	安裝
install	installer	noun	安裝程式；安裝人員
instant	instantly	adverb	立即
instant	instantaneous	adjective	瞬間的
instantaneous	instantaneously	adverb	瞬間地
instantaneous	instant	adjective	立即的
instill	instillation	noun	逐漸灌輸
instinct	instinctive	adjective	本能的
instinct	instinctively	adverb	本能地
instinctive	instinct	noun	本能
instinctive	instinctively	adverb	本能地
institute	institution	noun	機構
institute	institutional	adjective	機構的
institution	institutional	adjective	制度的
institution	institutionalize	verb	使制度化
institution	institute	noun	學院；研究機構
instruct	instruction	noun	指示
instruct	instructor	noun	講師
instruct	instructive	adjective	有教育意義的
instrument	instrumental	adjective	有重要作用的；器樂的
instrument	instrumentation	noun	儀器配置；配器
instrumental	instrument	noun	工具；樂器
instrumental	instrumentally	adverb	起重要作用地
insufficient	sufficient	adjective	足夠的
insufficient	insufficiency	noun	不足
insufficient	insufficiently	adverb	不足地
insure	insurance	noun	保險
insure	insurer	noun	保險公司
insurrection	insurrectionist	noun	叛亂者
intangible	tangible	adjective	有形的
integral	integrate	verb	整合
integral	integrally	adverb	不可或缺地
integrate	integration	noun	整合
integrate	integral	adjective	不可或缺的
integrity	integral	adjective	完整的；不可或缺的
intellectual	intellect	noun	智力
intellectual	intellectually	adverb	智力上
intelligent	intelligence	noun	智力
intelligent	intelligently	adverb	聰明地
intelligible	intelligibility	noun	可理解性
intelligible	unintelligible	adjective	難以理解的
intense	intensity	noun	強度
intense	intensify	verb	加劇
intense	intensely	adverb	強烈地
intensify	intense	adjective	強烈的
intensify	intensity	noun	強度
intensive	intensively	adverb	密集地
intensive	intense	adjective	強烈的
intent	intention	noun	意圖
intent	intentional	adjective	故意的
intent	intend	verb	打算
intentional	intention	noun	意圖
intentional	intentionally	adverb	故意地
intentional	intend	verb	打算
inter	interment	noun	埋葬
interact	interaction	noun	互動
interact	interactive	adjective	互動的
interaction	interact	verb	互動
interaction	interactive	adjective	互動的
interactive	interact	verb	互動
interactive	interaction	noun	互動
interactive	interactively	adverb	互動地
interchangeable	interchange	verb	互換
interchangeable	interchangeably	adverb	可互換地
interfere	interference	noun	干擾
interference	interfere	verb	干涉
intermediate	intermediary	noun	中間人
interminable	interminably	adverb	沒完沒了地
interminable	terminate	verb	終止
intern	internship	noun	實習
intern	internment	noun	拘留
interpret	interpretation	noun	詮釋
interpret	interpreter	noun	口譯員
interpretation	interpret	verb	詮釋
interpretation	interpretive	adjective	解釋性的
interrupt	interruption	noun	打斷
intersection	intersect	verb	交叉
intertwine	twine	verb	纏繞
intervene	intervention	noun	干預
intervention	intervene	verb	介入
intervention	interventionist	adjective	干預主義的
interviewer	interview	noun	面試；採訪
interviewer	interviewee	noun	受訪者
intimacy	intimate	adjective	親密的
intimacy	intimately	adverb	親密地
intimidate	intimidation	noun	恐嚇
intractable	intractability	noun	棘手
intractable	tractable	adjective	易處理的
intransigent	intransigence	noun	不妥協
intrepid	intrepidly	adverb	無畏地
intrepid	intrepidity	noun	無畏
intrude	intrusion	noun	侵擾
intrude	intrusive	adjective	打擾的
intrude	intruder	noun	闖入者
inundate	inundation	noun	氾濫；淹沒
invade	invasion	noun	入侵
invade	invader	noun	入侵者
invade	invasive	adjective	侵入性的
invaluable	value	noun	價值
invaluable	valuable	adjective	有價值的
invariably	invariable	adjective	不變的
invariably	vary	verb	變化
invasion	invade	verb	入侵
invasion	invasive	adjective	侵入的
inverse	invert	verb	使顛倒
inverse	inversion	noun	倒置
inverse	inversely	adverb	相反地
investigate	investigation	noun	調查
investigate	investigator	noun	調查員
investigate	investigative	adjective	調查的
invisible	visible	adjective	看得見的
invisible	invisibility	noun	隱形
invoke	invocation	noun	援引；祈求
involuntary	voluntary	adjective	自願的
involuntary	involuntarily	adverb	不由自主地
irascible	irascibility	noun	易怒
ironic	irony	noun	反諷
ironic	ironically	adverb	諷刺地
irony	ironic	adjective	諷刺的
irony	ironically	adverb	具反諷意味地
irrelevant	relevant	adjective	相關的
irrelevant	irrelevance	noun	不相關
irrigation	irrigate	verb	灌溉
isolate	isolation	noun	隔離
isolate	isolationism	noun	孤立主義
isolation	isolate	verb	使隔離
isolation	isolationism	noun	孤立主義
isotope	isotopic	adjective	同位素的
jazz	jazzy	adjective	爵士風格的；花俏的
jealous	jealousy	noun	嫉妒
jealous	jealously	adverb	嫉妒地
jerk	jerky	adjective	顛簸的；不平穩的
jewel	jewelry	noun	珠寶
jewel	jeweler	noun	珠寶商
jewelry	jewel	noun	寶石
jewelry	jeweler	noun	珠寶商
journal	journalism	noun	新聞業
journal	journalist	noun	記者
journal	journalistic	adjective	新聞的
journalism	journalist	noun	記者
journalism	journalistic	adjective	新聞業的
journalism	journal	noun	期刊
journalist	journalism	noun	新聞業
journalist	journalistic	adjective	新聞工作的
journalist	journal	noun	期刊
judgement	judge	verb	判斷
judgement	judgemental	adjective	愛批判的
judicial	judiciary	noun	司法機關
judicial	judicially	adverb	司法上
judicial	judge	noun	法官
judicious	judiciously	adverb	明智地
judicious	injudicious	adjective	不明智的
junction	juncture	noun	時刻；接合處
junction	join	verb	連接
junk	junkyard	noun	廢料場
jurisdiction	jurisdictional	adjective	管轄權的
jurisdiction	jurist	noun	法學家
jurisprudence	jurist	noun	法學家
jurisprudence	jurisprudential	adjective	法理學的
jury	juror	noun	陪審員
justifiable	justify	verb	證明……正當
justifiable	justification	noun	正當理由
justifiable	justifiably	adverb	有理地
justification	justify	verb	證明……正當
justification	justifiable	adjective	有正當理由的
justify	justification	noun	正當理由
justify	justifiable	adjective	可辯護的
keen	keenly	adverb	熱切地
keen	keenness	noun	熱切；敏銳
kindergarten	kindergartner	noun	幼兒園學童
kinetic	kinetics	noun	動力學
kingdom	king	noun	國王
kingdom	kingly	adjective	帝王般的
knot	knotty	adjective	多結的；棘手的
lace	lacy	adjective	蕾絲般的
laconic	laconically	adverb	簡潔地
laity	lay	adjective	世俗的；非專業的
laity	layman	noun	外行人
lance	lancet	noun	柳葉刀；小刀
landscape	landscaper	noun	景觀設計師
languid	languidly	adverb	慵懶地
languid	languish	verb	衰弱；受煎熬
languid	languor	noun	倦怠
lapse	relapse	verb	舊病復發
lapse	elapse	verb	（時間）流逝
lash	eyelash	noun	睫毛
lately	late	adjective	晚的
lately	lateness	noun	遲到
laud	laudable	adjective	值得讚揚的
laud	laudatory	adjective	讚美的
laudable	laud	verb	讚揚
laudable	laudably	adverb	值得稱讚地
laundry	launder	verb	洗滌；洗（錢）
lavish	lavishly	adverb	奢華地
lawsuit	sue	verb	控告
lawsuit	law	noun	法律
leaflet	leaf	noun	葉；（紙）張
leak	leakage	noun	洩漏量
leak	leaky	adjective	會漏的
leap	leapfrog	verb	跳過；躍進
lease	lessee	noun	承租人
lease	lessor	noun	出租人
leather	leathery	adjective	像皮革般堅韌的
legend	legendary	adjective	傳奇的
legendary	legend	noun	傳奇
legislature	legislate	verb	立法
legislature	legislation	noun	法規
legislature	legislative	adjective	立法的
leisure	leisurely	adjective	悠閒的
lender	lend	verb	借出
lengthy	length	noun	長度
lengthy	lengthen	verb	加長
lenient	leniency	noun	寬容
lenient	leniently	adverb	寬大地
lethal	lethally	adverb	致命地
lethal	lethality	noun	致命性
lexical	lexicon	noun	詞彙；詞典
lexical	lexically	adverb	詞彙上
liability	liable	adjective	負有責任的；易於……的
liaison	liaise	verb	聯絡
liberal	liberalism	noun	自由主義
liberal	liberally	adverb	大方地
liberty	liberate	verb	解放
liberty	liberation	noun	解放
librarian	library	noun	圖書館
likelihood	likely	adjective	可能的
likelihood	unlikely	adjective	不太可能的
liken	likeness	noun	相似
liken	like	preposition	像
limestone	lime	noun	石灰
limitation	limit	noun	限制
limitation	limitless	adjective	無限的
limp	limply	adverb	無力地
linear	linearly	adverb	線性地
linear	linearity	noun	線性
linear	line	noun	線
linguistic	linguistics	noun	語言學
linguistic	linguist	noun	語言學家
linguistic	linguistically	adverb	語言上
liquid	liquidity	noun	流動性
liquid	liquefy	verb	使液化
literacy	literate	adjective	識字的
literacy	illiteracy	noun	文盲
literally	literal	adjective	字面的
literary	literature	noun	文學
literate	literacy	noun	識字能力
literate	illiterate	adjective	不識字的
litigation	litigate	verb	進行訴訟
litigation	litigant	noun	訴訟當事人
litigation	litigious	adjective	好訴訟的
load	unload	verb	卸下
load	overload	verb	使超載
lobby	lobbyist	noun	遊說者
lobby	lobbying	noun	遊說活動
locality	local	adjective	當地的
locality	locally	adverb	在當地
locality	localize	verb	在地化
locally	local	adjective	當地的
locally	locality	noun	地區
locate	location	noun	位置
locate	relocate	verb	搬遷
locker	lock	verb	鎖上
locomotive	locomotion	noun	移動；運動
lodge	lodging	noun	住宿
lodge	lodger	noun	房客
lofty	loftily	adverb	高傲地
lofty	loftiness	noun	崇高
logic	logical	adjective	合乎邏輯的
logic	logician	noun	邏輯學家
logic	logically	adverb	邏輯上
logical	logic	noun	邏輯
logical	logically	adverb	合邏輯地
logical	illogical	adjective	不合邏輯的
lone	lonely	adjective	孤單的
lone	loneliness	noun	孤獨
lone	alone	adjective	獨自的
loop	loophole	noun	漏洞
loose	loosen	verb	鬆開
loose	loosely	adverb	鬆散地
loosen	loose	adjective	鬆的
loosen	loosely	adverb	寬鬆地
loquacious	loquacity	noun	多話
lump	lumpy	adjective	有結塊的
lunatic	lunacy	noun	瘋狂
lunatic	lunar	adjective	月亮的
lurid	luridly	adverb	聳動地
luxurious	luxury	noun	奢華
luxurious	luxuriously	adverb	奢華地
luxurious	luxuriate	verb	盡情享受
luxury	luxurious	adjective	奢華的
luxury	luxuriously	adverb	奢華地
lynch	lynching	noun	私刑
lyric	lyrical	adjective	抒情的
lyric	lyricist	noun	作詞者
lyric	lyricism	noun	抒情性
magical	magic	noun	魔法
magical	magically	adverb	神奇地
magical	magician	noun	魔術師
magnanimous	magnanimity	noun	寬宏大量
magnanimous	magnanimously	adverb	寬宏地
magnetic	magnet	noun	磁鐵
magnetic	magnetism	noun	磁力；魅力
magnetic	magnetize	verb	使磁化
magnificent	magnificence	noun	壯麗
magnificent	magnificently	adverb	壯麗地
magnify	magnification	noun	放大
magnify	magnifier	noun	放大鏡
magnitude	magnify	verb	放大
maid	maiden	noun	少女
maintenance	maintain	verb	維持
majesty	majestic	adjective	雄偉的
majesty	majestically	adverb	雄偉地
makeup	make up	phrase	組成；化妝
malevolent	malevolence	noun	惡意
malevolent	benevolent	adjective	仁慈的
malfunction	function	verb	運作
malfunction	functional	adjective	功能正常的
malleable	malleability	noun	可塑性
mammal	mammalian	adjective	哺乳類的
mandate	mandatory	adjective	強制性的
mandatory	mandate	noun	命令；授權
manifest	manifestation	noun	顯現
manifest	manifestly	adverb	明顯地
manifestation	manifest	verb	顯露
manipulate	manipulation	noun	操縱
manipulate	manipulative	adjective	善於操縱的
manipulate	manipulator	noun	操縱者
manipulative	manipulate	verb	操縱
manipulative	manipulation	noun	操控
manual	manually	adverb	手動地
manufacture	manufacturer	noun	製造商
manufacture	manufacturing	noun	製造業
margin	marginal	adjective	邊緣的；些微的
margin	marginally	adverb	稍微地
margin	marginalize	verb	使邊緣化
marine	mariner	noun	水手
marine	maritime	adjective	海事的
marine	submarine	noun	潛水艇
