lemma	familyLemma	pos	meaningZh
precaution	caution	noun	謹慎；警告
precede	precedent	noun	先例；判例
precede	precedence	noun	優先；優先權
precious	preciousness	noun	珍貴；寶貴
precipitate	precipitation	noun	降水；促成
precipitate	precipitous	adjective	陡峭的；驟然的
precipitation	precipitate	verb	促成；使沉澱
precipitous	precipice	noun	懸崖；險境
precipitous	precipitously	adverb	陡峭地；驟然地
precise	precision	noun	精確；精準
precise	precisely	adverb	精確地；正是
precise	imprecise	adjective	不精確的
precision	precise	adjective	精確的
precision	precisely	adverb	精確地
precocious	precocity	noun	早熟
precocious	precociously	adverb	早熟地
predator	predatory	adjective	掠食性的；掠奪的
predator	predation	noun	捕食；掠食
predict	prediction	noun	預測；預言
predict	predictable	adjective	可預測的
predict	predictor	noun	預測指標
predictable	predict	verb	預測
predictable	predictably	adverb	不出所料地
predictable	unpredictable	adjective	無法預測的
prediction	predict	verb	預測
prediction	predictive	adjective	預測性的
predisposition	predispose	verb	使易於；使有傾向
predominantly	predominant	adjective	主要的；佔優勢的
predominantly	predominate	verb	佔優勢；居多
preempt	preemptive	adjective	先發制人的
preempt	preemption	noun	先發制人；優先購買權
pregnant	pregnancy	noun	懷孕
prejudice	prejudicial	adjective	有害的；造成偏見的
preposterous	preposterously	adverb	荒謬地
prescribe	prescription	noun	處方；規定
prescribe	prescriptive	adjective	規範性的
prescription	prescribe	verb	開立處方；規定
prescription	prescriptive	adjective	規定的；規範的
presentation	present	verb	呈現；報告
presentation	presenter	noun	主持人；報告者
preservation	preserve	verb	保存；維護
preservation	preservative	noun	防腐劑
preserve	preservation	noun	保存；維護
preserve	preservative	noun	防腐劑
presidency	president	noun	總統；總裁
presidency	presidential	adjective	總統的
presidency	preside	verb	主持；主導
prestige	prestigious	adjective	有聲望的
prestigious	prestige	noun	聲望；威望
presumably	presume	verb	推測；假定
presumably	presumption	noun	推測；假定
presume	presumption	noun	推測；假定
presume	presumably	adverb	據推測
presume	presumptuous	adjective	冒昧的；放肆的
presumption	presume	verb	推測；假定
presumption	presumptive	adjective	推定的
presupposition	presuppose	verb	預設；以……為前提
pretend	pretense	noun	假裝；藉口
pretend	pretender	noun	冒充者；覬覦者
pretend	pretentious	adjective	自命不凡的
pretentious	pretension	noun	自命不凡；矯飾
pretentious	pretentiousness	noun	做作；虛飾
pretentious	pretend	verb	假裝
prevail	prevalent	adjective	普遍的；盛行的
prevail	prevalence	noun	盛行；盛行率
prevention	prevent	verb	預防；阻止
prevention	preventive	adjective	預防性的
prevention	preventable	adjective	可預防的
principal	principally	adverb	主要地
prior	priority	noun	優先；優先事項
prior	prioritize	verb	排定優先順序
privilege	privileged	adjective	享有特權的
privilege	underprivileged	adjective	弱勢的；貧困的
proceed	procedure	noun	程序；步驟
proceed	procedural	adjective	程序上的
procession	proceed	verb	前進；繼續進行
proclaim	proclamation	noun	公告；宣言
proclamation	proclaim	verb	宣告；宣布
procure	procurement	noun	採購；取得
procurement	procure	verb	取得；採購
prodigal	prodigality	noun	揮霍；浪費
prodigious	prodigy	noun	天才；神童
prodigious	prodigiously	adverb	驚人地
productive	productivity	noun	生產力
productive	produce	verb	生產；製造
productive	production	noun	生產；製作
productivity	productive	adjective	有生產力的
productivity	produce	verb	生產
profession	professional	adjective	專業的
profession	professionalism	noun	專業精神
proficient	proficiency	noun	熟練度；精通
proficient	proficiently	adverb	熟練地
profligate	profligacy	noun	揮霍；放蕩
profound	profoundly	adverb	深刻地；極為
profound	profundity	noun	深度；深刻
prognosis	prognostic	adjective	預後的；預測的
prognosis	prognosticate	verb	預測；預言
progressive	progress	noun	進步；進展
progressive	progression	noun	發展；演進
progressive	progressively	adverb	逐漸地
prohibit	prohibition	noun	禁令；禁止
prohibit	prohibitive	adjective	高得令人卻步的；禁止性的
projectile	project	verb	投射；推算
projectile	projection	noun	投射；預測
projection	project	verb	推算；投射
projection	projector	noun	投影機
proliferate	proliferation	noun	激增；擴散
prolong	prolongation	noun	延長
prolong	prolonged	adjective	長期的；持續很久的
prominent	prominence	noun	顯著；卓越
prominent	prominently	adverb	顯著地
promoter	promote	verb	促進；推廣
promoter	promotion	noun	推廣；升遷
prompt	promptly	adverb	迅速地；立即
prompt	promptness	noun	迅速；及時
promulgate	promulgation	noun	頒布；公布
proof	prove	verb	證明
propaganda	propagate	verb	傳播；宣傳
propaganda	propagandist	noun	宣傳者
propagation	propagate	verb	傳播；繁殖
propagation	propagator	noun	傳播者；繁殖器
propel	propeller	noun	螺旋槳
propel	propulsion	noun	推進力
prophetic	prophet	noun	先知；預言者
prophetic	prophecy	noun	預言
prophetic	prophesy	verb	預言
proponent	propose	verb	提議；提出
proponent	proposal	noun	提案；提議
proposition	propose	verb	提議；提出
proposition	proposal	noun	提案；提議
proprietary	proprietor	noun	所有人；業主
proprietary	property	noun	財產；所有物
proprietor	proprietary	adjective	專有的；私有的
proprietor	proprietorship	noun	所有權；獨資事業
prosaic	prose	noun	散文
prosaic	prosaically	adverb	平淡地
prose	prosaic	adjective	平淡無趣的
prosecute	prosecution	noun	起訴；公訴
prosecute	prosecutor	noun	檢察官
prosecution	prosecute	verb	起訴
prosecution	prosecutor	noun	檢察官
prospect	prospective	adjective	未來的；可能的
prospect	prospectus	noun	簡介手冊；招股說明書
prospective	prospect	noun	前景；可能性
prosperity	prosper	verb	繁榮；興旺
prosperity	prosperous	adjective	繁榮的；富裕的
prototype	prototypical	adjective	原型的；典型的
province	provincial	adjective	省的；偏狹的
provincial	province	noun	省；領域
provincial	provincialism	noun	地方主義；偏狹
provisional	provision	noun	條款；供應
provisional	provisionally	adverb	暫時地
provoke	provocation	noun	挑釁；刺激
provoke	provocative	adjective	挑釁的；煽動的
prowl	prowler	noun	潛行者；徘徊的歹徒
proximity	proximate	adjective	最接近的；直接的
prudence	prudent	adjective	審慎的；明智的
prudence	prudently	adverb	審慎地
prudence	imprudent	adjective	輕率的；不謹慎的
prudent	prudence	noun	審慎；謹慎
prudent	prudently	adverb	審慎地
prudent	imprudent	adjective	輕率的
psalm	psalmist	noun	聖詩作者
psychiatric	psychiatry	noun	精神醫學
psychiatric	psychiatrist	noun	精神科醫師
psychologist	psychology	noun	心理學
psychologist	psychological	adjective	心理的
psychology	psychologist	noun	心理學家
psychology	psychological	adjective	心理的
psychology	psychologically	adverb	在心理上
publication	publish	verb	出版；發表
publication	publisher	noun	出版商；出版者
publicity	publicize	verb	宣傳；公開
publicity	public	adjective	公眾的；公開的
puerile	puerility	noun	幼稚；孩子氣
pugnacious	pugnacity	noun	好鬥；好戰
pulse	pulsate	verb	搏動；跳動
pulse	pulsation	noun	搏動；脈動
punctilious	punctiliously	adverb	一絲不苟地
pungent	pungency	noun	辛辣；刺激性
purchase	purchaser	noun	購買者；買方
pure	purity	noun	純度；純淨
pure	purify	verb	淨化；提純
pure	purely	adverb	純粹地；完全地
purport	purportedly	adverb	據稱；據說
pursue	pursuit	noun	追求；追逐
pursue	pursuer	noun	追趕者
pursuit	pursue	verb	追求；從事
putative	putatively	adverb	據推測地
puzzle	puzzlement	noun	困惑；迷惑
pyramid	pyramidal	adjective	金字塔形的
qualification	qualify	verb	取得資格
qualification	qualified	adjective	合格的；有資格的
qualify	qualification	noun	資格；條件
qualify	qualified	adjective	合格的
qualify	unqualified	adjective	不合格的；無條件的
qualitative	quality	noun	品質；特質
qualitative	qualitatively	adverb	在性質上
quantitative	quantity	noun	數量
quantitative	quantify	verb	量化
quantitative	quantitatively	adverb	在數量上
quantity	quantify	verb	量化
quantity	quantitative	adjective	定量的；數量上的
queasy	queasiness	noun	反胃；不安
querulous	querulously	adverb	抱怨地；牢騷地
questionable	question	noun	問題；疑問
questionable	questionably	adverb	可疑地
questionable	unquestionable	adjective	無庸置疑的
questionnaire	question	noun	問題；提問
quotation	quote	verb	引用；報價
quote	quotation	noun	引文；報價
radiation	radiate	verb	輻射；散發
radiation	radioactive	adjective	放射性的
radiation	radiant	adjective	發光的；容光煥發的
radical	radically	adverb	根本地；徹底地
radical	radicalism	noun	激進主義
radical	radicalize	verb	使激進化
rage	enrage	verb	激怒
raid	raider	noun	突襲者；掠奪者
rail	railing	noun	欄杆；扶手
ranch	rancher	noun	牧場主
rancor	rancorous	adjective	充滿怨恨的
random	randomly	adverb	隨機地
random	randomize	verb	使隨機化
random	randomness	noun	隨機性
ranger	range	noun	範圍；山脈
rare	rarity	noun	稀有；罕見之物
rare	rarely	adverb	很少；難得
ratification	ratify	verb	批准；正式認可
ratify	ratification	noun	批准；認可
rational	rationality	noun	理性；合理性
rational	rationalize	verb	合理化
rational	irrational	adjective	不理性的
raucous	raucously	adverb	喧鬧地；粗嘎地
react	reaction	noun	反應
react	reactive	adjective	反應性的；被動的
react	reactor	noun	反應爐
reactionary	reaction	noun	反應；反動
reactionary	react	verb	反應
readily	ready	adjective	準備好的；願意的
readily	readiness	noun	準備就緒；樂意
realism	realist	noun	現實主義者；寫實主義者
realism	realistic	adjective	實際的；寫實的
realism	real	adjective	真實的
realization	realize	verb	領悟；實現
realization	real	adjective	真實的
reassure	reassurance	noun	安慰；再三保證
rebellion	rebel	noun	叛亂者；反抗者
rebellion	rebellious	adjective	叛逆的；反抗的
recalcitrant	recalcitrance	noun	頑抗；不服從
receipt	receive	verb	收到；接受
receipt	recipient	noun	接受者；領受者
receiver	receive	verb	接收；收到
receiver	reception	noun	接收；接待
reception	receive	verb	接待；收到
reception	receptive	adjective	樂於接受的
reception	receptionist	noun	接待員
receptive	receptivity	noun	接受度；感受力
receptive	receive	verb	接受；收到
receptor	receive	verb	接收
receptor	reception	noun	接收
recession	recede	verb	後退；消退
recession	recessionary	adjective	經濟衰退的
recipient	receive	verb	收到；接受
recipient	receipt	noun	收據
reciprocal	reciprocate	verb	回報；互相給予
reciprocal	reciprocity	noun	互惠；對等
reciprocal	reciprocally	adverb	互惠地
reciprocate	reciprocal	adjective	相互的；互惠的
reciprocate	reciprocity	noun	互惠
recline	recliner	noun	躺椅
recognition	recognize	verb	認出；認可
recognition	recognizable	adjective	可辨認的
recommend	recommendation	noun	建議；推薦
recommendation	recommend	verb	推薦；建議
reconciliation	reconcile	verb	和解；調和
reconciliation	reconcilable	adjective	可調和的
reconnaissance	reconnoiter	verb	偵察
reconstitute	reconstitution	noun	重組；復原
reconstruction	reconstruct	verb	重建；重組
recount	count	verb	計數；計票
recover	recovery	noun	康復；復甦
recover	recoverable	adjective	可恢復的；可收回的
recreation	recreational	adjective	休閒的；娛樂性的
recreational	recreation	noun	消遣；娛樂活動
recruit	recruitment	noun	招募；徵才
recruit	recruiter	noun	招募人員
rectify	rectification	noun	矯正；改正
recycle	recyclable	adjective	可回收的
redeem	redemption	noun	救贖；贖回
redeem	redeemable	adjective	可贖回的
redistribution	redistribute	verb	重新分配
reduction	reduce	verb	減少；降低
redundancy	redundant	adjective	多餘的；遭裁員的
referee	refer	verb	提及；轉介
referee	reference	noun	參考；推薦人
referendum	refer	verb	提交；提及
refine	refinement	noun	精緻；改良
refine	refinery	noun	煉油廠；精煉廠
refine	refined	adjective	精煉的；精緻的
reflection	reflect	verb	反射；反思
reflection	reflective	adjective	反思的；反光的
reform	reformer	noun	改革者
reform	reformation	noun	改革；革新
reform	reformist	adjective	改革派的
refrigerator	refrigerate	verb	冷藏
refrigerator	refrigeration	noun	冷藏；製冷
refuge	refugee	noun	難民
refugee	refuge	noun	避難所；庇護
refusal	refuse	verb	拒絕
regal	regally	adverb	威嚴地；帝王般地
regent	regency	noun	攝政期；攝政職位
regiment	regimental	adjective	軍團的
register	registration	noun	登記；註冊
register	registry	noun	登記處；註冊處
register	registrar	noun	註冊主任；登記官
regulate	regulation	noun	規定；管制
regulate	regulator	noun	監管機構；調節器
regulate	regulatory	adjective	監管的；規範性的
regulatory	regulate	verb	管制；規範
regulatory	regulation	noun	規範；法規
regulatory	regulator	noun	監管機構
rehabilitation	rehabilitate	verb	使復健；使更生
rehearsal	rehearse	verb	排練；預演
reinstate	reinstatement	noun	復職；恢復
rejection	reject	verb	拒絕；駁回
relaxation	relax	verb	放鬆；鬆懈
relaxation	relaxed	adjective	放鬆的；悠閒的
relegate	relegation	noun	降級；貶謫
relent	relentless	adjective	不懈的；無情的
relevance	relevant	adjective	相關的；切題的
relevance	irrelevant	adjective	不相關的
reliability	reliable	adjective	可靠的
reliability	rely	verb	依賴；信賴
reliability	reliance	noun	依賴；信賴
reliable	reliability	noun	可靠性
reliable	rely	verb	依賴
reliable	unreliable	adjective	不可靠的
reliance	rely	verb	依賴；信賴
reliance	reliant	adjective	依賴的
relieve	relief	noun	緩解；寬慰
relinquish	relinquishment	noun	放棄；讓與
reluctant	reluctance	noun	不情願；勉強
reluctant	reluctantly	adverb	不情願地
rely	reliance	noun	依賴
rely	reliable	adjective	可靠的
rely	reliant	adjective	依賴的
remainder	remain	verb	保持；剩下
remark	remarkable	adjective	卓越的；不凡的
remark	remarkably	adverb	顯著地
remarkable	remark	noun	評論；言論
remarkable	remarkably	adverb	顯著地
remarkable	unremarkable	adjective	平凡的；不起眼的
remarkably	remarkable	adjective	卓越的；不凡的
remarkably	remark	noun	評論
remedy	remedial	adjective	補救的；補強的
reminder	remind	verb	提醒
reminisce	reminiscence	noun	回憶；往事
reminisce	reminiscent	adjective	使人想起的
remission	remit	verb	匯款；免除
remote	remotely	adverb	遙遠地；絲毫
remote	remoteness	noun	偏遠；疏離
render	rendition	noun	演繹；翻譯版本
renew	renewal	noun	更新；續約
renew	renewable	adjective	可再生的；可續約的
renewal	renew	verb	更新；續約
renewal	renewable	adjective	可再生的
renounce	renunciation	noun	放棄；棄絕
renovate	renovation	noun	翻新；整修
rental	rent	verb	租用；出租
rental	renter	noun	承租人
reparation	repair	verb	修理；修復
repent	repentance	noun	懺悔；悔改
repent	repentant	adjective	悔悟的
repetition	repeat	verb	重複
repetition	repetitive	adjective	重複的；單調的
repetition	repetitious	adjective	囉嗦重複的
replenish	replenishment	noun	補充；補貨
replete	repletion	noun	充滿；飽足
representation	represent	verb	代表；表現
representation	representative	noun	代表；代表人
reproach	reproachful	adjective	責備的；譴責的
reproach	reproachfully	adverb	帶責備地
reproduce	reproduction	noun	繁殖；複製
reproduce	reproductive	adjective	生殖的
reproduction	reproduce	verb	繁殖；複製
reproduction	reproductive	adjective	生殖的
reproductive	reproduce	verb	繁殖；複製
reproductive	reproduction	noun	生殖；複製品
republic	republican	adjective	共和的；共和政體的
republic	republicanism	noun	共和主義
repudiate	repudiation	noun	否認；拒絕承認
reputation	reputable	adjective	有信譽的；聲譽良好的
reputation	repute	noun	名聲；聲望
reputation	reputed	adjective	據稱的；號稱的
requisite	requisition	noun	徵用；申請單
requisite	require	verb	需要；要求
rescind	rescission	noun	撤銷；廢止
rescue	rescuer	noun	救援者
resemblance	resemble	verb	與……相似
resemble	resemblance	noun	相似；相似之處
resentment	resent	verb	憤恨；怨恨
resentment	resentful	adjective	憤恨的；不滿的
reserve	reservation	noun	預訂；保留意見
reserve	reserved	adjective	拘謹的；已預訂的
reshuffle	shuffle	verb	洗牌；拖著腳走
reside	residence	noun	住所；居所
reside	resident	noun	居民；住戶
reside	residential	adjective	住宅的
residence	reside	verb	居住；定居
residence	resident	noun	居民
residence	residential	adjective	住宅的
residential	residence	noun	住宅；居所
residential	reside	verb	居住
residential	resident	noun	居民
residue	residual	adjective	殘餘的；剩餘的
resignation	resign	verb	辭職；辭去
resilience	resilient	adjective	有韌性的；能迅速恢復的
resist	resistance	noun	抵抗；阻力
resist	resistant	adjective	抗……的；抵抗的
resist	irresistible	adjective	無法抗拒的
resistance	resist	verb	抵抗；抗拒
resistance	resistant	adjective	抵抗的
resistance	resistor	noun	電阻器
resistant	resist	verb	抵抗
resistant	resistance	noun	抵抗力；阻力
resolution	resolve	verb	解決；決心
resolution	resolute	adjective	堅決的；果斷的
resolve	resolution	noun	決議；解決
resolve	resolute	adjective	堅決的
resolve	unresolved	adjective	未解決的
resonant	resonance	noun	共鳴；迴響
resonant	resonate	verb	產生共鳴；迴盪
resourceful	resource	noun	資源
resourceful	resourcefulness	noun	機智；應變能力
respectively	respective	adjective	各自的；分別的
respiration	respiratory	adjective	呼吸的
respiration	respire	verb	呼吸
respondent	respond	verb	回應；回答
respondent	response	noun	回應；答覆
respondent	responsive	adjective	反應迅速的
responsiveness	responsive	adjective	反應迅速的
responsiveness	respond	verb	回應
responsiveness	response	noun	回應
restoration	restore	verb	修復；恢復
restoration	restorative	adjective	有恢復效果的
restore	restoration	noun	修復；恢復
restore	restorative	adjective	有恢復效果的
restrain	restraint	noun	克制；約束
restrain	restrained	adjective	克制的；含蓄的
restraint	restrain	verb	抑制；克制
restrict	restriction	noun	限制；限制規定
restrict	restrictive	adjective	限制性的
restriction	restrict	verb	限制
restriction	restrictive	adjective	限制性的
restrictive	restrict	verb	限制
restrictive	restriction	noun	限制
resume	resumption	noun	恢復；重新開始
resurgence	resurgent	adjective	復甦的；再起的
resurrect	resurrection	noun	復活；復興
retail	retailer	noun	零售商
retailer	retail	noun	零售
retaliate	retaliation	noun	報復；反擊
retaliate	retaliatory	adjective	報復性的
retaliation	retaliate	verb	報復；反擊
retaliation	retaliatory	adjective	報復性的
reticent	reticence	noun	沉默寡言；有所保留
retire	retirement	noun	退休
retire	retiree	noun	退休人員
retire	retired	adjective	已退休的
retirement	retire	verb	退休
retirement	retiree	noun	退休人員
retrace	trace	verb	追蹤；描摹
retract	retraction	noun	撤回；更正聲明
retract	retractable	adjective	可收回的；可伸縮的
revelation	reveal	verb	揭露；顯示
revelation	revelatory	adjective	揭示性的；發人深省的
revenge	revengeful	adjective	報復心強的
reverberate	reverberation	noun	迴響；廣泛影響
reverent	reverence	noun	崇敬；敬畏
reverent	revere	verb	崇敬；敬仰
reverent	reverently	adverb	虔敬地
reverse	reversal	noun	逆轉；翻轉
reverse	reversible	adjective	可逆的；雙面可用的
reverse	reversion	noun	復歸；回覆原狀
reversion	revert	verb	恢復原狀；回復
reversion	reverse	verb	使逆轉；顛倒
revert	reversion	noun	復歸；回覆原狀
revert	reverse	verb	使逆轉
revise	revision	noun	修訂；修正
revise	revisionist	noun	修正主義者
revision	revise	verb	修訂；校訂
revision	revisionist	adjective	修正主義的
revitalize	revitalization	noun	振興；復甦
revival	revive	verb	使復興；使甦醒
revival	revivalist	noun	復興運動者
revive	revival	noun	復興；復甦
revolt	revolution	noun	革命；起義
revolution	revolutionary	adjective	革命性的；創新的
revolution	revolutionize	verb	徹底變革
revolution	revolt	verb	反抗；起義
revolutionary	revolution	noun	革命
revolutionary	revolutionize	verb	使徹底改變
rhetoric	rhetorical	adjective	修辭的；反問的
rhetoric	rhetorically	adverb	在修辭上；反問地
rhythm	rhythmic	adjective	有節奏的
rhythm	rhythmically	adverb	有節奏地
rhythmic	rhythm	noun	節奏；韻律
rhythmic	rhythmically	adverb	有節奏地
rider	ride	verb	騎乘；搭乘
