lemma	familyLemma	pos	meaningZh
siege	besiege	verb	圍攻；困擾
signature	sign	verb	簽署；簽名
signature	signatory	noun	簽署者；簽約方
significance	significant	adjective	重大的；顯著的
significance	signify	verb	表示；意味著
significance	insignificance	noun	微不足道
signify	significance	noun	重要性；意義
signify	significant	adjective	重要的
signify	signification	noun	含義；表示
simplicity	simple	adjective	簡單的
simplicity	simplify	verb	簡化
simplicity	simplistic	adjective	過於簡化的
simultaneously	simultaneous	adjective	同時的
simultaneously	simultaneity	noun	同時性
singularity	singular	adjective	單數的；非凡的
singularity	singularly	adverb	異常地；非常
sink	sunken	adjective	沉沒的；凹陷的
skeleton	skeletal	adjective	骨骼的；骨瘦如柴的
skeptical	skepticism	noun	懷疑態度；懷疑論
skeptical	skeptic	noun	懷疑論者
skeptical	skeptically	adverb	懷疑地
sketch	sketchy	adjective	粗略的；不完整的
skew	skewness	noun	偏態；偏斜度
slacken	slack	adjective	鬆弛的；蕭條的
slacken	slackness	noun	鬆弛；鬆懈
slave	slavery	noun	奴隸制
slave	enslave	verb	奴役；束縛
slave	slavish	adjective	盲從的；奴性的
slay	slayer	noun	殺手；屠戮者
sleazy	sleaze	noun	腐敗；低俗
sleazy	sleaziness	noun	低俗；不入流
slender	slenderness	noun	苗條；纖細
slight	slightly	adverb	輕微地；稍微
slim	slimness	noun	苗條；纖細
slip	slippery	adjective	滑的；狡猾的
slip	slipper	noun	拖鞋
slip	slippage	noun	滑移；下滑
sloppy	sloppiness	noun	草率；邋遢
smoothly	smooth	adjective	平滑的；順暢的
smoothly	smoothness	noun	平滑；流暢
smug	smugness	noun	自滿；沾沾自喜
smug	smugly	adverb	自鳴得意地
smuggle	smuggler	noun	走私者
smuggle	smuggling	noun	走私
snap	snappy	adjective	俐落的；簡潔有力的
sneak	sneaky	adjective	鬼鬼祟祟的
sneak	sneaker	noun	運動鞋
sniff	sniffle	verb	抽鼻子；吸鼻涕
snip	snippet	noun	片段；小段
snuggle	snug	adjective	舒適溫暖的
sociable	society	noun	社會
sociable	social	adjective	社交的；社會的
sociable	sociability	noun	社交性
sociology	sociologist	noun	社會學家
sociology	sociological	adjective	社會學的
sociology	social	adjective	社會的
soggy	sogginess	noun	濕軟；潮濕
solar	solarium	noun	日光浴室
solely	sole	adjective	唯一的；單獨的
solemn	solemnity	noun	莊嚴；嚴肅
solemn	solemnly	adverb	嚴肅地；莊重地
solicitor	solicit	verb	徵求；招攬
solicitor	solicitation	noun	懇求；招攬
solicitous	solicitude	noun	關切；掛念
solicitous	solicitously	adverb	關切地
solidarity	solid	adjective	堅固的；團結的
solidarity	solidify	verb	鞏固；使凝固
solitary	solitude	noun	獨處；孤獨
solitary	solitarily	adverb	獨自地
solo	soloist	noun	獨奏者；獨唱者
soluble	solubility	noun	溶解度
soluble	dissolve	verb	溶解
soluble	insoluble	adjective	不可溶的；難解的
solve	solution	noun	解決方案；解答
solve	solvable	adjective	可解決的
solvent	solvency	noun	償付能力
solvent	insolvent	adjective	無償付能力的
somatic	psychosomatic	adjective	身心的；心因性的
somber	somberly	adverb	陰鬱地；嚴肅地
soot	sooty	adjective	佈滿煤灰的；烏黑的
soothe	soothing	adjective	令人舒緩的；安撫的
sophistication	sophisticated	adjective	精密的；世故的
sordid	sordidness	noun	卑劣；骯髒
sore	soreness	noun	痠痛；疼痛
sore	sorely	adverb	非常地；痛切地
soul	soulful	adjective	深情的；充滿感情的
soul	soulless	adjective	沒有靈魂的；無生氣的
sovereignty	sovereign	noun	君主；主權者
spank	spanking	noun	打屁股（懲罰）
spark	sparkle	verb	閃耀；發出火花
spatial	space	noun	空間
spatial	spatially	adverb	在空間上
spear	spearhead	verb	帶頭；擔任先鋒
specialize	specialist	noun	專家
specialize	specialization	noun	專業化；專攻領域
specialize	special	adjective	特別的；專門的
specialty	specialize	verb	專精於；專攻
specialty	specialist	noun	專家
species	speciation	noun	物種形成
specification	specify	verb	明確指定；詳述
specification	specific	adjective	具體的；明確的
specify	specification	noun	規格；規範
specify	specific	adjective	明確的；特定的
specify	specificity	noun	特異性；明確性
specious	speciously	adverb	似是而非地
specious	speciousness	noun	似是而非
spectacle	spectacular	adjective	壯觀的
spectacle	spectator	noun	觀眾
spectacular	spectacle	noun	奇觀；壯觀場面
spectacular	spectacularly	adverb	驚人地；壯觀地
spectator	spectate	verb	觀看（比賽）
spectator	spectacle	noun	奇觀；壯觀場面
spectral	spectrum	noun	光譜；範圍
spectral	specter	noun	幽靈；隱憂
spectrum	spectral	adjective	光譜的
spectrum	spectroscopy	noun	光譜學
speculate	speculation	noun	推測；投機
speculate	speculative	adjective	推測的；投機的
speculate	speculator	noun	投機者
speculation	speculate	verb	推測；投機
speculation	speculative	adjective	推測的；投機的
sphere	spherical	adjective	球形的
sphere	hemisphere	noun	半球
spill	spillage	noun	溢出；溢出量
spine	spinal	adjective	脊椎的
spiritual	spirit	noun	精神；靈魂
spiritual	spirituality	noun	靈性；精神性
spiritual	spiritually	adverb	精神上地
spite	spiteful	adjective	惡毒的；懷恨的
spite	spitefully	adverb	懷恨地
splendid	splendor	noun	壯麗；輝煌
splendid	splendidly	adverb	極好地；壯麗地
spoil	spoilage	noun	變質；損壞
sponsor	sponsorship	noun	贊助
spontaneity	spontaneous	adjective	自發的；即興的
spontaneity	spontaneously	adverb	自發地
spontaneous	spontaneity	noun	自發性
spontaneous	spontaneously	adverb	自發地
sporadic	sporadically	adverb	零星地；偶發地
spouse	spousal	adjective	配偶的
sprint	sprinter	noun	短跑選手
squad	squadron	noun	中隊；分隊
squalid	squalor	noun	髒亂；貧困
stability	stable	adjective	穩定的
stability	stabilize	verb	使穩定
stability	instability	noun	不穩定
stabilize	stability	noun	穩定；穩定性
stabilize	stable	adjective	穩定的
stabilize	stabilization	noun	穩定化
stable	stability	noun	穩定；穩定性
stable	stabilize	verb	使穩定
stable	unstable	adjective	不穩定的
stagnant	stagnate	verb	停滯；不流動
stagnant	stagnation	noun	停滯
stain	stainless	adjective	不鏽的；無瑕的
staircase	stair	noun	樓梯（階）
stake	stakeholder	noun	利害關係人
starter	start	verb	開始；啟動
startle	startling	adjective	令人吃驚的
static	statically	adverb	靜態地
statistics	statistical	adjective	統計的
statistics	statistician	noun	統計學家
statistics	statistically	adverb	統計上地
statue	statuette	noun	小雕像
statute	statutory	adjective	法定的；法規規定的
statutory	statute	noun	法規；法令
steadfast	steadfastly	adverb	堅定不移地
steadfast	steadfastness	noun	堅定；忠貞
steady	steadily	adverb	穩定地；持續地
steady	steadiness	noun	穩定；平穩
steady	unsteady	adjective	不穩的；搖晃的
steam	steamy	adjective	蒸氣瀰漫的；悶熱的
steam	steamer	noun	蒸鍋；汽船
steep	steeply	adverb	陡峭地；急遽地
steep	steepness	noun	陡度；陡峭
steer	steering	noun	轉向；駕駛操控
stereo	stereophonic	adjective	立體聲的
stereotype	stereotypical	adjective	刻板的；老套的
stereotype	stereotyping	noun	刻板印象化
sterile	sterility	noun	無菌；不孕
sterile	sterilize	verb	消毒；殺菌
sterilize	sterile	adjective	無菌的
sterilize	sterilization	noun	消毒；絕育
stern	sternly	adverb	嚴厲地
stern	sternness	noun	嚴厲；嚴格
steward	stewardship	noun	管理職責；管理
steward	stewardess	noun	女服務員；空服員
sticky	stick	verb	黏貼；黏住
sticky	stickiness	noun	黏性
stiff	stiffen	verb	使僵硬；變硬
stiff	stiffness	noun	僵硬
stimulant	stimulate	verb	刺激；激勵
stimulant	stimulus	noun	刺激；誘因
stimulate	stimulation	noun	刺激；激勵
stimulate	stimulus	noun	刺激；誘因
stimulate	stimulant	noun	興奮劑；刺激物
stimulus	stimulate	verb	刺激；激勵
stimulus	stimulation	noun	刺激
sting	stinger	noun	（昆蟲的）螫針
stipulate	stipulation	noun	規定；條款
stipulation	stipulate	verb	規定；明確要求
stir	stirring	adjective	激動人心的
storage	store	verb	儲存；貯藏
storage	storehouse	noun	倉庫；寶庫
straight	straighten	verb	弄直；整理
straight	straightforward	adjective	簡單明瞭的；直截了當的
straightforward	straightforwardly	adverb	直截了當地
straightforward	straight	adjective	直的；正直的
streak	streaky	adjective	有條紋的
strengthen	strength	noun	力量；優勢
strengthen	strong	adjective	強壯的；強大的
stress	stressful	adjective	有壓力的；緊張的
stress	stressor	noun	壓力源
stretch	stretchy	adjective	有彈性的
strident	stridently	adverb	尖銳地；強硬地
strident	stridency	noun	刺耳；尖銳
string	stringy	adjective	纖維多的；細長的
stringent	stringently	adverb	嚴格地
stringent	stringency	noun	嚴格；緊縮
stripe	striped	adjective	有條紋的
stroll	stroller	noun	嬰兒車；散步者
structural	structure	noun	結構；構造
structural	structurally	adverb	結構上地
stuffy	stuffiness	noun	悶熱；沉悶
stun	stunning	adjective	令人驚艷的；極美的
stunt	stuntman	noun	特技演員
sturdy	sturdiness	noun	堅固；結實
stutter	stutterer	noun	口吃者
subjective	subjectivity	noun	主觀性
subjective	subjectively	adverb	主觀地
sublime	sublimity	noun	崇高；壯麗
sublime	sublimely	adverb	崇高地；極其地
submarine	marine	adjective	海洋的；海事的
submission	submit	verb	提交；屈服
submission	submissive	adjective	順從的；服從的
submit	submission	noun	提交；屈服
submit	submissive	adjective	順從的
subordinate	subordination	noun	從屬；隸屬
subordinate	insubordinate	adjective	不服從的
subsequently	subsequent	adjective	隨後的；接著的
subside	subsidence	noun	下陷；平息
subsidiary	subsidize	verb	補助；資助
subsidiary	subsidy	noun	補助金；津貼
subsidy	subsidize	verb	補助；資助
subsidy	subsidiary	noun	子公司
subsistence	subsist	verb	維持生活；勉強度日
substance	substantial	adjective	大量的；實質的
substance	substantive	adjective	實質性的
substance	substantially	adverb	大幅地；實質上
substantially	substantial	adjective	大量的；可觀的
substantially	substance	noun	物質；實質內容
substantive	substance	noun	實質；內容
substantive	substantively	adverb	實質上地
substitute	substitution	noun	替換；代換
substitute	substitutable	adjective	可替代的
suburb	suburban	adjective	郊區的
suburb	suburbia	noun	郊區；郊區生活
succession	successive	adjective	連續的；相繼的
succession	succeed	verb	繼任；接續
succession	successor	noun	繼任者；接班人
successive	succession	noun	連續；接續
successive	successively	adverb	連續地
suck	suction	noun	吸力；抽吸
suffocate	suffocation	noun	窒息
suggestive	suggest	verb	暗示；建議
suggestive	suggestion	noun	建議；暗示
suitable	suit	verb	適合；相稱
suitable	suitability	noun	適合性；合適度
suitable	unsuitable	adjective	不合適的
sullen	sullenly	adverb	慍怒地
sullen	sullenness	noun	悶悶不樂；慍怒
summary	summarize	verb	總結；摘要說明
summon	summons	noun	傳票；傳喚
sumptuous	sumptuously	adverb	奢華地
sunlight	sunlit	adjective	陽光照射的
sunshine	sunny	adjective	晴朗的；陽光充足的
superb	superbly	adverb	極好地；出色地
superficial	superficiality	noun	膚淺；表面性
superficial	superficially	adverb	表面上地
superfluous	superfluity	noun	過剩；多餘
superfluous	superfluously	adverb	多餘地
superimpose	superimposition	noun	疊加；重疊
superintendent	superintend	verb	監督；管理
superior	superiority	noun	優越性；優勢
supervise	supervision	noun	監督；督導
supervise	supervisor	noun	主管；督導員
supervise	supervisory	adjective	監督的
supervision	supervise	verb	監督；督導
supervision	supervisor	noun	主管；督導員
supervisor	supervise	verb	監督；督導
supervisor	supervision	noun	監督；督導
supervisor	supervisory	adjective	監督的
supple	suppleness	noun	柔軟；柔韌
supplement	supplementary	adjective	補充的；追加的
supplement	supplementation	noun	補充；增補
supplementary	supplement	noun	補充物；增補
supposedly	suppose	verb	假定；認為
supposedly	supposition	noun	推測；假定
suppress	suppression	noun	壓制；鎮壓
suppress	suppressive	adjective	抑制的；壓制的
supreme	supremacy	noun	至高地位；霸權
supreme	supremely	adverb	極其地；至高地
surgeon	surgery	noun	手術；外科
surgeon	surgical	adjective	外科的；手術的
surgery	surgeon	noun	外科醫生
surgery	surgical	adjective	手術的；外科的
surgery	surgically	adverb	以手術方式
surreptitious	surreptitiously	adverb	偷偷地；秘密地
surveillance	surveil	verb	監視；監控
survey	surveyor	noun	測量員；勘測員
surveyor	survey	noun	測量；調查
survival	survive	verb	存活；倖存
survival	survivor	noun	生還者；倖存者
survivor	survive	verb	存活；倖存
survivor	survival	noun	生存；存活
susceptibility	susceptible	adjective	易受影響的；易感染的
suspend	suspension	noun	暫停；懸吊
suspend	suspense	noun	懸念；忐忑
suspension	suspend	verb	暫停；懸掛
suspicion	suspicious	adjective	可疑的；懷疑的
suspicion	suspect	verb	懷疑；猜想
suspicious	suspicion	noun	懷疑；猜疑
suspicious	suspect	verb	懷疑；猜想
suspicious	suspiciously	adverb	可疑地；懷疑地
sustain	sustainable	adjective	可持續的；永續的
sustain	sustenance	noun	食物；生計
sustain	sustainability	noun	永續性
sustenance	sustain	verb	維持；供養
swamp	swampy	adjective	沼澤般的；泥濘的
sweat	sweaty	adjective	出汗的；汗溼的
swell	swelling	noun	腫脹；隆起
swell	swollen	adjective	腫脹的；暴漲的
syllable	syllabic	adjective	音節的
symbiosis	symbiotic	adjective	共生的
symbolize	symbol	noun	象徵；符號
symbolize	symbolic	adjective	象徵性的
symbolize	symbolism	noun	象徵主義；象徵手法
symmetry	symmetrical	adjective	對稱的
symmetry	asymmetry	noun	不對稱
sympathetic	sympathy	noun	同情；憐憫
sympathetic	sympathize	verb	同情；體諒
sympathetic	sympathetically	adverb	同情地
sympathy	sympathetic	adjective	有同情心的
sympathy	sympathize	verb	同情；體諒
symphony	symphonic	adjective	交響樂的
symptom	symptomatic	adjective	有症狀的；徵候的
