lemma	familyLemma	pos	meaningZh
feign	feint	noun	佯攻；假動作
fellowship	fellow	noun	同伴；研究員
feminist	feminism	noun	女性主義
feminist	feminine	adjective	女性的；陰柔的
feminist	feminize	verb	使女性化
ferry	ferryman	noun	擺渡人
fertilize	fertilizer	noun	肥料
fertilize	fertile	adjective	肥沃的；能生育的
fertilize	fertility	noun	肥沃；生育力
fervent	fervor	noun	熱情；熱誠
fervent	fervently	adverb	熱切地
fiber	fibrous	adjective	纖維狀的
fickle	fickleness	noun	善變；反覆無常
fiction	fictional	adjective	虛構的
fiction	fictitious	adjective	捏造的；虛假的
fictional	fiction	noun	小說；虛構作品
fictional	fictionalize	verb	把……改寫成小說
fictitious	fiction	noun	虛構；虛構之事
fictitious	fictitiously	adverb	虛假地
fidget	fidgety	adjective	坐立不安的
fierce	fiercely	adverb	激烈地；凶猛地
fierce	fierceness	noun	凶猛；激烈
figurative	figuratively	adverb	比喻地
figurative	figure	noun	形象；比喻用語
filament	filamentous	adjective	絲狀的
filter	filtration	noun	過濾
filter	unfiltered	adjective	未經過濾的
finance	financial	adjective	財務的；金融的
finance	financier	noun	金融家
finance	financially	adverb	財務上地
finite	infinite	adjective	無限的
finite	infinity	noun	無限；無窮
fiscal	fiscally	adverb	財政上地
fishery	fisherman	noun	漁夫
fishery	fish	noun	魚
fissure	fissile	adjective	易分裂的；可裂變的
fissure	fission	noun	分裂；核分裂
fist	fistful	noun	一把（的量）
fitness	fit	adjective	健康的；合適的
fixate	fixation	noun	執著；固著
fixate	fix	verb	固定；修理
fixture	fix	verb	固定；安裝
flagrant	flagrantly	adverb	公然地；明目張膽地
flamboyant	flamboyance	noun	浮誇；華麗招搖
flamboyant	flamboyantly	adverb	招搖地
flame	flammable	adjective	易燃的
flame	inflame	verb	使激動；使發炎
flame	inflammable	adjective	易燃的
flash	flashy	adjective	花俏浮誇的
flavor	flavorful	adjective	風味十足的
flavor	flavorless	adjective	無味的
flavor	flavoring	noun	調味料
flaw	flawless	adjective	完美無瑕的
flaw	flawed	adjective	有缺陷的
flee	flight	noun	逃離；逃亡
fleece	fleecy	adjective	羊毛般柔軟的
flexibility	flexible	adjective	有彈性的；靈活的
flexibility	inflexible	adjective	僵化的；不變通的
flexibility	flex	verb	彎曲；伸縮
flexible	flexibility	noun	彈性；靈活性
flexible	inflexible	adjective	不靈活的
flexible	flexibly	adverb	靈活地
float	flotation	noun	漂浮；（公司股票）上市
floppy	flop	verb	啪嗒落下；慘敗
floppy	floppiness	noun	鬆軟；下垂
florid	floridly	adverb	辭藻華麗地
flour	floury	adjective	粉狀的；沾滿麵粉的
fluctuation	fluctuate	verb	波動；起伏
fluid	fluidity	noun	流動性
fluid	fluidly	adverb	流暢地
fluorescent	fluorescence	noun	螢光
fluorescent	fluoresce	verb	發出螢光
foam	foamy	adjective	多泡沫的
fold	foldable	adjective	可摺疊的
fold	unfold	verb	展開；揭露
folly	fool	noun	傻瓜；愚人
folly	foolish	adjective	愚蠢的
foolish	fool	noun	傻瓜；愚人
foolish	foolishly	adverb	愚蠢地
foolish	foolishness	noun	愚蠢
foresee	foreseeable	adjective	可預見的
foresee	unforeseen	adjective	未預料到的
foresee	foresight	noun	遠見；先見之明
foreshadow	shadow	noun	影子；陰影
foreshadow	overshadow	verb	遮蔽；使相形失色
forestry	forest	noun	森林
forestry	forester	noun	林務員
forestry	afforestation	noun	造林
forfeit	forfeiture	noun	沒收；喪失（權利）
forge	forgery	noun	偽造；贗品
forge	forger	noun	偽造者
forlorn	forlornly	adverb	淒涼地；孤苦地
format	reformat	verb	重新設定格式
format	form	noun	形式；形狀
formation	form	noun	形式；形狀
formation	formative	adjective	形成期的；有塑造作用的
formerly	former	adjective	前任的；從前的
formidable	formidably	adverb	令人敬畏地
formula	formulate	verb	明確擬定；系統性表述
formula	formulaic	adjective	公式化的；套路的
formulate	formulation	noun	擬定；表述方式
formulate	formula	noun	公式；配方
forth	forthcoming	adjective	即將到來的
forth	forthwith	adverb	立即；馬上
forthright	forthrightly	adverb	直率地
forthright	forthrightness	noun	直率；坦白
fortify	fortification	noun	防禦工事；強化
fortify	fort	noun	堡壘
fortify	fortress	noun	要塞；城堡
fortnight	fortnightly	adjective	兩星期一次的
fortuitous	fortuitously	adverb	偶然地；碰巧地
fortuitous	fortuity	noun	偶然；巧合
fortunate	fortune	noun	運氣；財富
fortunate	unfortunate	adjective	不幸的
fortunate	fortunately	adverb	幸運地
fortune	fortunate	adjective	幸運的
fortune	unfortunate	adjective	不幸的
fortune	fortunately	adverb	幸運地
forum	forensic	adjective	法庭的；鑑識的
fossil	fossilize	verb	使成化石；使僵化
fossil	fossilization	noun	化石化
founder	found	verb	創立；建立
founder	foundation	noun	創立；基金會
fountain	fount	noun	泉源；來源
fraction	fractional	adjective	部分的；極微小的
fraction	fractionally	adverb	些微地
fragile	fragility	noun	脆弱；易碎
fragment	fragmentary	adjective	零碎的；不完整的
fragment	fragmentation	noun	碎裂；分裂
fragrance	fragrant	adjective	芳香的
fragrant	fragrance	noun	香味；芬芳
fragrant	fragrantly	adverb	芬芳地
frame	framework	noun	架構；框架
frank	frankly	adverb	坦白地；直言地
frank	frankness	noun	坦率
fraternal	fraternity	noun	兄弟會；同業團體
fraternal	fraternally	adverb	友愛地
fraternal	fraternize	verb	親善往來
fraternity	fraternal	adjective	兄弟般的；友愛的
fraternity	fraternize	verb	友好交往
fraud	fraudulent	adjective	詐欺的
fraud	fraudulently	adverb	以詐欺手段
fraud	defraud	verb	詐騙；騙取
freight	freighter	noun	貨船；貨機
frequency	frequent	adjective	頻繁的
frequency	frequently	adverb	經常地
frequency	infrequent	adjective	稀少的；不常發生的
frequent	frequency	noun	頻率
frequent	frequently	adverb	經常地
frequent	infrequent	adjective	不常見的
freshly	fresh	adjective	新鮮的
freshly	freshness	noun	新鮮
freshly	refresh	verb	使恢復精神；刷新
frivolous	frivolity	noun	輕浮；無聊瑣事
frivolous	frivolously	adverb	輕率地
frontier	front	noun	前面；前線
frugal	frugality	noun	節儉；儉樸
frugal	frugally	adverb	節儉地
fruition	fruitful	adjective	成果豐碩的
fruition	fruit	noun	果實；成果
frustrate	frustration	noun	挫折感；沮喪
frustration	frustrate	verb	使受挫；阻撓
fuel	refuel	verb	補充燃料
fulfil	fulfilment	noun	實現；滿足感
functional	function	noun	功能；作用
functional	functionality	noun	功能性
functional	dysfunctional	adjective	功能失調的
fundamental	fundamentally	adverb	根本上
fundamental	fundamentalism	noun	基本教義派
furious	fury	noun	狂怒；盛怒
furious	furiously	adverb	狂怒地；猛烈地
furious	infuriate	verb	激怒
furnish	furniture	noun	傢俱
furnish	furnishings	noun	室內陳設
fury	furious	adjective	狂怒的
fury	furiously	adverb	狂怒地
fury	infuriate	verb	使震怒
fusion	fuse	verb	熔合；融合
fusion	fusible	adjective	可熔化的
fuss	fussy	adjective	愛挑剔的
fuss	fussily	adverb	大驚小怪地
fussy	fuss	noun	大驚小怪；小題大作
fussy	fussiness	noun	挑剔；講究
futile	futility	noun	徒勞；無用
futile	futilely	adverb	徒勞地
futility	futile	adjective	徒勞的；無用的
galaxy	galactic	adjective	銀河的；星系的
galaxy	intergalactic	adjective	星系之間的
galvanize	galvanization	noun	激勵；鍍鋅
galvanize	galvanic	adjective	電流的；令人震撼的
gamble	gambler	noun	賭徒
gamble	gambling	noun	賭博
garment	garb	noun	服裝；裝束
garrulous	garrulity	noun	饒舌；多話
garrulous	garrulously	adverb	喋喋不休地
gastric	gastritis	noun	胃炎
gastric	gastronomy	noun	美食學
gaunt	gauntness	noun	消瘦憔悴
gene	genetic	adjective	基因的；遺傳的
gene	genetics	noun	遺傳學
gene	genetically	adverb	基因上地
generality	general	adjective	一般的；普遍的
generality	generalize	verb	概括；歸納
generality	generally	adverb	一般而言
generate	generation	noun	產生；世代
generate	generator	noun	發電機
generate	regenerate	verb	再生；復甦
generator	generate	verb	產生；創造
generator	generation	noun	產生；發電
generic	generically	adverb	泛稱地；一般而言
generic	genus	noun	屬（生物分類單位）
generous	generosity	noun	慷慨；大方
generous	generously	adverb	慷慨地
genetic	gene	noun	基因
genetic	genetics	noun	遺傳學
genetic	genetically	adverb	遺傳上地
genial	geniality	noun	親切和藹
genial	genially	adverb	親切地
genius	ingenious	adjective	巧妙的；有創意的
genius	ingenuity	noun	巧思；創造力
genre	generic	adjective	通用的；一般性的
genteel	gentility	noun	優雅；斯文
genteel	gentle	adjective	溫和的；溫柔的
gentle	gently	adverb	溫和地；溫柔地
gentle	gentleness	noun	溫柔；溫和
gentle	gentleman	noun	紳士
genuine	genuinely	adverb	真誠地；的確
genuine	genuineness	noun	真實性；真誠
geographic	geography	noun	地理學；地理環境
geographic	geographical	adjective	地理的
geographic	geographically	adverb	地理上地
ghastly	ghastliness	noun	可怕；駭人
giant	gigantic	adjective	巨大的
giddy	giddiness	noun	頭暈；眩暈
giddy	giddily	adverb	暈眩地；興奮地
giggle	giggly	adjective	愛傻笑的
glacial	glacier	noun	冰河
glacial	glacially	adverb	極緩慢地
glacier	glacial	adjective	冰河的
glacier	glaciation	noun	冰河作用
glaze	glazier	noun	玻璃安裝工
glaze	glazing	noun	玻璃裝配；上釉
glitter	glittery	adjective	閃閃發亮的
gloom	gloomy	adjective	陰鬱的；昏暗的
gloom	gloomily	adverb	陰鬱地
glorify	glory	noun	榮耀；光榮
glorify	glorious	adjective	光榮的；壯麗的
glorify	glorification	noun	美化；頌揚
glorious	glory	noun	榮耀；光榮
glorious	gloriously	adverb	輝煌地；壯麗地
glorious	glorify	verb	頌揚；美化
gloss	glossy	adjective	有光澤的
gloss	glossary	noun	詞彙表；注釋表
gossip	gossipy	adjective	愛說閒話的
govern	government	noun	政府
govern	governor	noun	州長；總督
govern	governance	noun	治理；管理
governor	govern	verb	統治；治理
governor	government	noun	政府
governor	gubernatorial	adjective	州長的
grace	graceful	adjective	優雅的
grace	gracious	adjective	親切有禮的
grace	gracefully	adverb	優雅地
gracious	grace	noun	優雅；恩典
gracious	graciously	adverb	親切地；寬厚地
gracious	graciousness	noun	親切；寬厚
gradual	gradually	adverb	逐漸地
gradual	gradation	noun	漸變；層次
grain	granular	adjective	顆粒狀的
grain	granule	noun	顆粒
grand	grandeur	noun	宏偉；壯麗
grand	grandiose	adjective	誇大的；好大喜功的
grand	grandly	adverb	壯觀地；氣派地
grandiose	grandiosity	noun	浮誇；好大喜功
grandiose	grandeur	noun	宏偉；壯麗
graph	graphic	adjective	圖像的；生動的
graph	graphical	adjective	圖形的
graphic	graphics	noun	圖像；電腦繪圖
graphic	graphically	adverb	生動地；以圖示方式
graphic	graph	noun	圖表
graphics	graphic	adjective	圖像的
graphics	graph	noun	圖表
grate	grater	noun	磨碎器；刨絲器
grate	grating	noun	格柵；鐵柵
grateful	gratitude	noun	感激之情
grateful	gratefully	adverb	感激地
grateful	ungrateful	adjective	忘恩負義的
gratification	gratify	verb	使滿足；使高興
gratitude	grateful	adjective	感激的
gratitude	gratify	verb	使滿足
grave	gravely	adverb	嚴重地；嚴肅地
grave	gravity	noun	嚴重性；莊重
gravel	gravelly	adjective	多碎石的；（嗓音）低沉沙啞的
gravitational	gravity	noun	重力；地心引力
gravitational	gravitate	verb	受吸引而趨向
gravity	gravitational	adjective	重力的
gravity	gravitate	verb	受吸引而趨向
grief	grieve	verb	悲痛；哀悼
grief	grievous	adjective	極其嚴重的
grief	grievance	noun	不滿；申訴
grieve	grief	noun	悲痛；哀傷
grieve	grievance	noun	委屈；申訴
grieve	grievous	adjective	嚴重的；令人痛苦的
grievous	grief	noun	悲痛
grievous	grieve	verb	哀悼；悲痛
grievous	grievously	adverb	嚴重地
grim	grimly	adverb	嚴峻地；冷酷地
grim	grimness	noun	嚴酷；陰森
grind	grinder	noun	研磨機
grit	gritty	adjective	沙礫般的；堅毅的
grit	grittiness	noun	粗糙；堅毅
groom	bridegroom	noun	新郎
gross	grossly	adverb	嚴重地；極度地
gross	grossness	noun	粗俗；嚴重
grotesque	grotesquely	adverb	怪誕地
grotesque	grotesqueness	noun	怪誕；醜怪
grudge	begrudge	verb	不情願地給予；嫉妒
grudge	grudgingly	adverb	不情願地
gruesome	gruesomely	adverb	令人毛骨悚然地
guarantee	guarantor	noun	保證人
guarantee	guaranty	noun	擔保；保證書
guile	guileless	adjective	純真無詐的
guile	guileful	adjective	狡詐的
guilt	guilty	adjective	有罪的；內疚的
guilt	guiltless	adjective	無罪的
guilt	guiltily	adverb	內疚地
guilty	guilt	noun	罪責；內疚感
guilty	guiltily	adverb	心虛地
guilty	guiltless	adjective	無辜的
gull	gullible	adjective	易受騙的
habitat	habitation	noun	居住；住所
habitat	inhabit	verb	居住於
habitat	inhabitant	noun	居民
hallucination	hallucinate	verb	產生幻覺
hallucination	hallucinatory	adjective	幻覺的
hallway	hall	noun	大廳；走廊
handful	hand	noun	手
handy	handily	adverb	輕易地；方便地
handy	handiness	noun	便利；靈巧
harassment	harass	verb	騷擾；煩擾
harm	harmful	adjective	有害的
harm	harmless	adjective	無害的
harm	harmfully	adverb	有害地
harmful	harm	noun	傷害；損害
harmful	harmless	adjective	無害的
harmful	harmfully	adverb	有害地
harmony	harmonious	adjective	和諧的
harmony	harmonize	verb	使和諧；使協調
harmony	harmonic	adjective	和聲的；諧波的
harp	harpist	noun	豎琴演奏家
harsh	harshly	adverb	嚴厲地；刺耳地
harsh	harshness	noun	嚴酷；刺耳
harvest	harvester	noun	收割機；收割者
hasten	haste	noun	匆忙；急速
hasten	hasty	adjective	倉促的；草率的
hasten	hastily	adverb	匆忙地
hatred	hate	verb	憎恨；討厭
hatred	hateful	adjective	可憎的
haul	haulage	noun	運輸；運費
haul	hauler	noun	運輸業者
hazard	hazardous	adjective	危險的；有害的
hazard	hazardously	adverb	危險地
hazardous	hazard	noun	危險；危害
hazardous	hazardously	adverb	危險地
headmaster	headmistress	noun	女校長
heal	healer	noun	治療者
heal	health	noun	健康
heal	healthy	adjective	健康的
heater	heat	noun	熱；熱度
heater	heating	noun	暖氣設備
hectic	hectically	adverb	忙亂地
heed	heedless	adjective	不加注意的
heed	heedful	adjective	留意的
heinous	heinously	adverb	兇殘地
heinous	heinousness	noun	窮凶極惡
heir	heiress	noun	女繼承人
heir	inherit	verb	繼承
heir	inheritance	noun	遺產；繼承
helm	helmsman	noun	舵手
hemisphere	hemispheric	adjective	半球的
hemisphere	sphere	noun	球體；領域
hence	henceforth	adverb	今後；從此以後
herb	herbal	adjective	草本的；藥草的
herb	herbivore	noun	草食動物
herb	herbicide	noun	除草劑
herd	herder	noun	牧人
hereditary	heredity	noun	遺傳
hereditary	inherit	verb	繼承
hereditary	heir	noun	繼承人
heritage	inherit	verb	繼承
heritage	inheritance	noun	遺產；繼承物
heritage	heir	noun	繼承人
hesitate	hesitation	noun	猶豫；遲疑
hesitate	hesitant	adjective	猶豫的
hesitate	hesitantly	adverb	遲疑地
heterogeneous	heterogeneity	noun	異質性
heterogeneous	heterogeneously	adverb	異質地
hideous	hideously	adverb	醜陋地；可怕地
hideous	hideousness	noun	醜惡；可怕
hierarchy	hierarchical	adjective	階級的；層級的
hierarchy	hierarchically	adverb	階層式地
highlight	highlighter	noun	螢光筆
hike	hiker	noun	健行者
hike	hiking	noun	健行；徒步旅行
hitherto	hither	adverb	到這裡；向此處
hoard	hoarder	noun	囤積者
hoard	hoarding	noun	囤積
hoarse	hoarsely	adverb	沙啞地
hoarse	hoarseness	noun	聲音沙啞
hoax	hoaxer	noun	惡作劇者；行騙者
homely	home	noun	家；住所
homely	homeliness	noun	樸實；家常的溫馨
homicide	homicidal	adjective	有殺人傾向的
homogeneity	homogeneous	adjective	同質的；均一的
homogeneity	homogenize	verb	使均質化
homogeneous	homogeneity	noun	同質性；均一性
homogeneous	homogenize	verb	使均質化
homogeneous	homogeneously	adverb	均勻地
honor	honorable	adjective	可敬的；光榮的
honor	honorary	adjective	榮譽的；名譽上的
honor	dishonor	noun	恥辱；不名譽
horizon	horizontal	adjective	水平的
horizon	horizontally	adverb	水平地
horizontal	horizon	noun	地平線
horizontal	horizontally	adverb	水平地
hormone	hormonal	adjective	荷爾蒙的
horrendous	horrendously	adverb	可怕地；極糟地
horrendous	horror	noun	恐懼；驚駭
horrible	horribly	adverb	可怕地；糟糕地
horrible	horror	noun	恐懼；驚駭
horrible	horrify	verb	使驚駭
horrific	horrifically	adverb	駭人地
horrific	horrify	verb	使驚恐
horrific	horror	noun	恐怖；驚駭
horror	horrible	adjective	可怕的
horror	horrify	verb	使恐懼
horror	horrific	adjective	駭人聽聞的
hospitable	hospitality	noun	好客；殷勤款待
hospitable	hospitably	adverb	殷勤地
hospitable	inhospitable	adjective	不友善的；不宜居住的
hospitality	hospitable	adjective	好客的
hospitality	inhospitable	adjective	不宜居住的；不友善的
hostile	hostility	noun	敵意；敵對
hostility	hostile	adjective	懷有敵意的
household	householder	noun	戶主；一家之主
humane	humanely	adverb	人道地
humane	humanity	noun	人道；仁慈
humane	inhumane	adjective	不人道的
humanitarian	humanitarianism	noun	人道主義
humanitarian	humanity	noun	人類；人道
humanity	human	noun	人類
humanity	humane	adjective	人道的；仁慈的
humanity	humanize	verb	使人性化
humble	humbly	adverb	謙遜地
humble	humility	noun	謙遜；謙卑
humble	humbleness	noun	謙卑
humidity	humid	adjective	潮濕的
humidity	humidify	verb	使濕潤
humidity	humidifier	noun	加濕器
humiliate	humiliation	noun	羞辱；難堪
humiliate	humility	noun	謙卑
humility	humble	adjective	謙遜的
humility	humbly	adverb	謙遜地
humility	humiliate	verb	羞辱；使難堪
