lemma	familyLemma	pos	meaningZh
beast	bestial	adjective	獸性的；殘暴的
behave	behavior	noun	行為；舉止
behave	behavioral	adjective	行為的
behave	misbehave	verb	行為不端
behavior	behave	verb	行為表現
behavior	behavioral	adjective	行為的
behavior	behaviorism	noun	行為主義
belated	belatedly	adverb	遲來地
believer	believe	verb	相信
believer	belief	noun	信念；信仰
believer	unbeliever	noun	不信者
bellicose	bellicosity	noun	好戰；好鬥
beneficial	benefit	noun	益處；好處
beneficial	beneficially	adverb	有益地
beneficial	beneficiary	noun	受益人
beneficiary	benefit	noun	利益；好處
beneficiary	beneficial	adjective	有益的
benevolent	benevolence	noun	仁慈；善行
benevolent	benevolently	adverb	仁慈地
bequeath	bequest	noun	遺贈；遺產
bereft	bereavement	noun	喪親之痛
bereft	bereaved	adjective	喪親的
besiege	siege	noun	圍攻；圍城
bestow	bestowal	noun	授予；贈與
betray	betrayal	noun	背叛
betray	betrayer	noun	背叛者
bibliography	bibliographic	adjective	書目的
bibliography	bibliographer	noun	書目學家
bile	bilious	adjective	膽汁的；易怒的
bilingual	bilingualism	noun	雙語現象；雙語能力
bilingual	multilingual	adjective	多語的
billow	billowy	adjective	翻騰的；起伏的
bind	binding	adjective	有約束力的
bind	binder	noun	活頁夾；黏合劑
biography	biographer	noun	傳記作者
biography	biographical	adjective	傳記的
biography	autobiography	noun	自傳
biologist	biology	noun	生物學
biologist	biological	adjective	生物的
biology	biologist	noun	生物學家
biology	biological	adjective	生物學的
biology	biologically	adverb	在生物學上
bizarre	bizarrely	adverb	離奇地
blame	blameless	adjective	無可責備的
blame	blameworthy	adjective	該受責備的
bland	blandly	adverb	平淡地
bland	blandness	noun	平淡；乏味
blank	blankly	adverb	茫然地
blank	blankness	noun	空白；茫然
blatant	blatantly	adverb	公然地
bleak	bleakly	adverb	荒涼地；黯淡地
bleak	bleakness	noun	荒涼；黯淡
bleed	blood	noun	血；血液
bleed	bloody	adjective	血腥的；流血的
blend	blender	noun	攪拌機；果汁機
bless	blessing	noun	祝福；恩賜
blockade	block	verb	阻擋；封鎖
blur	blurry	adjective	模糊的
boast	boastful	adjective	自誇的
boast	boastfully	adverb	自誇地
bode	foreboding	noun	不祥的預感
bohemian	bohemianism	noun	放浪不羈的生活方式
boil	boiler	noun	鍋爐
bold	boldly	adverb	大膽地
bold	boldness	noun	大膽；勇氣
bold	embolden	verb	使更大膽；鼓舞
bolt	unbolt	verb	拔去螺栓；拉開門閂
bombardment	bombard	verb	轟炸；連番攻擊
bombardment	bomb	noun	炸彈
bombastic	bombast	noun	誇大的言詞
bond	bondage	noun	束縛；奴役
booklet	book	noun	書；書本
bookshop	book	noun	書；書本
boost	booster	noun	助推器；增強劑
bounce	bouncy	adjective	有彈性的；活潑的
bounce	bouncer	noun	（酒吧的）保鑣
boundary	bound	noun	界限；範圍
boundary	boundless	adjective	無限的
bourgeois	bourgeoisie	noun	資產階級
brand	branding	noun	品牌塑造
brand	rebrand	verb	重塑品牌
brash	brashly	adverb	魯莽地
brash	brashness	noun	魯莽；自負
brass	brassy	adjective	黃銅色的；刺耳的
brawl	brawler	noun	鬥毆者
brazen	brazenly	adverb	厚顏無恥地
brazen	brazenness	noun	厚顏無恥
breakdown	break	verb	打破；故障
breakthrough	break	verb	突破；打破
breed	breeder	noun	飼養者；育種者
breed	breeding	noun	繁殖；教養
breeze	breezy	adjective	微風徐徐的；輕鬆的
bribe	bribery	noun	賄賂行為
brick	bricklayer	noun	砌磚工
brief	briefly	adverb	簡短地
brief	briefing	noun	簡報；情況說明
brief	brevity	noun	簡潔；短暫
brim	brimful	adjective	滿到邊緣的
brisk	briskly	adverb	輕快地；敏捷地
brisk	briskness	noun	輕快；活躍
bristle	bristly	adjective	多剛毛的；粗硬的
brittle	brittleness	noun	脆性；易碎
broil	broiler	noun	燒烤架；肉雞
bronze	bronzed	adjective	曬成古銅色的
brood	broody	adjective	沉思憂鬱的；抱窩的
browse	browser	noun	瀏覽器
brutal	brutality	noun	殘暴；暴行
brutal	brutally	adverb	殘忍地；直率地
brutal	brute	noun	殘暴的人；野獸
brute	brutal	adjective	殘忍的；嚴酷的
brute	brutality	noun	殘暴；暴行
brute	brutish	adjective	粗野的；野蠻的
bubble	bubbly	adjective	冒泡的；活潑的
bucket	bucketful	noun	一桶的量
buckle	unbuckle	verb	解開扣環
buggy	bug	noun	蟲；程式錯誤
bulb	bulbous	adjective	球狀的；圓鼓鼓的
bulk	bulky	adjective	龐大笨重的
bull	bullock	noun	閹牛
bull	bullish	adjective	看漲的；樂觀的
bump	bumpy	adjective	顛簸的；崎嶇的
buoy	buoyant	adjective	有浮力的；樂觀的
buoy	buoyancy	noun	浮力；輕快
buoyant	buoyancy	noun	浮力；輕快
buoyant	buoy	verb	使浮起；鼓舞
burden	burdensome	adjective	繁重的；累人的
burden	unburden	verb	卸下負擔；傾訴
bureaucracy	bureaucrat	noun	官僚；官員
bureaucracy	bureaucratic	adjective	官僚的；繁文縟節的
burial	bury	verb	埋葬；掩埋
bush	bushy	adjective	濃密的；灌木叢生的
cafe	cafeteria	noun	自助餐廳
calamity	calamitous	adjective	災難性的
calcium	calcify	verb	鈣化
calcium	calcification	noun	鈣化作用
calculate	calculation	noun	計算；估算
calculate	calculator	noun	計算機
calculate	miscalculate	verb	算錯；誤判
calculation	calculate	verb	計算；盤算
calculation	calculator	noun	計算機
calibrate	calibration	noun	校準；校正
callous	callously	adverb	冷酷地
callous	callousness	noun	冷酷無情
callous	callus	noun	硬皮；繭
calm	calmly	adverb	冷靜地
calm	calmness	noun	平靜；鎮定
candid	candor	noun	坦率；直言
candid	candidly	adverb	坦率地
canonical	canon	noun	準則；經典
canonical	canonically	adverb	依規範地
canonical	canonize	verb	列為經典；封聖
capability	capable	adjective	有能力的
capability	incapable	adjective	沒有能力的
capable	capability	noun	能力；才能
capable	incapable	adjective	沒有能力的
capable	capably	adverb	能幹地
capacity	capacious	adjective	容量大的；寬敞的
capacity	incapacity	noun	無能力；喪失能力
capricious	caprice	noun	反覆無常；任性
capricious	capriciously	adverb	任性地
captivate	captivation	noun	著迷；入迷
capture	captive	noun	俘虜
capture	captivity	noun	囚禁；被俘
capture	captor	noun	捕獲者；擄人者
carbon	carbonate	noun	碳酸鹽
carbon	carbonic	adjective	含碳的；碳酸的
carol	caroler	noun	唱頌歌的人
carriage	carry	verb	搬運；攜帶
cartoon	cartoonist	noun	漫畫家
carve	carving	noun	雕刻品
carve	carver	noun	雕刻者
castigate	castigation	noun	嚴厲斥責
casual	casually	adverb	隨意地；不經意地
casual	casualness	noun	隨便；漫不經心
catastrophe	catastrophic	adjective	災難性的
catastrophe	catastrophically	adverb	災難性地
categorical	category	noun	類別；範疇
categorical	categorically	adverb	斷然地；明確地
categorical	categorize	verb	分類；歸類
cater	caterer	noun	外燴業者
cater	catering	noun	餐飲承辦服務
catholic	Catholicism	noun	天主教
causal	cause	noun	原因；起因
causal	causality	noun	因果關係
causal	causally	adverb	在因果關係上
caustic	caustically	adverb	尖刻地
caution	cautious	adjective	謹慎的；小心的
caution	cautionary	adjective	警告的；告誡的
caution	cautiously	adverb	謹慎地
cautious	caution	noun	謹慎；警告
cautious	cautiously	adverb	謹慎地
cautious	incautious	adjective	不謹慎的
cave	cavern	noun	大洞穴
cave	cavity	noun	空腔；蛀洞
cede	cession	noun	割讓；讓與
cede	concede	verb	讓步；承認
celebrity	celebrate	verb	慶祝；讚揚
cellular	cell	noun	細胞
cerebral	cerebrum	noun	大腦
ceremony	ceremonial	adjective	儀式的；典禮的
ceremony	ceremonious	adjective	隆重的；講究禮節的
certainty	certain	adjective	確定的；某個
certainty	certainly	adverb	當然；確實
certainty	uncertainty	noun	不確定；不確定性
certification	certify	verb	證明；認證
certification	certificate	noun	證書；證明文件
champion	championship	noun	冠軍頭銜；錦標賽
championship	champion	noun	冠軍；擁護者
chancellor	chancellery	noun	總理府；大臣職位
chaos	chaotic	adjective	混亂的
chaos	chaotically	adverb	混亂地
characteristic	character	noun	性格；特質
characteristic	characterize	verb	描述特徵
characteristic	characteristically	adverb	典型地
characterization	characterize	verb	刻畫；描述
characterization	character	noun	角色；性格
characterize	characterization	noun	刻畫；人物塑造
characterize	characteristic	adjective	典型的；有特色的
characterize	character	noun	特性；性格
charity	charitable	adjective	慈善的；寬厚的
charity	charitably	adverb	寬厚地；慷慨地
charm	charmer	noun	有魅力的人
chastise	chastisement	noun	嚴厲斥責；懲戒
chat	chatty	adjective	健談的
chat	chatter	verb	喋喋不休
cheerful	cheer	noun	歡呼；愉快
cheerful	cheerfully	adverb	愉快地
cheerful	cheerfulness	noun	開朗；愉悅
chemist	chemistry	noun	化學
chemist	chemical	adjective	化學的
chew	chewy	adjective	有嚼勁的
chill	chilly	adjective	寒冷的；冷淡的
chill	chilliness	noun	寒意；冷淡
choir	chorister	noun	唱詩班成員
chop	chopper	noun	切碎機；直升機
choreography	choreographer	noun	編舞者
choreography	choreograph	verb	編舞
chorus	choral	adjective	合唱的
chromosome	chromosomal	adjective	染色體的
chronic	chronically	adverb	長期地；慢性地
chronology	chronological	adjective	按年代順序的
chronology	chronologically	adverb	按時間順序地
chunk	chunky	adjective	厚實的；大塊的
circuit	circuitry	noun	電路系統
circuit	circuitous	adjective	迂迴的；繞道的
circular	circle	noun	圓；圓形
circular	circularity	noun	循環性；環狀
circulate	circulation	noun	循環；流通；發行量
circulate	circulatory	adjective	循環的
circulation	circulate	verb	循環；流通；傳閱
circulation	circulatory	adjective	循環系統的
circumference	circumferential	adjective	圓周的；環狀的
