lemma	familyLemma	pos	meaningZh
appraisal	appraiser	noun	估價師
appreciable	appreciate	verb	察覺；賞識
appreciable	appreciably	adverb	明顯地
appreciate	appreciation	noun	感激；賞識
appreciate	appreciative	adjective	感激的；讚賞的
appreciation	appreciate	verb	感激；欣賞
appreciation	appreciative	adjective	讚賞的
apprehensive	apprehension	noun	憂慮；擔心
apprehensive	apprehensively	adverb	忐忑地
apprentice	apprenticeship	noun	學徒期；學徒訓練
approval	approve	verb	核准；贊同
approval	disapproval	noun	不贊同
approve	approval	noun	核准
approve	disapprove	verb	不贊成
approximate	approximation	noun	近似值；近似
approximate	approximately	adverb	大約
approximately	approximate	adjective	大約的
approximately	approximation	noun	近似值
arch	archway	noun	拱門通道
archaeological	archaeology	noun	考古學
archaeological	archaeologist	noun	考古學家
archaeology	archaeologist	noun	考古學家
archaeology	archaeological	adjective	考古學的
architect	architecture	noun	建築學；建築設計
architect	architectural	adjective	建築的
architectural	architecture	noun	建築；架構
architectural	architect	noun	建築師
architecture	architect	noun	建築師
architecture	architectural	adjective	建築的
archive	archival	adjective	檔案的
archive	archivist	noun	檔案管理員
aristocracy	aristocrat	noun	貴族
aristocracy	aristocratic	adjective	貴族的
armor	armory	noun	軍械庫
armour	armoury	noun	軍械庫
aromatic	aroma	noun	香氣
arouse	arousal	noun	喚起；激發
array	disarray	noun	混亂；失序
arrogance	arrogant	adjective	傲慢的
arrogance	arrogantly	adverb	傲慢地
artery	arterial	adjective	動脈的；幹道的
artificial	artificially	adverb	人工地
artificial	artificiality	noun	人為；不自然
ascertain	ascertainable	adjective	可查明的
ashamed	shame	noun	羞愧
ashamed	shameful	adjective	可恥的
ashamed	unashamed	adjective	不以為恥的
aspiration	aspire	verb	渴望；立志
aspiration	aspirant	noun	有志者；追求者
assail	assailant	noun	攻擊者
assassination	assassin	noun	刺客
assassination	assassinate	verb	暗殺
