lemma	familyLemma	pos	meaningZh
dissuade	persuade	verb	說服
distal	distally	adverb	（位置上）遠端地
distant	distance	noun	距離；遠方
distant	distantly	adverb	遙遠地；疏遠地
distinct	distinction	noun	區別；殊榮
distinct	distinctive	adjective	獨特的；有特色的
distinct	distinctly	adverb	明顯地；清楚地
distinctive	distinct	adjective	截然不同的；清楚的
distinctive	distinction	noun	區別；差異
distinctive	distinctiveness	noun	獨特性
distinctly	distinct	adjective	明顯的；截然不同的
distinctly	distinctness	noun	清晰；明確
distinguish	distinguishable	adjective	可區分的
distinguish	indistinguishable	adjective	無法區分的
distinguish	distinction	noun	區別；卓越
distort	distortion	noun	扭曲；失真
distortion	distort	verb	扭曲；使變形
distract	distraction	noun	使分心的事物
distraction	distract	verb	使分心
distribute	distribution	noun	分配；分布
distribute	distributor	noun	經銷商；分配者
distribute	redistribute	verb	重新分配
disturbance	disturb	verb	打擾；擾亂
disturbance	undisturbed	adjective	未受干擾的
dive	diver	noun	潛水員；跳水者
diverge	divergence	noun	分歧；分岔
diverge	divergent	adjective	分歧的；發散的
diverse	diversity	noun	多樣性
diverse	diversify	verb	使多樣化
diverse	diversely	adverb	多樣地
diversity	diverse	adjective	多樣的
diversity	diversify	verb	使多元化
divert	diversion	noun	轉移；改道；消遣
divine	divinity	noun	神性；神學
divine	divinely	adverb	神聖地
divorce	divorcee	noun	離婚者
dock	docker	noun	碼頭工人
doctrine	doctrinal	adjective	教義的；學說的
doctrine	doctrinaire	adjective	教條主義的
documentary	document	noun	文件；公文
documentary	documentation	noun	文件資料；書面證明
documentation	document	verb	記錄；用文件證明
documentation	documentary	adjective	文件的；紀錄片式的
dogmatic	dogma	noun	教條；信條
dogmatic	dogmatism	noun	教條主義
dogmatic	dogmatically	adverb	武斷地
dominant	dominate	verb	支配；主導
dominant	dominance	noun	優勢；支配地位
dominant	predominant	adjective	主要的；佔優勢的
dominate	dominant	adjective	主導的；佔優勢的
dominate	domination	noun	支配；統治
dominate	dominance	noun	支配地位
domination	dominate	verb	支配；主導
domination	dominant	adjective	佔優勢的
donate	donation	noun	捐款；捐贈物
donate	donor	noun	捐贈者
donation	donate	verb	捐贈；捐獻
donation	donor	noun	捐贈者
donor	donate	verb	捐贈
donor	donation	noun	捐贈物；捐款
dose	dosage	noun	劑量；用量
dose	overdose	noun	用藥過量
doubtful	doubt	noun	懷疑；疑慮
doubtful	doubtless	adverb	無疑地
doubtful	undoubted	adjective	無疑的；確實的
doubtless	doubt	noun	懷疑
doubtless	doubtful	adjective	可疑的；不確定的
dour	dourly	adverb	冷峻地；不苟言笑地
dour	dourness	noun	嚴峻；冷淡
drab	drabness	noun	單調；乏味
draft	drafter	noun	起草人
draft	draftsman	noun	繪圖員；起草人
drain	drainage	noun	排水（系統）
drainage	drain	verb	排水；耗盡
drama	dramatic	adjective	戲劇性的；戲劇的
drama	dramatist	noun	劇作家
drama	dramatize	verb	改編成戲劇；誇大
dramatic	drama	noun	戲劇；戲劇性事件
dramatic	dramatically	adverb	戲劇性地；大幅地
dramatically	dramatic	adjective	戲劇性的
dramatically	drama	noun	戲劇
dreadful	dread	noun	恐懼；畏懼
dreadful	dreadfully	adverb	可怕地；極其
drift	drifter	noun	漂泊者；居無定所的人
drizzle	drizzly	adjective	下毛毛雨的
droop	droopy	adjective	下垂的；無精打采的
dual	duality	noun	二元性；雙重性
dual	dualism	noun	二元論
duel	duelist	noun	決鬥者
dull	dullness	noun	遲鈍；單調乏味
dull	dully	adverb	遲鈍地；單調地
duly	due	adjective	應有的；到期的
dumb	dumbness	noun	愚笨；無法言語
dumb	dumbly	adverb	默默地；無言地
duration	durable	adjective	耐用的；持久的
duration	endure	verb	持續；忍受
dwarf	dwarfism	noun	侏儒症
dynamic	dynamics	noun	動力學；動態關係
dynamic	dynamism	noun	活力；動力
dynamic	dynamically	adverb	動態地
dynamics	dynamic	adjective	動態的；充滿活力的
dynamics	dynamism	noun	活力；衝勁
dysfunctional	dysfunction	noun	功能失調
dysfunctional	function	noun	功能；作用
eager	eagerly	adverb	急切地；熱切地
eager	eagerness	noun	熱切；渴望
earthly	earth	noun	地球；塵世
earthly	unearthly	adjective	超脫塵世的；詭異的
earthy	earth	noun	泥土；土壤
earthy	earthiness	noun	質樸；土味
eavesdrop	eavesdropper	noun	偷聽者
eclectic	eclecticism	noun	折衷主義；兼容並蓄
eclectic	eclectically	adverb	折衷地；多元取材地
ecological	ecology	noun	生態學
ecological	ecologist	noun	生態學家
ecological	ecologically	adverb	在生態上
ecology	ecological	adjective	生態的
ecology	ecologist	noun	生態學家
economical	economy	noun	經濟；節約
economical	economize	verb	節約；節省開支
economical	economically	adverb	節約地；經濟上
economics	economic	adjective	經濟的
economics	economist	noun	經濟學家
economics	economy	noun	經濟（體系）
ecosystem	ecology	noun	生態學
ecosystem	ecological	adjective	生態的
ecstatic	ecstasy	noun	狂喜；忘我
ecstatic	ecstatically	adverb	欣喜若狂地
ecumenical	ecumenism	noun	普世合一運動
edit	editor	noun	編輯者
edit	edition	noun	版本；版次
edit	editorial	adjective	編輯的；社論的
editorial	edit	verb	編輯；剪輯
editorial	editor	noun	編輯者
eerie	eerily	adverb	詭異地；陰森地
eerie	eeriness	noun	詭異；陰森
effectiveness	effective	adjective	有效的
effectiveness	effect	noun	效果；影響
effectiveness	ineffective	adjective	無效的
efficacy	efficacious	adjective	有效的；靈驗的
efficiency	efficient	adjective	有效率的
efficiency	efficiently	adverb	有效率地
efficiency	inefficiency	noun	沒有效率
efficient	efficiency	noun	效率；效能
efficient	efficiently	adverb	有效率地
efficient	inefficient	adjective	效率低的
egregious	egregiously	adverb	極惡劣地
elaboration	elaborate	verb	詳述；闡明
elaboration	elaborately	adverb	精心地；詳盡地
electorate	elect	verb	選舉；推選
electorate	election	noun	選舉
electorate	elector	noun	選舉人
electron	electronic	adjective	電子的
electron	electronics	noun	電子學；電子產品
electronics	electronic	adjective	電子的
electronics	electron	noun	電子
elegant	elegance	noun	優雅；高雅
elegant	elegantly	adverb	優雅地
elegant	inelegant	adjective	不雅的；欠優美的
elegy	elegiac	adjective	哀傷的；輓歌的
elementary	element	noun	元素；要素
elementary	elemental	adjective	基本的；元素的
elevate	elevation	noun	提升；海拔高度
elevate	elevator	noun	電梯
elevator	elevate	verb	提升；抬高
elevator	elevation	noun	高度；提升
eligible	eligibility	noun	資格；合格
eligible	ineligible	adjective	不合資格的
elite	elitism	noun	菁英主義
elite	elitist	adjective	菁英主義的
elliptical	ellipse	noun	橢圓（形）
elliptical	ellipsis	noun	省略；省略號
elude	elusive	adjective	難以捉摸的；難以名狀的
elude	elusively	adverb	難以捉摸地
emanate	emanation	noun	散發；發出物
embark	embarkation	noun	上船啟程；乘船
embark	disembark	verb	下船；下飛機
embassy	ambassador	noun	大使
embellish	embellishment	noun	裝飾；潤飾
emblematic	emblem	noun	象徵；徽章
emblematic	emblematically	adverb	象徵性地
embodiment	embody	verb	體現；具體展現
embodiment	body	noun	身體；主體
embody	embodiment	noun	化身；具體體現
embroider	embroidery	noun	刺繡；刺繡品
embryo	embryonic	adjective	胚胎的；初期的
emergence	emerge	verb	出現；浮現
emergence	emergent	adjective	新興的；初現的
emergency	emerge	verb	出現；突然浮現
emergency	emergent	adjective	緊急的；新興的
emigrate	emigration	noun	移出；移居國外
emigrate	emigrant	noun	移居外國者
emigrate	immigrate	verb	移入；遷入定居
eminent	eminence	noun	卓越；聲望
eminent	eminently	adverb	極為；出色地
eminent	preeminent	adjective	卓越超群的
emission	emit	verb	排放；發出
emit	emission	noun	排放（物）
emit	emitter	noun	發射器；發射源
emotion	emotional	adjective	情感的；情緒化的
emotion	emotionally	adverb	情緒上地
emotion	emotive	adjective	激起情感的
emotional	emotion	noun	情感；情緒
emotional	emotionally	adverb	情緒上地
emotional	unemotional	adjective	不帶感情的
emphasize	emphasis	noun	強調；重點
emphasize	emphatic	adjective	強調的；斷然的
empower	empowerment	noun	賦權；增能
empower	power	noun	權力；力量
emulate	emulation	noun	效法；模擬
enact	enactment	noun	制定；法規
enact	act	noun	法案；行為
encapsulate	encapsulation	noun	概括；封裝
encapsulate	capsule	noun	膠囊；太空艙
enclose	enclosure	noun	圍場；（信件）附件
enclosure	enclose	verb	圍住；隨函附上
encroach	encroachment	noun	侵占；侵犯
endemic	endemism	noun	（生物）特有性
endless	end	noun	結束；盡頭
endless	endlessly	adverb	無止境地
endorse	endorsement	noun	認可；背書
endow	endowment	noun	捐贈基金；天賦
endure	endurance	noun	耐力；持久力
endure	durable	adjective	耐久的；耐用的
enforce	enforcement	noun	執行；強制實施
enforce	enforceable	adjective	可執行的
enforce	force	noun	力量；強制力
engagement	engage	verb	參與；從事；聘用
engagement	disengage	verb	脫離；使分離
engrave	engraver	noun	雕刻師
enhance	enhancement	noun	提升；增強
enigmatic	enigma	noun	謎；難解之事
enigmatic	enigmatically	adverb	神祕地；令人費解地
enlist	enlistment	noun	入伍；徵募
enlist	enlistee	noun	入伍者
enormity	enormous	adjective	巨大的；龐大的
enormous	enormously	adverb	極大地；非常
enormous	enormity	noun	龐大程度；嚴重性
enquire	enquiry	noun	詢問；查詢
enquire	inquire	verb	詢問；調查
enrage	rage	noun	暴怒；狂怒
enroll	enrollment	noun	註冊；入學人數
enrollment	enroll	verb	註冊；報名
enshrine	shrine	noun	聖壇；神龕
enslave	enslavement	noun	奴役
enslave	slave	noun	奴隸
enslave	slavery	noun	奴隸制度
entangle	entanglement	noun	糾纏；牽連
entangle	disentangle	verb	解開纏結；理清
entangle	tangle	verb	使纏結
enterprise	enterprising	adjective	有進取心的；有魄力的
entertain	entertainment	noun	娛樂（活動）
entertain	entertainer	noun	表演者；藝人
entertainment	entertain	verb	娛樂；使開心
entertainment	entertainer	noun	演藝人員
enthusiasm	enthusiastic	adjective	熱衷的；充滿熱忱的
enthusiasm	enthusiast	noun	愛好者；狂熱者
enthusiasm	enthusiastically	adverb	熱情地
enthusiastic	enthusiasm	noun	熱忱；熱情
enthusiastic	enthusiastically	adverb	熱忱地
enthusiastic	enthusiast	noun	狂熱愛好者
entice	enticement	noun	誘惑；引誘物
entitle	entitlement	noun	應得的權利；福利
entitle	title	noun	頭銜；所有權
entrench	entrenchment	noun	鞏固；根深蒂固
entrench	trench	noun	壕溝
entrepreneur	entrepreneurial	adjective	創業的；企業家的
entrepreneur	entrepreneurship	noun	創業精神；企業家精神
entrust	trust	noun	信任；託付
entrust	trustee	noun	受託人
enumerate	enumeration	noun	列舉；計數
enunciate	enunciation	noun	發音；清楚表達
envision	vision	noun	願景；視野
envision	visionary	adjective	有遠見的
enzyme	enzymatic	adjective	酵素的；酶的
ephemeral	ephemerality	noun	短暫性
ephemeral	ephemerally	adverb	短暫地
epidemic	epidemiology	noun	流行病學
epidemic	epidemiologist	noun	流行病學家
episode	episodic	adjective	插曲式的；斷斷續續的
epitomize	epitome	noun	典型；縮影
equal	equality	noun	平等
equal	equally	adverb	同等地；平均地
equal	inequality	noun	不平等
equality	equal	adjective	平等的；相等的
equality	inequality	noun	不平等
equality	equalize	verb	使平等；使相等
equation	equate	verb	等同；使相等
equip	equipment	noun	設備；裝備
equity	equitable	adjective	公平的；公正的
equity	inequity	noun	不公平
equivalent	equivalence	noun	等同；對等
equivalent	equivalently	adverb	等效地
eradicate	eradication	noun	根除；撲滅
erase	eraser	noun	橡皮擦
erase	erasure	noun	抹除；刪除
erect	erection	noun	豎立；建造
erect	erectly	adverb	直立地
erosion	erode	verb	侵蝕；逐漸削弱
erosion	erosive	adjective	侵蝕性的
erratic	erratically	adverb	不規律地；反覆無常地
erratic	err	verb	犯錯；出錯
error	err	verb	犯錯；出錯
error	erroneous	adjective	錯誤的
erudite	erudition	noun	博學；學識
erupt	eruption	noun	（火山）爆發
erupt	eruptive	adjective	噴發的
escalation	escalate	verb	使升級；逐步上升
escalation	escalator	noun	電扶梯
escape	escapee	noun	逃亡者
escape	escapism	noun	逃避現實
escape	inescapable	adjective	無可避免的
esoteric	esotericism	noun	祕傳學說；深奧之學
espouse	espousal	noun	支持；擁護
essence	essential	adjective	必要的；本質的
essence	essentially	adverb	本質上；基本上
eternal	eternity	noun	永恆
eternal	eternally	adverb	永遠地
ethereal	ethereally	adverb	空靈地；縹緲地
ethics	ethical	adjective	合乎道德的；倫理的
ethics	ethically	adverb	道德上地
ethics	unethical	adjective	不道德的
eulogy	eulogize	verb	頌揚；致悼詞
eulogy	eulogistic	adjective	頌揚的
evade	evasion	noun	逃避；規避
evade	evasive	adjective	迴避的；閃爍其詞的
evaluate	evaluation	noun	評估；評鑑
evaluate	evaluator	noun	評估者
evaluate	reevaluate	verb	重新評估
evaluation	evaluate	verb	評估；評鑑
evaluation	evaluative	adjective	評價性的
evaporation	evaporate	verb	蒸發
evaporation	vapor	noun	蒸氣
evasive	evade	verb	逃避；規避
evasive	evasion	noun	規避；逃避
evasive	evasively	adverb	閃爍其詞地
evenly	even	adjective	平均的；平坦的
evenly	evenness	noun	均勻；平坦
eventual	eventually	adverb	最終；終於
eventual	event	noun	事件
evict	eviction	noun	驅逐；逐出
eviction	evict	verb	驅逐；逐出
evidence	evident	adjective	明顯的；顯而易見的
evidence	evidently	adverb	顯然地
evident	evidence	noun	證據；證明
evident	evidently	adverb	顯然地
evident	self-evident	adjective	不證自明的
evocative	evoke	verb	喚起；引起
evocative	evocation	noun	喚起；引發
evoke	evocative	adjective	引人聯想的
evoke	evocation	noun	喚起；引發
evolution	evolve	verb	演化；逐漸發展
evolution	evolutionary	adjective	演化的；漸進式的
evolution	evolutionist	noun	進化論者
evolutionary	evolution	noun	演化；發展
evolutionary	evolve	verb	演化；發展
evolve	evolution	noun	演化；發展過程
evolve	evolutionary	adjective	演化的
exact	exactly	adverb	確切地；正是
exact	exactitude	noun	精確；準確
exact	inexact	adjective	不精確的
exaggerate	exaggeration	noun	誇張；誇大之詞
exaggeration	exaggerate	verb	誇大；誇張
exasperate	exasperation	noun	惱怒；氣憤
excavation	excavate	verb	挖掘；發掘
excavation	excavator	noun	挖土機；發掘者
exceed	excess	noun	過量；過度
exceed	excessive	adjective	過度的
exceed	exceedingly	adverb	極為；非常
exception	except	preposition	除…之外
exception	exceptional	adjective	例外的；優異的
exception	exceptionally	adverb	異常地；格外地
exceptional	exception	noun	例外
exceptional	exceptionally	adverb	格外地；異常地
exceptional	except	preposition	除…之外
exceptionally	exceptional	adjective	異常的；優異的
exceptionally	exception	noun	例外
excess	exceed	verb	超過；超越
excess	excessive	adjective	過度的；過分的
excess	excessively	adverb	過度地
excessive	excess	noun	過量；過度
excessive	exceed	verb	超過
excessive	excessively	adverb	過分地
excitement	excite	verb	使興奮；激起
excitement	excitable	adjective	易激動的
exclaim	exclamation	noun	驚呼；感嘆
exclaim	exclamatory	adjective	感嘆的
exclamation	exclaim	verb	驚呼；喊叫
exclamation	exclamatory	adjective	感嘆的
exclude	exclusion	noun	排除；排斥
exclude	exclusive	adjective	排他的；獨家的
exclude	exclusively	adverb	專門地；僅僅
exclusion	exclude	verb	排除；排斥
exclusion	exclusive	adjective	排他的
exclusive	exclude	verb	排除
exclusive	exclusivity	noun	獨家性；排他性
exclusive	exclusively	adverb	專門地
exclusively	exclusive	adjective	獨家的；專屬的
exclusively	exclude	verb	排除
execute	execution	noun	執行；處決
execute	executive	noun	主管；高階管理人員
execute	executioner	noun	劊子手；行刑者
execution	execute	verb	執行；處決
execution	executioner	noun	行刑者
exempt	exemption	noun	豁免；免除
exemption	exempt	verb	使豁免；免除
exert	exertion	noun	努力；施力
exhaust	exhaustion	noun	精疲力竭；耗盡
exhaust	exhaustive	adjective	徹底詳盡的
exhibit	exhibition	noun	展覽；展出
exhibit	exhibitor	noun	參展者
exhort	exhortation	noun	勸誡；敦促
existential	exist	verb	存在
existential	existence	noun	存在
existential	existentialism	noun	存在主義
exonerate	exoneration	noun	免除罪責；平反
exotic	exoticism	noun	異國情調
exotic	exotically	adverb	帶異國風情地
expand	expansion	noun	擴張；擴大
expand	expansive	adjective	廣闊的
expand	expandable	adjective	可擴充的
expansion	expand	verb	擴大；擴展
expansion	expansive	adjective	廣闊的
expansive	expand	verb	擴展；擴大
expansive	expansion	noun	擴張
expansive	expansiveness	noun	廣闊；豪爽健談
expatriate	expatriation	noun	移居國外
expedient	expediency	noun	權宜；方便
expedient	expediently	adverb	權宜地
expedition	expeditionary	adjective	遠征的
expel	expulsion	noun	開除；驅逐
expend	expenditure	noun	支出；花費
expend	expense	noun	費用；開支
expend	expensive	adjective	昂貴的
expenditure	expend	verb	花費；耗費
expenditure	expense	noun	開支；費用
expertise	expert	noun	專家
expertise	expertly	adverb	熟練地；內行地
expire	expiration	noun	到期；期滿
expire	expiry	noun	到期日；屆滿
explode	explosion	noun	爆炸
explode	explosive	adjective	爆炸性的
exploitation	exploit	verb	剝削；利用
exploitation	exploitative	adjective	剝削的
exploration	explore	verb	探索；勘查
exploration	explorer	noun	探險家
exploration	exploratory	adjective	探索性的
explore	exploration	noun	探索；探勘
explore	explorer	noun	探險家
explore	exploratory	adjective	探索性的
explosive	explode	verb	爆炸
explosive	explosion	noun	爆炸
expose	exposure	noun	暴露；曝光
expose	exposition	noun	闡述；展覽會
exposure	expose	verb	暴露；揭露
expound	exposition	noun	闡述；解說
expulsion	expel	verb	開除；驅逐
exquisite	exquisitely	adverb	精緻地；極其
extension	extend	verb	延長；擴展
extension	extensive	adjective	廣泛的
extension	extensively	adverb	廣泛地
extensive	extend	verb	延伸；延長
extensive	extension	noun	延長；擴建部分
extensive	extensively	adverb	廣泛地
external	externally	adverb	在外部地
external	externalize	verb	使外在化；表露於外
extinct	extinction	noun	滅絕
extinction	extinct	adjective	滅絕的
extraordinary	extraordinarily	adverb	非凡地；異常地
extraordinary	ordinary	adjective	普通的；平凡的
