lemma	sense	pos	definitionEn	definitionZh	usageExplanationZh	exampleEn	exampleZh	collocations
coordination	noun	noun	the organization of different elements to work together effectively, or control of one's body movements	協調；（身體）協調性	一義指組織不同單位共同運作（coordination between teams），另一義指肢體動作的協調能力（hand-eye coordination）。	Good coordination between departments is essential for the project's success.	各部門之間良好的協調是這個專案成功的關鍵。	[{"text":"hand-eye coordination","meaningZh":"手眼協調"}]
cope	verb	verb	to deal effectively with a difficult situation	應付；處理（困境）	常見 cope with，強調在壓力或困難下設法撐過去，語氣中性口語。	She learned to cope with stress through regular exercise.	她透過規律運動學會了應付壓力。	[{"text":"cope with stress","meaningZh":"應付壓力"}]
copious	adjective	adjective	abundant in supply or quantity	大量的；豐富的	書面用語，常修飾 notes、amounts、tears 等，如 take copious notes（做大量筆記）。	The reporter took copious notes during the three-hour interview.	這名記者在三小時的訪談中做了大量的筆記。	[{"text":"copious notes","meaningZh":"大量筆記"}]
copper	noun	noun	a reddish-brown metallic chemical element used in wiring and coins	銅	化學元素，符號 Cu，常見於 copper wire（銅線）、copper coin（銅幣）。	Copper is widely used in electrical wiring because it conducts electricity well.	銅因導電性佳而廣泛用於電線。	[{"text":"copper wire","meaningZh":"銅線"}]
coral	noun	noun	a hard substance formed from the skeletons of small sea animals, often forming reefs	珊瑚	常見 coral reef（珊瑚礁），也可作顏色名稱（珊瑚色）。	The divers marveled at the colorful coral reef beneath the surface.	潛水員對水面下色彩繽紛的珊瑚礁讚嘆不已。	[{"text":"a coral reef","meaningZh":"珊瑚礁"}]
cord	noun	noun	a length of thin flexible material, such as string or a small electric cable	繩；線；（電源）線	常見 an extension cord（延長線）、a spinal cord（脊髓，比喻用法）。	Please make sure the power cord is not tangled.	請確認電源線沒有纏繞在一起。	[{"text":"a power cord","meaningZh":"電源線"}]
cordial	adjective	adjective	warm and friendly, though often formal	熱誠的；友善的（常帶正式禮貌意味）	常修飾 relations、welcome，語氣正式客氣，介於親密與疏遠之間，如 cordial relations（友好關係）。	Despite their rivalry, the two leaders maintained cordial relations.	儘管彼此競爭，這兩位領袖仍維持著友好的關係。	[{"text":"cordial relations","meaningZh":"友好關係"}]
corn	noun	noun	a cereal plant, or its grain, used as food	玉米；穀物	美式英語常指玉米（英式英語 corn 可泛指主要穀類），常見 corn on the cob（帶梗玉米）。	They grilled fresh corn on the cob at the barbecue.	他們在烤肉時烤了新鮮的帶梗玉米。	[{"text":"corn on the cob","meaningZh":"整根玉米"}]
corny	adjective	adjective	overly sentimental, unoriginal, or embarrassingly old-fashioned in a way meant to be humorous	老套的；矯情的（常指笑話或台詞）	口語用法，常修飾 joke、movie，帶輕微戲謔或不屑的語氣。	He told a corny joke that made everyone groan and laugh at the same time.	他講了一個老套的笑話，讓大家又是嘆氣又是笑。	[{"text":"a corny joke","meaningZh":"老套的笑話"}]
corporate	adjective	adjective	relating to a large company or corporation	公司的；企業的	常見 corporate culture（企業文化）、corporate world（企業界），強調與大型商業組織相關。	She left her corporate job to start her own small business.	她辭去了企業的工作，開始經營自己的小生意。	[{"text":"corporate culture","meaningZh":"企業文化"}]
corps	noun	noun	a branch of an army with a specific function, or an organized group involved in a joint activity	軍團；隊；團	常見 the Marine Corps（海軍陸戰隊）、the press corps（記者團），強調有組織的團體。	He served in the medical corps during his military service.	他在服兵役期間隸屬於醫療軍團。	[{"text":"the diplomatic corps","meaningZh":"外交使團"}]
corpse	noun	noun	a dead body, typically of a human	屍體	中性書面用語，常見於新聞或法律語境，如 discover a corpse（發現一具屍體）。	Police discovered the corpse in an abandoned warehouse.	警方在一座廢棄倉庫中發現了那具屍體。	[{"text":"a decomposing corpse","meaningZh":"腐爛中的屍體"}]
corral	verb	verb	to gather and confine animals or people within an enclosed area	把（動物或人）圍起來；聚攏	常見 corral cattle（把牛群趕進圍欄），比喻用法可指把人聚集起來控制。	The cowboys worked together to corral the cattle before the storm hit.	牛仔們在暴風雨來襲前合力把牛群趕進圍欄。	[{"text":"corral the cattle","meaningZh":"把牛群趕入圍欄"}]
correlate	verb	verb	to have a mutual relationship or connection, especially in a statistical sense	（使）相關聯	常見 correlate with，多用於統計或學術語境，指兩個變數之間存在對應關係。	Higher levels of education tend to correlate with higher income.	較高的教育程度往往與較高的收入相關。	[{"text":"correlate with income","meaningZh":"與收入相關"}]
correlate	noun	noun	something that has a mutual relationship with something else	相關聯的事物；關聯項	學術書面用語，指與另一事物存在對應關係的變數或現象。	Income is often considered a correlate of life expectancy.	收入常被視為與平均壽命相關聯的因素。	[{"text":"a correlate of success","meaningZh":"與成功相關的因素"}]
correspond	verb	verb	to match or be equivalent to something else, or to exchange letters/messages with someone	相符；相當於；通信	一義指兩者對應一致（correspond to/with），另一義指以書信或郵件聯繫（correspond with a pen pal）。	The English word does not correspond exactly to its Chinese translation.	這個英文單字和它的中文翻譯並非完全對應。	[{"text":"correspond to the description","meaningZh":"與描述相符"}]
correspondence	noun	noun	letters or messages exchanged between people, or a close similarity between things	通信；書信往來；（事物間的）對應關係	一義指往來書信（business correspondence），另一義指兩者相符的程度（a correspondence between）。	Their correspondence continued for years even after they moved apart.	即使分隔兩地後，他們的書信往來仍持續了好幾年。	[{"text":"correspondence with a colleague","meaningZh":"與同事的通信"}]
correspondent	noun	noun	a person employed to report news from a particular place, or a person who writes letters to another	記者；通訊員；通信者	常見 a foreign correspondent（駐外記者），指派駐特定地區採訪報導的新聞從業人員。	She worked as a war correspondent in several conflict zones.	她曾在多個衝突地區擔任戰地記者。	[{"text":"a foreign correspondent","meaningZh":"駐外記者"}]
corridor	noun	noun	a long passage in a building with rooms leading off it	走廊；通道	常見於建築物內部描述，如 hospital corridor（醫院走廊），也可比喻地理上的狹長通道（a trade corridor）。	The classrooms are located along a long corridor on the second floor.	這些教室位於二樓的一條長走廊沿線上。	[{"text":"a narrow corridor","meaningZh":"狹窄走廊"}]
corrupt	adjective	adjective	dishonest or fraudulent, especially involving abuse of power for personal gain	貪污的；腐敗的	常見 a corrupt official（貪腐的官員），強調濫用職權謀取私利的不誠實行為。	The corrupt official was arrested for accepting bribes from contractors.	這名貪腐官員因收受承包商賄賂而被捕。	[{"text":"a corrupt official","meaningZh":"貪污官員"}]
corrupt	verb	verb	to cause someone to act dishonestly, or to damage the quality or integrity of something	使腐化；使敗壞；（使資料）毀損	一義指使人道德敗壞（power corrupts），另一義指電腦檔案損壞（a corrupted file）。	Absolute power tends to corrupt those who hold it.	絕對的權力往往會使掌權者腐化。	[{"text":"corrupt a file","meaningZh":"使檔案毀損"}]
corruption	noun	noun	dishonest or fraudulent conduct by those in power, typically involving bribery	貪污；腐敗	常見 fight corruption、political corruption，強調濫用職權、收賄等不法行為。	The new government promised to crack down on corruption.	新政府承諾要嚴厲打擊貪污問題。	[{"text":"fight corruption","meaningZh":"打擊貪污"}]
cosmic	adjective	adjective	relating to the universe, especially as distinct from Earth	宇宙的；廣袤無垠的	常見 cosmic rays（宇宙射線）、cosmic scale（宇宙規模），也可比喻用於形容極為宏大或深遠。	Scientists study cosmic radiation to understand the origins of the universe.	科學家研究宇宙射線以了解宇宙的起源。	[{"text":"cosmic radiation","meaningZh":"宇宙輻射"}]
cosmopolitan	adjective	adjective	familiar with and at ease in many different countries and cultures	見多識廣的；國際化的	常修飾 city、outlook，強調文化多元融合、不受單一國家侷限的特質。	New York is known for its cosmopolitan atmosphere and diverse population.	紐約以其國際化的氛圍和多元的人口組成聞名。	[{"text":"a cosmopolitan city","meaningZh":"國際化都市"}]
cosmopolitan	noun	noun	a person who has lived in and is familiar with many countries and cultures	見識廣博的世界主義者	書面用語，指經歷豐富、對多國文化都熟悉的人。	As a true cosmopolitan, she felt at home in almost any city.	身為一位真正的世界主義者，她幾乎在任何城市都覺得自在。	[{"text":"a true cosmopolitan","meaningZh":"真正具有世界眼光的人"}]
costly	adjective	adjective	expensive, or resulting in a great loss or disadvantage	昂貴的；代價高的	除指金錢花費大之外，也常比喻造成重大損失，如 a costly mistake（代價高昂的錯誤）。	Ignoring the warning signs turned out to be a costly mistake.	忽略這些警訊最終證明是一個代價高昂的錯誤。	[{"text":"a costly mistake","meaningZh":"代價高昂的錯誤"}]
costume	noun	noun	a set of clothes typical of a particular period, place, or character, especially for a performance	戲服；服裝（表演或特定場合用）	常見 a Halloween costume（萬聖節裝扮）、a period costume（古裝），強調非日常穿著的特殊服裝。	She wore a pirate costume to the Halloween party.	她穿著海盜裝扮去參加萬聖節派對。	[{"text":"a traditional costume","meaningZh":"傳統服飾"}]
counsel	noun	noun	advice, especially given formally, or a legal advisor	忠告；建議；法律顧問（律師）	一義指正式建議（seek counsel），另一義指法庭上代表當事人的律師（defense counsel）。	The young manager sought counsel from a mentor before making the decision.	這位年輕主管在做決定前，先向一位導師徵詢了建議。	[{"text":"legal counsel","meaningZh":"法律顧問"}]
counsel	verb	verb	to give advice to someone, especially on personal or psychological matters	勸告；輔導；提供諮商	常見 counsel someone on/about，多用於心理輔導、法律或專業建議的語境。	The therapist counseled the couple on how to improve their communication.	這位治療師輔導這對夫妻如何改善彼此的溝通。	[{"text":"counsel someone on","meaningZh":"就某事輔導某人"}]
counseling	noun	noun	professional guidance to help resolve personal, social, or psychological problems	諮商；輔導	常見 marriage counseling（婚姻諮商）、career counseling（職涯輔導），指專業人員提供的協助。	They attended couples counseling to work through their disagreements.	他們接受伴侶諮商，以解決彼此的歧見。	[{"text":"marriage counseling","meaningZh":"婚姻諮商"}]
counselor	noun	noun	a person trained to give guidance on personal, social, or psychological problems	輔導員；諮商師	常見 school counselor（學校輔導老師）、marriage counselor（婚姻諮商師）。	The school counselor helped him deal with his anxiety about exams.	這位學校輔導老師協助他處理對考試的焦慮。	[{"text":"a school counselor","meaningZh":"學校輔導員"}]
countenance	noun	noun	a person's face or facial expression	面容；神情	書面用語，常見於文學作品，如 maintain a calm countenance（保持鎮定的神情）。	Despite the bad news, she kept a calm countenance throughout the meeting.	儘管收到壞消息，她在整場會議中仍保持鎮定的神情。	[{"text":"a calm countenance","meaningZh":"平靜的神情"}]
counteract	verb	verb	to reduce or negate the effect of something by countering it with an opposing force	抵消；抵銷；對抗（負面影響）	常見 counteract the effects of，強調用相反的作用力來削弱或消除某種影響。	Regular exercise can help counteract the effects of a sedentary lifestyle.	規律運動有助於抵消久坐生活型態帶來的影響。	[{"text":"counteract the effects of","meaningZh":"抵消某事的影響"}]
counterproductive	adjective	adjective	having the opposite effect from the one intended, hindering rather than helping	適得其反的；產生反效果的	常見於描述政策或做法未達到預期目的，反而造成阻礙，如 counterproductive policy（適得其反的政策）。	Micromanaging employees often proves counterproductive to team morale.	過度微觀管理員工往往會對團隊士氣造成反效果。	[{"text":"a counterproductive approach","meaningZh":"適得其反的做法"}]
countless	adjective	adjective	too many to be counted; very numerous	無數的；數不清的	強調數量極多，常修飾 times、people、attempts 等，語氣較誇張強調。	She has spent countless hours perfecting her craft.	她花了無數個小時精進自己的技藝。	[{"text":"countless times","meaningZh":"無數次"}]
coup	noun	noun	a sudden, illegal, and often violent seizure of power from a government	政變	常見 a military coup（軍事政變），指以非法或暴力手段推翻政府奪取政權。	The military staged a coup and seized control of the capital overnight.	軍方發動政變，一夜之間就掌控了首都。	[{"text":"a military coup","meaningZh":"軍事政變"}]
coupon	noun	noun	a voucher entitling the holder to a discount or gift	折價券；優惠券	日常用語，常見 use a coupon（使用折價券），與商業促銷相關。	She clipped coupons from the newspaper to save money on groceries.	她從報紙上剪下折價券，以節省買菜的花費。	[{"text":"a discount coupon","meaningZh":"折價券"}]
courtesy	noun	noun	polite behavior or a polite gesture showing respect for others	禮貌；禮節；好意之舉	常見 as a courtesy（作為一種禮貌）、common courtesy（基本禮貌），強調對他人的尊重與體貼。	He extended the courtesy of calling ahead before visiting.	他事先打電話告知，展現了拜訪前的禮貌。	[{"text":"common courtesy","meaningZh":"基本禮貌"}]
courthouse	noun	noun	a building in which a court of law is held	法院大樓	中性用語，指審理案件的建築物，如 the county courthouse（郡法院）。	The trial will take place at the county courthouse next month.	審判將於下個月在郡法院舉行。	[{"text":"the county courthouse","meaningZh":"郡法院大樓"}]
covenant	noun	noun	a formal, binding agreement, especially a solemn one	（正式的）盟約；契約	書面或法律用語，常見於宗教或法律文件中，強調具約束力的正式承諾。	The two nations signed a covenant to maintain peace along their shared border.	這兩國簽署了一項盟約，以維持共同邊界的和平。	[{"text":"a binding covenant","meaningZh":"具有約束力的契約"}]
covenant	verb	verb	to promise formally or solemnly to do something	立約承諾；正式約定	正式用語，多見於法律或宗教文件中，指以正式方式做出承諾。	The company covenanted to reduce its carbon emissions by 2030.	該公司正式承諾要在二〇三〇年前減少碳排放。	[{"text":"covenant to pay","meaningZh":"立約承諾付款"}]
coverage	noun	noun	the reporting of news or events, or the extent of protection provided by insurance	報導（新聞）；（保險）承保範圍	一義指媒體對事件的報導程度（media coverage），另一義指保險涵蓋的範圍（insurance coverage）。	The election received extensive media coverage across the country.	這場選舉在全國各地都受到廣泛的媒體報導。	[{"text":"media coverage","meaningZh":"媒體報導"}]
covert	adjective	adjective	not openly acknowledged or displayed; secret	秘密的；隱蔽的	常見 covert operation（秘密行動），與 overt（公開的）相對，強調不對外公開的行動。	The agency conducted a covert operation to gather intelligence.	該機構進行了一項秘密行動以蒐集情報。	[{"text":"a covert operation","meaningZh":"秘密行動"}]
covert	noun	noun	a thicket or shelter providing cover for animals, especially game	（供動物藏身的）灌木叢；隱蔽處	較少見的名詞用法，多見於狩獵或自然描寫語境，指動物躲藏的隱蔽處。	The hunting dogs flushed a pheasant out of the covert.	獵犬把一隻雉雞從灌木叢中驚趕出來。	[{"text":"dense covert","meaningZh":"茂密的藏身灌木叢"}]
covet	verb	verb	to yearn to possess something, especially something belonging to another	垂涎；渴望擁有（他人之物）	書面用語，帶有貪念意味，常見 covet someone's success/possessions。	He openly coveted his neighbor's new sports car.	他毫不掩飾地垂涎鄰居那輛新跑車。	[{"text":"covet someone's position","meaningZh":"覬覦某人的職位"}]
cowboy	noun	noun	a man who herds and tends cattle, especially in the western United States	牛仔	常見於美國西部文化語境，也可比喻粗魯魯莽做事、不守規矩的人（貶義）。	He grew up on a ranch and dreamed of becoming a cowboy.	他在牧場長大，夢想成為一名牛仔。	[{"text":"a cowboy hat","meaningZh":"牛仔帽"}]
cower	verb	verb	to crouch down in fear, especially in front of a threatening person or thing	畏縮；蜷縮（因害怕）	常見 cower in fear/corner，強調因恐懼而縮起身體、不敢面對。	The dog cowered in the corner during the thunderstorm.	那隻狗在雷雨期間畏縮地躲在角落。	[{"text":"cower in fear","meaningZh":"害怕得畏縮"}]
crab	noun	noun	a crustacean with a broad shell and a pair of pincers	螃蟹	常見於海鮮或海洋生物語境，如 a crab cake（蟹肉餅）。	They ordered fresh crab at the seafood restaurant.	他們在這家海鮮餐廳點了新鮮的螃蟹。	[{"text":"a hermit crab","meaningZh":"寄居蟹"}]
crack	noun	noun	a line on the surface of something where it has split without breaking apart	裂縫；裂痕	常見 a crack in the wall（牆上的裂縫），也可比喻用於關係或系統的裂痕（a crack in their friendship）。	There was a small crack in the windshield after the hailstorm.	冰雹過後，擋風玻璃上出現了一道小裂縫。	[{"text":"a crack in the wall","meaningZh":"牆上的裂縫"}]
craft	noun	noun	an activity involving skill in making things by hand, or a vessel/aircraft	工藝；手藝；（船／飛行器）	一義指需要技巧的手工活動（arts and crafts），另一義指船隻或飛行器（a small craft）。	She sells handmade jewelry as part of her craft business.	她經營手工藝品事業，出售自製的珠寶。	[{"text":"traditional crafts","meaningZh":"傳統工藝"}]
crafty	adjective	adjective	skilled at achieving one's aims through cunning or deception	狡猾的；奸詐的	帶負面含意，強調用計謀或欺瞞手段達成目的，與 clever 的中性意味不同。	The crafty salesman convinced her to buy a product she didn't need.	那位狡猾的推銷員說服她買了一件她根本不需要的產品。	[{"text":"a crafty plan","meaningZh":"狡猾的計畫"}]
cramp	noun	noun	a sudden, involuntary contraction of a muscle causing pain	抽筋；痙攣	常見 a leg cramp（腿抽筋）、stomach cramps（腹部絞痛），指肌肉突然痛性收縮。	She had to stop running because of a sudden cramp in her leg.	她因為腿突然抽筋而不得不停止跑步。	[{"text":"a muscle cramp","meaningZh":"肌肉抽筋"}]
cramp	verb	verb	to restrict or hinder the space, movement, or development of something	妨礙；限制（空間或發展）	常見 cramp someone's style（比喻用法，妨礙某人發揮），強調造成拘束或不便。	Living in such a small apartment really cramps our lifestyle.	住在這麼小的公寓裡，真的限制了我們的生活方式。	[{"text":"cramp someone's style","meaningZh":"妨礙某人自在發揮"}]
cranky	adjective	adjective	irritable or bad-tempered, often due to tiredness	易怒的；脾氣暴躁的	口語用語，常見於描述因疲累或不適而情緒不佳，如 a cranky toddler（鬧脾氣的小小孩）。	The baby gets cranky when he misses his afternoon nap.	這個嬰兒錯過午睡時就會變得脾氣暴躁。	[{"text":"feel cranky","meaningZh":"感到煩躁"}]
crash	noun	noun	a sudden violent collision, loud noise, or a sudden failure (as of a computer or market)	墜毀；撞擊；（電腦或市場）崩潰	常見 a car crash（車禍）、a stock market crash（股市崩盤）、a computer crash（電腦當機），依語境略有不同。	The stock market crash wiped out years of savings for many investors.	這次股市崩盤讓許多投資人多年的積蓄化為烏有。	[{"text":"a plane crash","meaningZh":"飛機失事"}]
craven	adjective	adjective	lacking courage; contemptibly cowardly	怯懦的；卑劣懦弱的	書面用語，語氣強烈負面，比 cowardly 更帶輕蔑意味。	His craven refusal to defend his colleague disappointed everyone in the office.	他怯懦地拒絕為同事挺身而出，讓辦公室裡的每個人都很失望。	[{"text":"a craven act","meaningZh":"懦弱的行為"}]
