lemma	sense	pos	definitionEn	definitionZh	usageExplanationZh	exampleEn	exampleZh	collocations
naval	adjective	adjective	relating to a navy or navies	海軍的	常修飾 base、fleet、officer，專指與海軍相關的事物，不可與 national 混淆。	The naval base is located near the harbor.	這座海軍基地位於港口附近。	[{"text":"a naval base","meaningZh":"海軍基地"}]
neat	adjective	adjective	arranged carefully and tidily, or (of a solution or idea) clever and efficient	整潔的；巧妙的	常形容房間、外表整齊，也可口語表示想法或解決方案很棒，如 a neat trick。	Her desk is always neat and organized.	她的書桌總是整潔有序。	[{"text":"neat and tidy","meaningZh":"整整齊齊的"},{"text":"a neat solution","meaningZh":"巧妙的解決方法"}]
necessity	noun	noun	something that is essential or absolutely needed	必需品；必要性	常見 out of necessity（出於必要）、a necessity for survival，強調不可或缺的重要性。	Clean water is a basic necessity for life.	乾淨的水是生活的基本必需品。	[{"text":"basic necessities","meaningZh":"基本必需品"}]
needle	noun	noun	a thin pointed piece of metal used for sewing or medical injections	針；縫衣針；注射針	常見 sewing needle、a needle and thread；medical 情境常指打針用的針頭。	The nurse used a fine needle to draw blood.	護士用細針抽血。	[{"text":"a sewing needle","meaningZh":"縫衣針"}]
needle	verb	verb	to provoke or irritate someone persistently, often in a teasing way	不斷激怒或挑逗（某人）	口語用法，常見 needle someone about something，語氣帶挑釁或調侃意味。	His coworkers kept needling him about his mistake.	同事們一直拿他的錯誤來調侃他。	[{"text":"needle someone about","meaningZh":"拿……的事不斷逗弄某人"}]
needy	adjective	adjective	lacking basic necessities such as food, money, or shelter, or (informally) emotionally dependent	貧困的；（口語）過度依賴他人情感的	常見 the needy（貧困者）；口語也可形容人在感情上黏人、缺乏安全感。	The charity provides food and shelter for needy families.	這個慈善機構為貧困家庭提供食物與住所。	[{"text":"needy families","meaningZh":"貧困家庭"},{"text":"emotionally needy","meaningZh":"情感上過度依賴的"}]
nefarious	adjective	adjective	extremely wicked or criminal	極其邪惡的；奸詐的	語氣正式書面，常修飾 plot、scheme，強調帶有犯罪或不道德的意圖。	The detective uncovered the gang's nefarious plans.	偵探揭發了這個幫派邪惡的計畫。	[{"text":"nefarious activities","meaningZh":"邪惡勾當"}]
negate	verb	verb	to make something ineffective or cancel out its effect	使無效；抵銷	常見 negate the effect of，強調某因素完全抵銷或否定另一項效果。	The high sugar content negates the drink's health benefits.	高糖含量抵銷了這款飲料的健康益處。	[{"text":"negate the benefits","meaningZh":"抵銷益處"}]
neglect	verb	verb	to fail to give proper care or attention to someone or something	疏忽；忽視；照顧不周	常接人或物作受詞，如 neglect a child、neglect one's duties，語氣偏負面且正式。	The landlord was accused of neglecting the building's maintenance.	房東被控疏於維護這棟建築物。	[{"text":"neglect one's duties","meaningZh":"疏於職守"}]
neglect	noun	noun	a lack of proper care or attention	疏忽；忽視	常見 child neglect、suffer from neglect，指長期未受到應有照顧的狀態。	The garden showed signs of years of neglect.	這座花園顯露出多年疏於照料的痕跡。	[{"text":"child neglect","meaningZh":"疏於照顧兒童"}]
negligence	noun	noun	a failure to take proper care, especially resulting in harm or damage	疏忽；過失	法律用語，常見 medical negligence、negligence lawsuit，強調應盡注意義務卻未盡到。	The hospital was sued for negligence after the surgical error.	醫院因這起手術失誤而被控疏失。	[{"text":"medical negligence","meaningZh":"醫療過失"}]
negotiable	adjective	adjective	open to discussion or change, especially regarding price or terms	可協商的；可談判的	常見 the price is negotiable，也可比喻表示條件或立場仍有討論空間。	The salary is negotiable depending on experience.	薪資可依經驗協商。	[{"text":"the price is negotiable","meaningZh":"價格可以商量"}]
negotiate	verb	verb	to discuss something with others in order to reach an agreement	談判；協商	常見 negotiate a deal、negotiate with someone，強調透過討論達成共識或交易。	The union negotiated a better contract for the workers.	工會為工人爭取到更好的合約條件。	[{"text":"negotiate with","meaningZh":"與……談判"},{"text":"negotiate a deal","meaningZh":"協商達成交易"}]
negotiation	noun	noun	the process of discussing something to reach an agreement	談判；協商	常見複數 negotiations，如 peace negotiations（和平談判），指正式的協商過程。	The peace negotiations lasted several months.	這場和平談判持續了好幾個月。	[{"text":"enter into negotiations","meaningZh":"展開談判"}]
nemesis	noun	noun	a long-standing rival or an inescapable cause of one's downfall	宿敵；剋星	語氣書面帶戲劇性，常見 arch-nemesis，指難以擊敗的對手或注定帶來失敗的因素。	The hero finally confronted his nemesis in the final battle.	英雄終於在最後一戰中面對他的宿敵。	[{"text":"meet one's nemesis","meaningZh":"遇上自己的剋星"}]
nerve	noun	noun	a fiber or bundle of fibers that transmits signals in the body, or courage in a difficult situation	神經；（口語）勇氣、膽量	medical 義如 a pinched nerve；口語義如 lose one's nerve（失去勇氣）、have the nerve to（有膽子做某事）。	It took a lot of nerve to speak up in front of the board.	在董事會前發言需要很大的勇氣。	[{"text":"nerve damage","meaningZh":"神經損傷"},{"text":"lose one's nerve","meaningZh":"失去勇氣"}]
nestle	verb	verb	to settle comfortably within or against something, often in a sheltered position	依偎；坐落於（隱蔽處）	常見 nestle against/into，也可形容小鎮或建築物坐落於山谷等隱蔽地形。	The kitten nestled against its mother for warmth.	小貓依偎著媽媽取暖。	[{"text":"nestle against","meaningZh":"依偎著……"},{"text":"nestled in the hills","meaningZh":"坐落在群山之中"}]
neurosis	noun	noun	a mental or emotional disorder involving anxiety or obsessive behavior, without loss of touch with reality	精神官能症；神經症	精神醫學用語，強調患者仍具現實感，與精神病（psychosis）不同，語氣偏學術。	Years of stress led to a mild neurosis.	多年的壓力導致他出現輕微的精神官能症狀。	[{"text":"obsessional neurosis","meaningZh":"強迫性神經症"}]
neutral	adjective	adjective	not supporting either side in a conflict or disagreement	中立的	常見 remain neutral、a neutral party，強調不偏袒任何一方的立場。	Switzerland remained neutral during both world wars.	瑞士在兩次世界大戰期間都保持中立。	[{"text":"remain neutral","meaningZh":"保持中立"}]
neutral	noun	noun	a gear position in a vehicle in which power is not transmitted to the wheels	（車輛排檔的）空檔	汽車用語，常見 put the car in neutral，指引擎與輪胎脫離動力連結的狀態。	He shifted the car into neutral at the red light.	他在紅燈前把車排入空檔。	[{"text":"put the car in neutral","meaningZh":"把汽車排入空檔"}]
niche	noun	noun	a specialized segment of the market for a particular kind of product, or a comfortable or suitable position	利基市場；（比喻）合適的位置	商業用語常見 find a niche、niche market，指針對特定小眾需求的市場區塊。	The company found its niche selling eco-friendly packaging.	這家公司找到了販售環保包裝的利基市場。	[{"text":"a niche market","meaningZh":"利基市場"},{"text":"find one's niche","meaningZh":"找到適合自己的位置"}]
nick	noun	noun	a small cut or notch in a surface	小刻痕；小缺口	常見 in the nick of time（千鈞一髮之際），是常見的慣用語表示恰好及時。	He arrived in the nick of time to catch the train.	他在千鈞一髮之際趕上了火車。	[{"text":"a nick in the blade","meaningZh":"刀刃上的小缺口"}]
nick	verb	verb	to make a small cut in something, or (informal, British) to steal	刻出小缺口；（英式口語）偷竊	物理義如 nick oneself while shaving；英式俚語義指小額偷竊，語氣輕鬆隨意。	Someone nicked my bike from outside the shop.	有人把我的腳踏車從店外偷走了。	[{"text":"nick oneself while shaving","meaningZh":"刮鬍子時割傷自己"}]
nickname	noun	noun	an informal, often affectionate or humorous name for a person, place, or thing	綽號；暱稱	常見 give someone a nickname，通常帶親暱或幽默意味，不同於正式名字。	His friends gave him the nickname "Tiny" because he was so tall.	朋友們給他取了「小不點」這個綽號，因為他個子特別高。	[{"text":"give someone a nickname","meaningZh":"給某人取綽號"}]
nightmare	noun	noun	a frightening dream, or an extremely unpleasant or difficult experience	惡夢；（比喻）極為糟糕的經歷	字面義指睡夢中的惡夢；比喻用法如 a logistical nightmare，形容過程極度混亂或困難。	The traffic this morning was an absolute nightmare.	今天早上的交通簡直是一場惡夢。	[{"text":"have a nightmare","meaningZh":"做惡夢"},{"text":"a logistical nightmare","meaningZh":"極難處理的後勤問題"}]
nimble	adjective	adjective	able to move quickly and easily, or (of the mind) quick to understand and react	敏捷的；（思維）靈活的	可形容身體動作，如 nimble fingers；也可比喻思維反應快，如 a nimble mind。	Her nimble fingers flew across the piano keys.	她靈巧的手指在琴鍵上飛快地移動。	[{"text":"nimble fingers","meaningZh":"靈巧的手指"}]
nitrogen	noun	noun	a chemical element that makes up most of the Earth's atmosphere, symbol N	氮；氮氣	化學元素用語，常見 liquid nitrogen（液態氮）、nitrogen gas，語氣中性專業。	Plants need nitrogen to grow healthily.	植物需要氮才能健康生長。	[{"text":"liquid nitrogen","meaningZh":"液態氮"}]
noble	adjective	adjective	having high moral qualities, or belonging to a hereditary aristocratic class	高尚的；貴族的	常見 a noble cause（崇高的理念）；歷史或社會脈絡下也指世襲貴族身分。	She dedicated her life to the noble cause of education reform.	她將一生奉獻給教育改革這個崇高的理念。	[{"text":"a noble cause","meaningZh":"崇高的事業"},{"text":"a noble family","meaningZh":"貴族世家"}]
nocturnal	adjective	adjective	active during the night rather than the day	夜行性的	生物學常用語，形容動物在夜間活動，如 nocturnal animals（夜行動物）。	Owls are nocturnal birds that hunt at night.	貓頭鷹是夜間狩獵的夜行性鳥類。	[{"text":"nocturnal animals","meaningZh":"夜行性動物"}]
noisy	adjective	adjective	making a lot of noise, or full of noise	吵鬧的；喧鬧的	常修飾 street、classroom、engine，強調聲音大或環境嘈雜。	The classroom got noisy as soon as the teacher left.	老師一離開，教室就變得吵鬧起來。	[{"text":"noisy neighbours","meaningZh":"吵鬧的鄰居"}]
nominal	adjective	adjective	in name only, not in reality; or (of a fee) very small	名義上的；（費用）象徵性的	常見 nominal leader（名義上的領導者）、a nominal fee（象徵性的費用），強調與實質不符或極少。	He remains the nominal head of the company, though his son runs it.	他仍是公司名義上的負責人，實際上是他兒子在經營。	[{"text":"a nominal fee","meaningZh":"象徵性費用"},{"text":"nominal control","meaningZh":"名義上的控制權"}]
nominate	verb	verb	to formally propose someone for a position, award, or election	提名	常見 nominate someone for an award/position，強調正式推薦某人參與競選或角逐獎項。	The committee nominated her for the best director award.	委員會提名她角逐最佳導演獎。	[{"text":"nominate someone for an award","meaningZh":"提名某人角逐獎項"}]
nominee	noun	noun	a person who has been nominated for a position or award	被提名人；候選人	常見 Oscar nominee（奧斯卡提名人），指已被正式推薦但尚未確定是否獲選的人。	All five nominees attended the award ceremony.	所有五位被提名人都出席了頒獎典禮。	[{"text":"an Oscar nominee","meaningZh":"奧斯卡獎入圍者"}]
nonconformist	noun	noun	a person who does not follow generally accepted beliefs or behavior	不墨守成規的人；特立獨行者	常用來形容拒絕遵循社會傳統或體制規範的人，語氣中性偏正面。	As a teenager, she was a proud nonconformist who refused to follow trends.	她青少年時期是個以特立獨行為傲的人，拒絕跟隨潮流。	[{"text":"a lifelong nonconformist","meaningZh":"一生不隨俗的人"}]
nonconformist	adjective	adjective	not conforming to generally accepted beliefs or behavior	不墨守成規的；特立獨行的	常修飾 attitude、lifestyle，強調與主流價值或習慣不同。	He has always had a nonconformist attitude toward authority.	他對權威一向抱持特立獨行的態度。	[{"text":"nonconformist views","meaningZh":"不隨俗的觀點"}]
nonetheless	adverb	adverb	in spite of what has just been said; nevertheless	儘管如此；然而	用於連接前後語意轉折的句子，語氣正式，常置於句首或句中，與 nevertheless 可互換。	The trip was expensive; nonetheless, they decided it was worth it.	這趟旅行很貴，儘管如此，他們還是認為值得。	[{"text":"difficult but nonetheless rewarding","meaningZh":"雖然困難卻仍有收穫"}]
nonsense	noun	noun	ideas, statements, or behavior that is foolish or has no meaning	胡說；無意義的話	常見 talk nonsense、stop this nonsense，語氣可正式可口語，表示不合邏輯或荒謬。	Don't listen to him — he's talking complete nonsense.	別聽他的，他根本在胡說八道。	[{"text":"talk nonsense","meaningZh":"胡說八道"}]
noose	noun	noun	a loop of rope that tightens as it is pulled, especially used for hanging	（絞刑用的）套索	常見 tighten the noose，字面指繩圈；也可比喻處境愈來愈危險或受限。	The noose was placed around the prisoner's neck.	那條套索被套在了囚犯的脖子上。	[{"text":"tighten the noose","meaningZh":"收緊套索"}]
norm	noun	noun	a standard or pattern of behavior that is typical or expected	常態；規範	常見 social norm、the norm，指普遍被接受的行為模式或標準。	Working from home has become the norm for many companies.	在家工作對許多公司來說已成為常態。	[{"text":"social norms","meaningZh":"社會規範"},{"text":"become the norm","meaningZh":"成為常態"}]
notable	adjective	adjective	worthy of attention or notice; remarkable	值得注意的；顯著的	常修飾 achievement、exception，語氣正式，強調某事物突出或值得一提。	She has made notable contributions to the field of medicine.	她在醫學領域做出了顯著的貢獻。	[{"text":"a notable achievement","meaningZh":"顯著的成就"}]
notably	adverb	adverb	used to draw attention to something particularly important	尤其；特別是	常置於句中或句首，用於列舉時強調其中一項特別重要或值得注意的例子。	Several countries, most notably Japan, have seen a decline in birth rates.	好幾個國家的出生率都在下降，日本尤其明顯。	[{"text":"most notably","meaningZh":"尤其顯著的是"}]
notch	noun	noun	a V-shaped cut or indentation in a surface or edge	刻痕；凹口	常見於物理描述，如 a notch in a belt；也用於慣用語 a notch above，表示程度更高。	He cut a notch in the wooden post to mark the height.	他在木柱上刻了一道刻痕來標記高度。	[{"text":"cut a notch in","meaningZh":"在……刻出凹口"}]
notify	verb	verb	to formally inform someone of something	通知；告知	常見 notify someone of/about something，語氣正式，常用於官方或法律情境。	The bank will notify you if any suspicious activity is detected.	若偵測到可疑活動，銀行將會通知您。	[{"text":"notify someone of a change","meaningZh":"通知某人某項變更"}]
notorious	adjective	adjective	famous or well known for something bad	惡名昭彰的；聲名狼藉的	常接 for，如 notorious for corruption，帶明顯負面意味，與 famous 的中性語氣不同。	The area is notorious for its high crime rate.	這個地區以高犯罪率而惡名昭彰。	[{"text":"notorious for","meaningZh":"因……而惡名昭彰"}]
novel	noun	noun	a fictional prose narrative of book length	小說	文學用語，泛指長篇虛構故事作品，與 short story（短篇小說）相對。	She spent five years writing her first novel.	她花了五年時間寫出她的第一部小說。	[{"text":"a historical novel","meaningZh":"歷史小說"}]
novel	adjective	adjective	new and original, not resembling something formerly known or used	新穎的；新奇的	常修飾 idea、approach、solution，強調前所未見的創新性。	The researchers proposed a novel approach to treating the disease.	研究人員提出了一種治療這種疾病的新穎方法。	[{"text":"a novel approach","meaningZh":"新穎的方法"}]
nowadays	adverb	adverb	at the present time, in contrast with the past	現今；如今	常置於句首，用於比較現在與過去的差異，語氣中性口語。	Nowadays, most people rely on smartphones for daily tasks.	如今，大多數人都依賴智慧型手機處理日常事務。	[{"text":"nowadays people tend to","meaningZh":"如今人們傾向於……"}]
noxious	adjective	adjective	harmful or poisonous, especially to health	有毒的；有害的	常修飾 fumes、gas、substance，強調對健康或環境造成傷害。	The factory released noxious fumes into the air.	這家工廠向空氣中排放了有毒的煙霧。	[{"text":"noxious fumes","meaningZh":"有毒煙霧"}]
nucleus	noun	noun	the central part of an atom or cell, or the central or most important part of a group	（原子或細胞的）核；核心；中心	科學用語指原子核或細胞核；也可比喻指團體或系統的核心部分。	The nucleus of a cell contains most of its genetic material.	細胞核含有細胞大部分的遺傳物質。	[{"text":"the nucleus of a cell","meaningZh":"細胞核"},{"text":"an atomic nucleus","meaningZh":"原子核"}]
numb	adjective	adjective	unable to feel physical sensation, or emotionally unresponsive	麻木的；（情感上）無感的	physical 義如 numb with cold；情感義如 numb with grief，形容因強烈情緒而失去感覺。	Her fingers were numb from the cold.	她的手指冷到麻木了。	[{"text":"numb with cold","meaningZh":"凍得麻木"}]
numb	verb	verb	to cause a loss of feeling, or to make someone emotionally unresponsive	使麻木；使失去知覺	常用被動 be numbed by，也可指用藥物使部位失去知覺，如 numb the pain。	The anesthetic numbed the area before the surgery.	麻醉藥在手術前讓那個部位失去了知覺。	[{"text":"numb the pain","meaningZh":"麻痺痛覺"}]
numerous	adjective	adjective	existing in large numbers; many	眾多的	語氣較 many 正式，常修飾 occasions、studies、attempts。	She has won numerous awards throughout her career.	她在職業生涯中贏得了眾多獎項。	[{"text":"on numerous occasions","meaningZh":"在許多場合"}]
nurture	verb	verb	to care for and encourage the growth or development of someone or something	培育；養育；扶植	常接 child、talent、relationship 等，強調長期悉心栽培以促進成長。	Teachers play a key role in nurturing students' curiosity.	老師在培養學生的好奇心方面扮演關鍵角色。	[{"text":"nurture talent","meaningZh":"培育人才"}]
nurture	noun	noun	the process of caring for and encouraging the growth of someone, especially a child	養育；培育	常見於 nature versus nurture（先天與後天之爭），指環境與教養對成長的影響。	The debate over nature versus nurture continues among psychologists.	先天與後天之爭仍在心理學家之間持續。	[{"text":"nature and nurture","meaningZh":"先天與後天教養"}]
nutrient	noun	noun	a substance that provides nourishment necessary for growth and health	營養素	常見複數 nutrients，指食物中對身體有益的成分，如維生素、礦物質等。	Leafy greens are rich in essential nutrients.	綠葉蔬菜富含重要的營養素。	[{"text":"essential nutrients","meaningZh":"必需營養素"}]
nutrition	noun	noun	the process of providing or obtaining food necessary for health and growth	營養；營養學	常見 good nutrition、a degree in nutrition，指攝取食物以維持健康的過程或學科。	Proper nutrition is essential for a child's development.	適當的營養對孩子的發育至關重要。	[{"text":"good nutrition","meaningZh":"良好的營養"}]
oasis	noun	noun	a fertile area in a desert where water is found, or a peaceful place amid difficulty	綠洲；（比喻）令人安心的一片天地	字面指沙漠中有水源之處；比喻用法如 an oasis of calm，指喧囂中一處平靜之地。	The garden was an oasis of calm in the busy city.	這座花園是繁忙城市中一片寧靜的綠洲。	[{"text":"a desert oasis","meaningZh":"沙漠綠洲"},{"text":"an oasis of calm","meaningZh":"一處寧靜之所"}]
oath	noun	noun	a formal promise, especially to tell the truth or fulfill a duty	誓言；宣誓	常見 take an oath、under oath（宣誓後作證），語氣正式，常用於法律或就職場合。	The witness swore an oath to tell the truth.	證人宣誓要說出真相。	[{"text":"take an oath","meaningZh":"宣誓"},{"text":"under oath","meaningZh":"在宣誓後"}]
obdurate	adjective	adjective	stubbornly refusing to change one's opinion or course of action	固執己見的；頑固不化的	語氣正式書面，強調即使受到勸說或壓力仍拒絕改變，帶負面意味。	Despite the criticism, he remained obdurate in his decision.	儘管受到批評，他仍然固執己見，不肯改變決定。	[{"text":"remain obdurate","meaningZh":"依然頑固不化"}]
obedient	adjective	adjective	willing to comply with orders or requests; submissive to authority	服從的；聽話的	常修飾 child、dog、citizen，強調願意遵守命令或規範，與 disobedient 相對。	The dog is well-trained and obedient.	這隻狗訓練有素，非常聽話。	[{"text":"obedient to authority","meaningZh":"服從權威"}]
obese	adjective	adjective	having excessive body fat to the extent that it may harm health	肥胖的（醫學定義）	醫學用語，比 fat 更正式且中性，常見於健康報告，如 clinically obese。	The report shows a rise in the number of obese children.	這份報告顯示肥胖兒童的人數正在增加。	[{"text":"clinically obese","meaningZh":"達到醫學肥胖標準的"}]
objection	noun	noun	a statement expressing disagreement or opposition to something	反對；異議	常見 raise an objection、have no objection，法律情境常用 objection! 表示反對某項證詞。	The lawyer raised an objection to the witness's testimony.	律師對這名證人的證詞提出異議。	[{"text":"raise an objection","meaningZh":"提出異議"}]
obligation	noun	noun	a duty or commitment that one is required to fulfill	義務；責任	常見 legal obligation、feel an obligation to，強調基於法律、道德或承諾而必須履行的責任。	Employers have a legal obligation to provide a safe workplace.	雇主有法律義務提供安全的工作場所。	[{"text":"a legal obligation","meaningZh":"法律義務"}]
oblige	verb	verb	to make someone legally or morally bound to do something, or to do a favor for someone	使負有義務；（樂於）幫忙	常見被動 be obliged to（有義務做某事）；主動用法如 happy to oblige，表示樂意幫忙。	The contract obliges both parties to fulfill their commitments.	這份合約使雙方都負有履行承諾的義務。	[{"text":"be obliged to do something","meaningZh":"有義務做某事"},{"text":"happy to oblige","meaningZh":"樂意幫忙"}]
oblique	adjective	adjective	neither parallel nor at a right angle to something; indirect	斜的；（言語）拐彎抹角的	字面指幾何角度傾斜；比喻用法如 an oblique reference，指間接、不直說的暗示。	He made an oblique reference to the scandal without naming anyone.	他拐彎抹角地提到了這起醜聞，卻沒有指名道姓。	[{"text":"an oblique reference","meaningZh":"拐彎抹角的提及"}]
oblivious	adjective	adjective	not aware of or noticing something	未察覺的；渾然不知的	常接 to，如 oblivious to the danger，強調完全沒有意識到周遭情況。	She was completely oblivious to the danger around her.	她完全沒有察覺到周遭的危險。	[{"text":"oblivious to the danger","meaningZh":"未察覺危險"}]
obnoxious	adjective	adjective	extremely unpleasant, especially in a way that provokes anger or disgust	討人厭的；令人反感的	語氣比 annoying 更強烈，常形容態度傲慢或行為惹人厭的人。	His obnoxious behavior at the party embarrassed everyone.	他在派對上惹人厭的行為讓大家都很尷尬。	[{"text":"obnoxious behavior","meaningZh":"惹人厭的行為"}]
obscure	verb	verb	to make something difficult to see, understand, or discover; to hide	遮蔽；使模糊不清；隱藏	常接具體物（如 obscure the view）或抽象概念（如 obscure the truth），強調刻意或無意地掩蓋。	Thick fog obscured the view of the mountains.	濃霧遮蔽了群山的景色。	[{"text":"obscure the view","meaningZh":"遮蔽視線"}]
obscurity	noun	noun	the state of being unknown, or the quality of being difficult to understand	默默無聞；晦澀難懂	常見 fade into obscurity（漸漸沒沒無聞）；也可指文字或概念難以理解的狀態。	The band rose from obscurity to become international stars.	這個樂團從默默無聞躍升為國際巨星。	[{"text":"fade into obscurity","meaningZh":"逐漸被人遺忘"}]
obsequious	adjective	adjective	excessively eager to please or obey someone, in an insincere way	諂媚的；奉承的	語氣負面，強調過度討好、缺乏真誠，常用來形容對上司或有權勢者的態度。	The obsequious waiter kept complimenting every customer's choice.	那位諂媚的服務生一直恭維每位顧客的選擇。	[{"text":"an obsequious manner","meaningZh":"諂媚的態度"}]
observance	noun	noun	the act of following or celebrating a law, custom, or religious occasion	（法規、習俗的）遵守；（節日的）慶祝	常見 religious observance、observance of the law，語氣正式，強調依照傳統或規定行事。	The holiday observance includes fasting and prayer.	這個節日的慶祝活動包括齋戒與祈禱。	[{"text":"observance of the law","meaningZh":"遵守法律"},{"text":"religious observances","meaningZh":"宗教慶典活動"}]
observation	noun	noun	the act of watching something carefully, or a remark based on what has been noticed	觀察；觀察所得的評論	常見 under observation（受到觀察）；也可指依觀察提出的看法，如 a keen observation。	The patient was kept under observation overnight.	病人被留院觀察一夜。	[{"text":"under observation","meaningZh":"接受觀察"},{"text":"make an observation","meaningZh":"提出觀察所得的看法"}]
