lemma	sense	pos	definitionEn	definitionZh	usageExplanationZh	exampleEn	exampleZh	collocations
promoter	noun	noun	a person who organizes or provides financial backing for an event	主辦人；發起人	常見於演唱會、拳賽等活動的組織者，強調負責籌辦與宣傳。	The boxing promoter arranged the championship fight in Las Vegas.	這位拳賽主辦人在拉斯維加斯安排了冠軍賽。	[{"text":"a concert promoter","meaningZh":"演唱會主辦人"}]
prompt	verb_cause	verb	to cause someone to do something or to make something happen	促使；引發	常接 sb to do sth，表示某事件引發某人行動或某結果發生。	The scandal prompted the CEO to resign.	這起醜聞促使執行長辭職。	[{"text":"prompt someone to act","meaningZh":"促使某人採取行動"}]
prompt	noun	noun	a cue given to a performer, or a symbol on a computer screen indicating readiness to receive input	提示；提詞	日常語境指演員的提詞，電腦科學語境指命令列的提示符號，如 command prompt。	The actor forgot his lines and needed a prompt from backstage.	演員忘詞了，需要後台人員提詞。	[{"text":"a command prompt","meaningZh":"命令提示字元"}]
promulgate	verb	verb	to make a law or decree widely known officially	頒布；公布	正式用語，多用於法律或政策的正式公告，常見 promulgate a law/decree。	The new regulations were promulgated last month.	這項新法規上個月正式頒布。	[{"text":"promulgate a new law","meaningZh":"頒布新法律"}]
prone	adjective	adjective	likely to suffer from or do something undesirable	容易發生……的；有……傾向的	常見 prone to + N/Ving，如 accident-prone、prone to error，表示某種傾向性。	He is prone to making careless mistakes under pressure.	他在壓力下容易犯粗心的錯誤。	[{"text":"prone to errors","meaningZh":"容易出錯的"}]
proof	noun	noun	evidence or an argument establishing a fact or the truth of a statement	證據；證明	常見 proof of purchase、burden of proof；強調足以證實某事為真的具體證據。	She asked for proof of his identity before letting him in.	她要求出示身分證明才讓他進入。	[{"text":"proof of identity","meaningZh":"身分證明"}]
prop	noun	noun	an object used to support or hold something up, or an item used in a play or film	支柱；道具	日常語境指支撐物；戲劇、電影語境則指道具，如 stage props。	The actors rehearsed with real props on the set.	演員們在片場用真實道具進行排練。	[{"text":"a wooden prop","meaningZh":"木製支柱"},{"text":"stage props","meaningZh":"舞臺道具"}]
propaganda	noun	noun	information, especially biased or misleading, used to promote a political cause or viewpoint	宣傳	帶負面意涵，指刻意扭曲事實以影響大眾觀點的訊息，常見於政治語境。	The regime used propaganda to control public opinion.	該政權利用宣傳來控制輿論。	[{"text":"political propaganda","meaningZh":"政治宣傳"}]
propagation	noun	noun	the spreading of something, such as an idea, belief, or plant species, to a wider area	傳播；繁殖	可指生物繁殖（如植物）或抽象概念的擴散，如 propagation of ideas。	The propagation of invasive species has harmed the local ecosystem.	外來物種的繁殖已對當地生態系統造成傷害。	[{"text":"plant propagation","meaningZh":"植物繁殖"}]
propel	verb	verb	to drive or push something forward	推進；推動	常接受詞為交通工具或抽象事物，如 propel a boat、propel someone to success。	The engine propels the boat through the water.	引擎推動船隻在水中前進。	[{"text":"propel someone to success","meaningZh":"推動某人邁向成功"}]
propensity	noun	noun	a natural tendency to behave in a particular way	傾向；癖好	常見 propensity for/to，語氣較正式，多描述性格或行為上的固有傾向。	He has a propensity for taking unnecessary risks.	他有冒不必要風險的傾向。	[{"text":"a propensity for violence","meaningZh":"暴力傾向"}]
prophetic	adjective	adjective	accurately predicting future events	預言的；有先見之明的	常見於描述某言論或著作後來被證實準確，如 prophetic warning。	Her warnings about the market crash proved prophetic.	她對市場崩盤的警告後來證實有先見之明。	[{"text":"prophetic words","meaningZh":"預言般的話語"}]
propitious	adjective	adjective	favorable or likely to result in success	吉利的；順利的	正式用語，常見 propitious time/moment，指有利於成功的時機或情況。	It was a propitious time to launch the new product.	這是推出新產品的絕佳時機。	[{"text":"a propitious moment","meaningZh":"有利的時機"}]
proponent	noun	noun	a person who advocates for a particular cause or theory	支持者；提倡者	常見 a proponent of + 理論/政策，強調積極為某主張辯護或推廣的人。	She is a leading proponent of renewable energy.	她是再生能源的主要提倡者之一。	[{"text":"a proponent of reform","meaningZh":"改革的支持者"}]
proposition	noun	noun	a statement or suggestion put forward for consideration, especially in business	提議；主張	常見 business proposition，也可指邏輯上可判斷真偽的命題（較正式語境）。	He made a business proposition that could double our profits.	他提出了一個可能讓我們獲利翻倍的商業提議。	[{"text":"a business proposition","meaningZh":"商業提案"}]
proprietary	adjective	adjective	relating to an owner or ownership, especially of a trademarked product or technology	專有的；私有的	常修飾 software、technology，指受版權或商標保護、由特定公司擁有的產品。	The company uses proprietary software to manage its inventory.	這家公司使用專有軟體來管理庫存。	[{"text":"proprietary software","meaningZh":"專有軟體"}]
proprietor	noun	noun	the owner of a business, especially a shop or hotel	所有人；老闆	多指小型商店、餐廳或旅館的業主，語氣較 owner 正式。	The proprietor of the bakery greeted every customer by name.	這家麵包店的老闆會親自叫出每位顧客的名字打招呼。	[{"text":"the proprietor of a shop","meaningZh":"商店老闆"}]
prosaic	adjective	adjective	lacking imagination or excitement; dull	平淡乏味的；散文式的	常修飾 life、style，指缺乏想像力或詩意，與 poetic 相對。	He led a rather prosaic life in the suburbs.	他在郊區過著相當平淡乏味的生活。	[{"text":"a prosaic explanation","meaningZh":"平淡無奇的解釋"}]
prose	noun	noun	written or spoken language in its ordinary form, without metrical structure	散文	與 poetry（詩）相對，指沒有韻律規則的一般文字寫作形式。	The novel is written in simple, elegant prose.	這部小說以簡潔優雅的散文寫成。	[{"text":"write in prose","meaningZh":"以散文形式寫作"}]
prosecute	verb	verb	to bring a criminal charge against someone in a court of law	起訴；告發	法律用語，常用被動 be prosecuted for，強調正式提出刑事指控。	He was prosecuted for tax evasion.	他因逃稅而被起訴。	[{"text":"prosecute someone for fraud","meaningZh":"以詐欺罪起訴某人"}]
prosecution	noun	noun	the institution and carrying out of legal proceedings against a defendant	起訴；公訴	法律用語，也可指檢方一方（the prosecution），與 the defense 相對。	The prosecution presented strong evidence against the defendant.	公訴方提出了對被告不利的有力證據。	[{"text":"criminal prosecution","meaningZh":"刑事起訴"}]
prospect	noun	noun	the possibility or likelihood of something happening in the future	前景；可能性	常見 job prospects、future prospects，多用複數形式描述未來的機會或展望。	Her job prospects improved after she earned the certification.	取得證照後，她的求職前景有所改善。	[{"text":"the prospect of success","meaningZh":"成功的可能性"}]
prospective	adjective	adjective	expected or likely to happen or become something in the future	未來的；可能的	常修飾 buyer、employer、student，指尚未確定但可能成為某身分的人。	The real estate agent showed the house to prospective buyers.	房地產仲介向潛在買家展示了這棟房子。	[{"text":"prospective customers","meaningZh":"潛在顧客"}]
prosperity	noun	noun	the state of being successful, especially financially	繁榮；興盛	常見 economic prosperity，指整體經濟或生活狀況的富足與成功。	The country enjoyed decades of peace and prosperity.	這個國家享有數十年的和平與繁榮。	[{"text":"economic prosperity","meaningZh":"經濟繁榮"}]
protein	noun	noun	an essential nutrient made of amino acids, found in foods such as meat, eggs, and beans	蛋白質	營養學常見詞彙，指身體組織生長修復所需的基本營養素。	Eating enough protein is important for muscle recovery.	攝取足夠的蛋白質對肌肉恢復很重要。	[{"text":"a source of protein","meaningZh":"蛋白質來源"}]
protocol	noun	noun	a set of official or formal rules governing behavior, or a system of rules for data exchange	協定；禮儀規範	外交場合指正式禮儀規則；科技語境則指資料傳輸的技術規範，如 internet protocol。	Diplomats must follow strict protocol during state visits.	外交官在國事訪問期間必須遵守嚴格的禮儀規範。	[{"text":"diplomatic protocol","meaningZh":"外交禮儀"},{"text":"a communication protocol","meaningZh":"通訊協定"}]
prototype	noun	noun	an original model on which later versions are based, especially of a machine or product	原型	常見於工程、產品開發語境，指正式量產前製作的初步模型。	The engineers tested the prototype before mass production.	工程師在量產前先測試了原型機。	[{"text":"a working prototype","meaningZh":"可運作的原型"}]
provenance	noun	noun	the place of origin or history of an object, especially of a work of art	來源；出處	常見於藝術品鑑定語境，指作品的來歷與所有權歷史紀錄。	The painting's provenance was traced back to a 17th-century collector.	這幅畫的來源被追溯到一位十七世紀的收藏家。	[{"text":"establish the provenance","meaningZh":"查明來源"}]
province	noun	noun	an administrative division of a country, or an area of responsibility or expertise	省；領域；職權範圍	地理上指行政區劃；引申義指某人的專業領域，如 that's not my province。	Taxation policy falls within the province of the finance ministry.	稅務政策屬於財政部的職權範圍。	[{"text":"a coastal province","meaningZh":"沿海省分"},{"text":"within the province of","meaningZh":"在……的職權範圍內"}]
provincial	adjective	adjective	having limited or narrow-minded views, typical of people from rural areas	偏狹的；土氣的	帶輕微貶意，形容人思想狹隘、不見多識廣，也可單純指「省的、地方的」。	His provincial attitude made him resistant to new ideas.	他偏狹的態度讓他抗拒新的想法。	[{"text":"a provincial outlook","meaningZh":"狹隘的眼光"}]
provisional	adjective	adjective	arranged or agreed on a temporary basis, subject to later confirmation	暫時的；臨時的	常見 provisional government、provisional agreement，強調尚未正式定案。	A provisional government was formed after the election dispute.	選舉爭議之後，成立了一個臨時政府。	[{"text":"a provisional agreement","meaningZh":"臨時協議"}]
provoke	verb	verb	to cause a strong reaction, especially anger, or to deliberately annoy someone	激起；挑釁	常接 anger、reaction 等抽象名詞，或指故意惹怒他人使其反應。	His comments provoked outrage among the audience.	他的言論激起了聽眾的憤怒。	[{"text":"provoke a reaction","meaningZh":"引發反應"}]
prowl	verb	verb	to move around quietly and stealthily, especially while hunting or looking for something	潛行；徘徊尋找	常用於描述動物覓食或人四處遊蕩伺機而動，帶有隱密、警戒的意味。	A tiger was seen prowling near the village at night.	夜裡有人看見一隻老虎在村莊附近潛行。	[{"text":"prowl the streets","meaningZh":"在街上徘徊尋找"}]
proximity	noun	noun	nearness in space, time, or relationship	接近；鄰近	常見 in close proximity to，強調空間或關係上的靠近程度。	The hotel's proximity to the airport makes it convenient for travelers.	這家飯店靠近機場，對旅客來說相當方便。	[{"text":"in close proximity to","meaningZh":"緊鄰……"}]
prudence	noun	noun	careful and sensible behavior, especially in managing money or making decisions	審慎；謹慎	正式用語，常見於財務或決策語境，強調小心考量後果。	Financial prudence helped the family save for retirement.	財務上的審慎讓這個家庭得以為退休存錢。	[{"text":"exercise prudence","meaningZh":"行事審慎"}]
prudent	adjective	adjective	acting with care and thought for the future; sensible	審慎的；明智的	常修飾 decision、investment，強調基於長遠考量而做出的明智選擇。	It would be prudent to save some money for emergencies.	為緊急狀況預留一些存款會是明智之舉。	[{"text":"a prudent decision","meaningZh":"審慎的決定"}]
psalm	noun	noun	a sacred song or poem of praise, especially one from the Book of Psalms in the Bible	聖詩；詩篇	多指《舊約聖經》〈詩篇〉中的宗教詩歌，常用於禮拜或讚美儀式。	The congregation sang a psalm before the sermon began.	會眾在講道開始前唱了一首詩篇。	[{"text":"sing a psalm","meaningZh":"唱聖詩"}]
psychiatric	adjective	adjective	relating to the diagnosis and treatment of mental illness	精神病學的；精神科的	常修飾 hospital、treatment、disorder，屬醫學正式用語，與 psychological 不同，後者較廣泛指心理層面。	He was admitted to a psychiatric hospital after the breakdown.	他在精神崩潰後被送進了精神科醫院。	[{"text":"psychiatric treatment","meaningZh":"精神科治療"}]
psychologist	noun	noun	a person who studies or specializes in the science of the mind and behavior	心理學家	指以心理學為專業的人，須與 psychiatrist（精神科醫師，可開藥）區分。	The psychologist helped her work through her anxiety.	這位心理學家協助她克服了焦慮。	[{"text":"a clinical psychologist","meaningZh":"臨床心理師"}]
psychology	noun	noun	the scientific study of the human mind and its functions	心理學	學術領域名稱；也可口語指某人或某群體的「心理狀態」，如 team psychology。	She is majoring in psychology at university.	她在大學主修心理學。	[{"text":"developmental psychology","meaningZh":"發展心理學"}]
publication	noun	noun	a book, magazine, or other printed work made available to the public	出版品；刊物	可數名詞，指具體的書刊；不可數時指出版這項行為，如 the publication of the report。	The scientific journal is a respected academic publication.	這份科學期刊是備受敬重的學術出版品。	[{"text":"an academic publication","meaningZh":"學術刊物"}]
publicity	noun	noun	public attention or media coverage given to someone or something	公開報導；宣傳	不可數名詞，常見 get publicity、bad publicity；多指媒體曝光而非刻意的廣告宣傳。	The film received a lot of publicity before its release.	這部電影上映前受到了大量的媒體報導。	[{"text":"generate publicity","meaningZh":"引起媒體關注"}]
puddle	noun	noun	a small pool of liquid, especially rainwater, on the ground	水坑；小水窪	常見 rain puddle；日常用語，指路面積水形成的小水池。	The children jumped in puddles after the storm.	暴風雨過後，孩子們在水坑裡跳來跳去。	[{"text":"a puddle of water","meaningZh":"一灘水"}]
puerile	adjective	adjective	childish and silly in a way that is inappropriate for an adult	幼稚的；孩子氣的	帶負面含意，形容成年人的行為或言論不成熟，比 childish 語氣更正式且更貶意。	His puerile jokes annoyed the other guests at the dinner party.	他幼稚的笑話讓晚宴上的其他賓客感到厭煩。	[{"text":"puerile jokes","meaningZh":"幼稚的笑話"}]
pugnacious	adjective	adjective	eager or quick to argue or fight	好鬥的；好戰的	形容人個性或言論帶有攻擊性，常修飾 attitude、manner。	The senator was known for his pugnacious debating style.	這位參議員以好鬥的辯論風格聞名。	[{"text":"a pugnacious attitude","meaningZh":"好鬥的態度"}]
pulse	noun	noun	the regular beating of blood through the arteries, felt especially at the wrist or neck	脈搏	醫學及日常用語，常見 take/feel someone's pulse；也可比喻指事物的節奏或動態，如 the pulse of the city。	The nurse checked the patient's pulse every hour.	護理師每小時檢查一次病人的脈搏。	[{"text":"take someone's pulse","meaningZh":"替某人量脈搏"}]
pummel	verb	verb	to hit someone repeatedly, especially with the fists	連續猛擊；痛打	口語用法，強調重複、有力的擊打動作，常用於描述拳打或比喻猛烈攻擊（如媒體抨擊）。	The boxer pummeled his opponent in the final round.	這位拳擊手在最後一回合痛打了對手。	[{"text":"pummel someone with your fists","meaningZh":"用拳頭連續猛擊某人"}]
pump	noun	noun	a device used to move liquid or gas from one place to another, or to force air into something	幫浦；抽水機；打氣筒	常見 water pump、bicycle pump；也可作動詞 pump water/air，表示用幫浦輸送或加壓。	The gas station has several pumps for different fuel types.	這座加油站有好幾個不同油種的加油幫浦。	[{"text":"a water pump","meaningZh":"抽水幫浦"}]
pumpkin	noun	noun	a large round orange fruit with a thick shell, often used in cooking or as a Halloween decoration	南瓜	常見於萬聖節裝飾（jack-o'-lantern）或秋季料理，如 pumpkin pie。	They carved a pumpkin for Halloween.	他們雕刻了一顆南瓜來過萬聖節。	[{"text":"pumpkin pie","meaningZh":"南瓜派"}]
punch	noun	noun	a quick, hard blow with a closed fist	拳擊；一拳	常見 throw a punch、a punch in the face；也可作動詞 punch someone，指用拳頭擊打。	He landed a punch square on his opponent's jaw.	他一拳正中對手的下巴。	[{"text":"throw a punch","meaningZh":"揮拳"}]
punctilious	adjective	adjective	very careful and precise about details, especially rules of behavior	一絲不苟的；拘泥細節的	常修飾 person、attention to detail，語氣正式，強調近乎苛求的謹慎與規矩。	She was punctilious about following office etiquette.	她對遵守辦公室禮儀一絲不苟。	[{"text":"punctilious about etiquette","meaningZh":"非常講究禮節"}]
puncture	noun	noun	a small hole made by a sharp object, especially in a tire	刺孔；戳破的洞	常見 tire puncture，也可作動詞 puncture a tire/balloon，表示戳破、刺穿。	He got a puncture on his bike tire during the ride.	他騎車途中，腳踏車輪胎被戳破了一個洞。	[{"text":"a tire puncture","meaningZh":"輪胎破孔"}]
pungent	adjective	adjective	having a sharp, strong smell or taste	刺激性的；辛辣的	常修飾 smell、odor、taste，形容味道或氣味濃烈刺鼻，如 garlic's pungent aroma。	The pungent smell of garlic filled the kitchen.	廚房裡瀰漫著大蒜刺鼻的氣味。	[{"text":"a pungent smell","meaningZh":"刺鼻的氣味"}]
puny	adjective	adjective	small and weak, especially in a way that seems inadequate	瘦弱的；微不足道的	常帶輕視語氣，形容身體弱小或力量、規模不足，如 puny effort。	His puny arms could barely lift the box.	他瘦弱的手臂幾乎抬不動那個箱子。	[{"text":"a puny effort","meaningZh":"微不足道的努力"}]
purchase	noun	noun	something bought, or the act of buying something	購買；購買的物品	常見 make a purchase；也可作動詞 purchase something，語氣比 buy 正式。	She was happy with her new purchase.	她對自己新買的東西感到滿意。	[{"text":"make a purchase","meaningZh":"購買"},{"text":"proof of purchase","meaningZh":"購買證明"}]
pure	adjective	adjective	not mixed with anything else; complete and total	純的；純粹的	常修飾物質（pure gold）或抽象程度（pure luck），強調不含雜質或百分之百的性質。	The necklace is made of pure gold.	這條項鍊是純金打造的。	[{"text":"pure gold","meaningZh":"純金"},{"text":"pure coincidence","meaningZh":"純屬巧合"}]
purport	verb	verb	to claim to be or do something, especially when this may not be true	聲稱；意圖是	常見 purport to be/do，語氣帶懷疑，暗示所聲稱的內容可能不實。	The document purports to be an official government report.	這份文件聲稱是一份官方政府報告。	[{"text":"purport to be","meaningZh":"聲稱是"}]
pursue	verb	verb	to follow or work toward achieving a goal, career, or activity over time	追求；從事	常接抽象受詞，如 pursue a career、pursue happiness，強調長期投入努力達成目標。	She decided to pursue a career in medicine.	她決定投身醫學這項職業。	[{"text":"pursue a career in","meaningZh":"從事……方面的職業"}]
pursuit	noun	noun	an activity that someone spends time on, especially for pleasure; the act of chasing something	追求的活動；愛好；追逐	常見 leisure pursuits（休閒活動）或 in pursuit of（追求某事）。	Gardening is one of her favorite pursuits.	園藝是她最喜愛的休閒活動之一。	[{"text":"in pursuit of","meaningZh":"追求"},{"text":"leisure pursuits","meaningZh":"休閒活動"}]
putative	adjective	adjective	generally believed or assumed to be the case, though not proven	據稱的；推定的	正式、法律語境常見，如 putative father，指未經證實但普遍被認定的身分或事實。	He is the putative author of the anonymous letter.	他被推定是這封匿名信的作者。	[{"text":"the putative cause","meaningZh":"推定的原因"}]
puzzle	noun	noun	a game or problem designed to test ingenuity or knowledge	謎題；拼圖	常見 jigsaw puzzle、crossword puzzle；也可指令人困惑不解的情況。	She spent the afternoon working on a jigsaw puzzle.	她花了一整個下午拼拼圖。	[{"text":"a jigsaw puzzle","meaningZh":"拼圖"}]
pyramid	noun	noun	a large stone structure with a square base and four triangular sides, especially those built in ancient Egypt	金字塔	常指埃及古蹟；也可比喻指組織架構，如 pyramid scheme（老鼠會、金字塔騙局）。	Tourists from around the world visit the pyramids of Egypt.	來自世界各地的遊客造訪埃及的金字塔。	[{"text":"the Egyptian pyramids","meaningZh":"埃及金字塔"}]
qualification	noun	noun	a skill, quality, or official record that makes someone suitable for a job or task	資格；條件	常見 job qualifications、academic qualifications，指達成某職位或任務所需的能力或證明。	A teaching qualification is required for this position.	這個職位需要教師資格。	[{"text":"academic qualifications","meaningZh":"學歷"}]
qualify	verb	verb	to have the right skills or meet the requirements needed for something	取得資格；具備資格	常見 qualify for/as，如 qualify for a loan、qualify as a doctor。	She qualified as a lawyer after passing the bar exam.	她通過律師考試後取得了律師資格。	[{"text":"qualify for a grant","meaningZh":"符合補助申請資格"},{"text":"qualify as a teacher","meaningZh":"取得教師資格"}]
qualitative	adjective	adjective	relating to the nature or quality of something rather than its quantity	性質上的；定性的	常與 quantitative 相對，用於研究方法語境，如 qualitative research（質性研究）。	The study used qualitative research methods, such as interviews.	這項研究採用了質性研究方法，例如訪談。	[{"text":"qualitative research","meaningZh":"質性研究"}]
quantitative	adjective	adjective	relating to or measured by quantity or amount	數量上的；定量的	與 qualitative 相對，強調可用數字衡量的資料，如 quantitative analysis（量化分析）。	The report relies heavily on quantitative data from surveys.	這份報告大量依賴問卷調查的量化資料。	[{"text":"quantitative analysis","meaningZh":"定量分析"}]
quantity	noun	noun	an amount or number of something, especially one that can be measured	數量；量	常見 a large/small quantity of，強調可測量或計算的「量」，與 quality（品質）相對。	The factory produces a large quantity of goods each day.	這家工廠每天生產大量商品。	[{"text":"in large quantities","meaningZh":"大量地"}]
quantum	noun	noun	the smallest possible discrete amount of a physical property, or a required amount or portion	量子；量	物理學術語（quantum physics）；日常用語中也可指「一定的量」，如 a quantum of truth。	Quantum theory revolutionized our understanding of physics.	量子理論徹底改變了我們對物理學的理解。	[{"text":"a quantum of energy","meaningZh":"一個能量量子"}]
quarantine	noun	noun	a period of isolation imposed on people or animals to prevent the spread of disease	隔離；檢疫	常見 put someone in quarantine；也可作動詞 quarantine a patient，指強制隔離以防疾病傳播。	The travelers were placed in quarantine for two weeks.	這些旅客被隔離檢疫了兩週。	[{"text":"in quarantine","meaningZh":"處於隔離中"}]
quarry	verb	verb	to dig stone, sand, or other material out of the ground	開採（石材等）	常接 stone、marble 等受詞，指從地表挖掘石材；名詞則指採石場。	Workers quarried marble from the hillside.	工人們從山坡上開採大理石。	[{"text":"quarry stone","meaningZh":"開採石材"}]
quash	verb	verb	to officially reject a legal decision, or to stop something forcefully	撤銷（判決）；鎮壓	法律語境指撤銷判決（quash a conviction）；一般語境則指強力平息（quash a rumor/rebellion）。	The appeals court quashed his conviction.	上訴法院撤銷了他的定罪判決。	[{"text":"quash a conviction","meaningZh":"撤銷定罪"}]
queasy	adjective	adjective	feeling as if you are going to vomit, or feeling uneasy about something	反胃的；不安的	常見 feel queasy，可指生理上的噁心想吐，也可比喻指心理上的不安、緊張。	The rough boat ride made her feel queasy.	船隻顛簸的航程讓她感到反胃。	[{"text":"feel queasy","meaningZh":"覺得反胃"}]
quell	verb	verb	to stop or suppress something, especially a feeling or a disturbance	平息；壓制	常接 fear、rebellion、rumor 等，語氣正式，指用力量或行動使某事平息下來。	The government sent troops to quell the uprising.	政府派遣軍隊鎮壓了這場暴動。	[{"text":"quell a rebellion","meaningZh":"平息叛亂"},{"text":"quell fears","meaningZh":"消除恐懼"}]
querulous	adjective	adjective	complaining a lot in an irritable or whining way	愛抱怨的；牢騷滿腹的	形容人習慣性地抱怨、語氣不滿，常修飾 tone、voice。	The querulous old man complained about everything at dinner.	這位愛抱怨的老人在晚餐時對每件事都有意見。	[{"text":"a querulous tone","meaningZh":"牢騷滿腹的口氣"}]
query	noun	noun	a question, especially one expressing doubt or requesting information	疑問；詢問	常見 a query about，也可作動詞 query something，表示對某事提出質疑或詢問。	He sent a query to customer support about his order.	他向客服提出了關於訂單的詢問。	[{"text":"raise a query","meaningZh":"提出疑問"}]
quest	noun	noun	a long search for something that is difficult to find, often for a specific purpose	追尋；探索	常見 quest for + N，如 quest for knowledge/truth，語氣帶有史詩、冒險色彩。	Her quest for the perfect recipe took years.	她追尋完美食譜的過程花了好幾年。	[{"text":"a quest for knowledge","meaningZh":"對知識的追求"}]
questionable	adjective	adjective	not certain to be true, appropriate, or of good quality; possibly wrong or dishonest	可疑的；有問題的	常修飾 decision、ethics、quality，表示對某事的正當性或真實性有所質疑。	The company's accounting practices were highly questionable.	這家公司的會計作法非常可疑。	[{"text":"questionable motives","meaningZh":"可疑的動機"}]
questionnaire	noun	noun	a set of written questions used to collect information from people	問卷	常見 fill out a questionnaire，指用於調查或研究的書面問題表。	Participants were asked to complete a questionnaire about their eating habits.	參與者被要求填寫一份關於飲食習慣的問卷。	[{"text":"fill out a questionnaire","meaningZh":"填寫問卷"}]
queue	noun	noun	a line of people or vehicles waiting for something	隊伍；排隊	英式用語（美式常用 line）；電腦科學語境中則指等待處理的工作序列。	We had to wait in a long queue to buy tickets.	我們必須排一條長長的隊伍才能買到票。	[{"text":"join the queue","meaningZh":"加入隊伍"}]
quilt	noun	noun	a warm bed covering made of two layers of fabric with soft material stitched between them	棉被；被子	常見 patchwork quilt（拼布被），強調手工縫製、有厚度的寢具，與薄毯 blanket 不同。	Her grandmother made her a beautiful patchwork quilt.	她的祖母為她做了一床美麗的拼布被。	[{"text":"a patchwork quilt","meaningZh":"拼布被"}]
quip	noun	noun	a short, clever, and amusing remark	妙語；俏皮話	常見 make a quip，強調簡短機智、帶點諷刺幽默的話語。	He made a witty quip that had everyone laughing.	他說了一句機智的妙語，逗得大家哈哈大笑。	[{"text":"make a quip","meaningZh":"說一句俏皮話"}]
