lemma	sense	register	grammarPatterns
attendant	noun	neutral,business	["a flight/parking attendant","an attendant at + noun"]
attendant	noun_present	formal	["the attendants at + noun"]
attendant	adjective	formal,academic	["sth and its attendant + plural noun","attendant risks/problems"]
attest	verb	formal,academic	["attest to + noun","as + noun + attest"]
attest	verb_certify	formal,technical	["attest a signature/document","attest that + clause"]
attest	verb_language	academic,technical	["be first attested in + noun","be attested as + noun"]
attraction	noun	neutral	["the attraction of + noun","an attraction for sb"]
attraction	noun_place	neutral,business	["a tourist attraction","the main attraction"]
attraction	noun_force	technical,academic	["gravitational attraction","attraction between + plural noun"]
attractive	adjective	neutral	["an attractive + noun","attractive to sb"]
attractive	adjective_force	technical,academic	["an attractive force","an attractive force between + plural noun"]
attune	verb	formal,academic	["be attuned to + noun","attune sb/sth to + noun"]
auction	noun	neutral,business	["sell sth at auction","put sth up for auction"]
auction	verb	neutral,business	["auction + noun","auction sth off"]
auction	noun_bridge	technical	["auction bridge","a game of auction"]
audacious	adjective	formal,literary	["an audacious + noun","audacious enough to do sth"]
audit	noun	business,technical,formal	["conduct/carry out an audit","an audit of + noun"]
audit	verb	business,technical	["audit + noun","audit the accounts"]
audit	verb_course	academic,neutral	["audit a course/class"]
auditor	noun	business,formal	["an external/independent auditor","the auditor of + noun"]
auditor	noun_student	academic	["an auditor of a course","admit sb as an auditor"]
augment	verb	formal,academic	["augment + noun","augment sth with + noun"]
austere	adjective	formal,literary	["an austere + noun","look/seem austere"]
austere	adjective_stern	formal,literary	["an austere + noun","an austere manner/expression"]
authentic	adjective	formal	["an authentic + noun","prove sth authentic"]
authentic	adjective_faithful	neutral,academic	["an authentic + noun","authentic to + noun"]
authenticity	noun	formal,academic	["the authenticity of + noun","question/verify authenticity"]
authorization	noun	formal,business	["written authorization","authorization to do sth","without authorization"]
authorize	verb	formal,business	["authorize sb to do sth","authorize + noun"]
automatic	adjective	neutral,technical	["an automatic + noun","fully automatic"]
automatic	adjective_unconscious	neutral	["an automatic + noun","an automatic response/reaction"]
automatic	adjective_inevitable	formal	["automatic entry to + noun","be automatic"]
automation	noun	technical,business	["the automation of + noun","increased automation"]
autonomous	adjective	formal,academic	["an autonomous + noun","autonomous from + noun"]
autonomous	adjective_machine	technical	["an autonomous vehicle/robot","operate autonomously"]
autonomy	noun	formal,academic	["grant sb autonomy","a degree of autonomy","autonomy over + noun"]
auxiliary	adjective	technical,formal	["an auxiliary + noun","auxiliary to + noun"]
avarice	noun	formal,literary	["human avarice","be driven by avarice"]
avenge	verb	formal,literary	["avenge + noun","avenge oneself on sb"]
avenue	noun	formal,business	["explore every avenue","an avenue for + noun","an avenue to + noun"]
aversion	noun	formal	["an aversion to + noun","have a strong aversion to + V-ing"]
aviation	noun	technical,business	["the aviation industry","civil/commercial aviation"]
avid	adjective	formal	["an avid + noun","avid for + noun"]
awareness	noun	neutral,academic	["raise awareness of + noun","awareness that + clause"]
awkward	adjective	spoken,informal	["an awkward + noun","feel awkward about + V-ing"]
axis	noun	technical,academic	["rotate on its axis","the x/y axis","an axis of + noun"]
babble	verb	informal,spoken	["babble about + noun","babble on about + noun"]
babble	noun	informal,spoken	["a babble of + plural noun","sb's babble about + noun"]
bachelor	noun	neutral	["a confirmed bachelor","remain a bachelor"]
backward	adjective	neutral	["a backward + noun","economically backward"]
bacon	noun	neutral,spoken	["a slice of bacon","fry/cook bacon"]
bacterium	noun	technical,academic	["a single bacterium","the bacterium that causes + noun"]
badge	noun	neutral	["wear a badge","a badge of + noun"]
badger	noun	neutral	["a badger's + noun","a family of badgers"]
badger	verb	informal,spoken	["badger sb to do sth","badger sb into + V-ing","badger sb about + noun"]
baffle	verb	neutral	["baffle sb","be baffled by + noun"]
baffle	noun	technical	["a baffle in + noun","install a baffle"]
bait	noun	neutral	["use sth as bait","put bait on + noun"]
bait	verb	informal	["bait sb","bait sb into + V-ing"]
balcony	noun	neutral	["on the balcony","a balcony overlooking + noun"]
bald	adjective	neutral,spoken	["go bald","a bald + noun"]
bald	verb	informal,spoken	["be balding","begin to bald"]
bale	noun	technical,neutral	["a bale of + noun","stack bales"]
bale	verb	technical	["bale + noun","bale the hay/straw"]
ballet	noun	formal	["study/do ballet","a ballet by + noun"]
ballot	noun	formal	["cast a ballot","a secret ballot","on the ballot"]
ballot	verb	formal,business	["ballot sb on + noun","ballot for + noun"]
banal	adjective	formal,literary	["a banal + noun","sound/seem banal"]
bang	noun	neutral,spoken	["a loud bang","with a bang"]
bang	verb	neutral,spoken	["bang sth on + noun","bang on + noun"]
banish	verb	formal,literary	["banish sb from + noun","banish sb to + noun"]
banker	noun	neutral,business	["an investment banker","a banker at + noun"]
bankruptcy	noun	business,formal,technical	["file for bankruptcy","declare bankruptcy","go into bankruptcy"]
banner	noun	neutral	["carry/hang a banner","a banner reading + noun"]
banner	adjective	informal,business	["a banner year","a banner + noun"]
bare	adjective	neutral,literary	["a bare + noun","bare of + noun"]
barely	adverb	neutral	["barely + verb","barely enough + noun","barely any + noun"]
bargain	noun	neutral,spoken	["a real bargain","a bargain at + noun","get a bargain"]
bargain	verb	neutral,business	["bargain with sb","bargain over/for + noun"]
barge	noun	technical,neutral	["by barge","a barge carrying + noun"]
barge	verb	informal,spoken	["barge into + noun","barge past sb"]
bark	noun	neutral,technical	["the bark of a tree","strip the bark from + noun"]
barn	noun	neutral	["in the barn","a barn full of + noun"]
baron	noun	formal,business	["a media/oil baron","the Baron of + noun"]
baroque	adjective	academic,formal	["baroque + noun","in the baroque style"]
barrel	noun	neutral,technical	["a barrel of + noun","the barrel of a gun"]
barren	adjective	formal,literary	["a barren + noun","barren land"]
barren	noun	literary,formal	["a vast barren","cross the barrens"]
barrier	noun	neutral,academic	["a barrier to + noun","break down barriers","a barrier between A and B"]
barter	noun	academic,business	["trade by barter","a barter economy"]
barter	verb	neutral,business	["barter A for B","barter with sb"]
basement	noun	neutral	["in the basement","a basement flat/apartment"]
basin	noun	technical,academic	["a river basin","the + noun + basin"]
batch	noun	neutral,technical	["a batch of + noun","in batches"]
batch	verb	technical,business	["batch + noun","batch sth together"]
battery	noun	neutral,technical	["a battery for + noun","replace a battery","run on batteries"]
bawl	verb	informal,spoken	["start to bawl","bawl at sb"]
bead	noun	neutral	["a string of beads","glass/wooden beads"]
bead	verb	neutral,literary	["bead on + noun","be beaded with + noun"]
beam	noun	neutral,technical	["a steel/wooden beam","a beam of light"]
bean	noun	neutral	["a can of beans","cook/soak beans"]
beard	noun	neutral	["grow a beard","a full/thick beard"]
beast	noun	literary,neutral	["a wild beast","a beast of + noun"]
beckon	verb	literary,formal	["beckon to sb","beckon sb to do sth"]
behalf	noun	formal,business	["on behalf of sb","on sb's behalf"]
behave	verb	neutral	["behave + adverb","behave oneself","behave like + noun"]
behavior	noun	neutral,academic	["sb's behavior toward sb","a change in behavior","antisocial behavior"]
belated	adjective	formal	["a belated + noun","belated recognition of + noun"]
belie	verb	formal,literary	["belie + noun","sth belies + noun"]
believer	noun	neutral	["a firm believer in + noun","a true believer"]
bellicose	adjective	formal,literary	["a bellicose + noun","bellicose toward + noun"]
belly	noun	informal,spoken	["sb's belly","lie on one's belly"]
beloved	adjective	literary,formal	["sb's beloved + noun","beloved by + noun"]
beloved	noun	literary	["sb's beloved","a letter to one's beloved"]
belt	noun	neutral	["wear/tighten a belt","the + noun + belt"]
bench	noun	neutral	["sit on a bench","a park bench"]
bend	noun	neutral	["a sharp bend","a bend in + noun"]
beneath	adverb	formal,literary	["the + noun + beneath","lie beneath"]
beneficial	adjective	formal,academic	["beneficial to/for sb","a beneficial effect on + noun","mutually beneficial"]
beneficiary	noun	formal,business	["the sole beneficiary of + noun","name sb as a beneficiary","the main beneficiary"]
beneficiary	adjective	formal,technical	["a beneficiary + noun"]
benevolent	adjective	formal,literary	["a benevolent + noun","benevolent toward sb"]
bequeath	verb	formal,literary	["bequeath sth to sb","bequeath sb sth"]
berate	verb	formal	["berate sb for + V-ing","berate sb"]
bereft	adjective	formal,literary	["bereft of + noun","feel bereft"]
besiege	verb	formal,literary	["besiege + noun","be besieged by/with + noun"]
bestow	verb	formal,literary	["bestow sth on/upon sb","bestow + noun"]
betray	verb	neutral,literary	["betray sb","sth betrays sb's + noun"]
bibliography	noun	academic,formal	["include a bibliography","a bibliography of + noun"]
bile	noun	technical,literary	["be full of bile","the bile produced by + noun"]
bilingual	adjective	academic,neutral	["bilingual in A and B","a bilingual + noun"]
billow	noun	literary	["billows of + noun","a billow of smoke"]
billow	verb	literary	["billow in + noun","billow out"]
bind	verb	formal,technical	["bind A to B","bind sb to + noun","be bound by + noun"]
biography	noun	neutral,academic	["a biography of sb","write a biography"]
biologist	noun	academic,technical	["a marine/molecular biologist","a biologist at + noun"]
biology	noun	academic,technical	["study biology","a degree in biology","marine biology"]
bite	noun	neutral,spoken	["take a bite of/out of + noun","a bite to eat"]
bizarre	adjective	neutral	["a bizarre + noun","it is bizarre that + clause"]
blade	noun	neutral,technical	["the blade of a knife","a sharp blade"]
blame	noun	neutral	["take/accept the blame for + noun","put the blame on sb"]
blame	verb	neutral	["blame sb for + noun","blame sth on sb"]
bland	adjective	neutral	["taste bland","a bland + noun"]
blank	noun	neutral	["fill in the blanks","leave a blank"]
blank	adjective	neutral	["a blank + noun","go blank"]
blank	verb	informal,spoken	["blank on + noun","blank sb"]
blanket	noun	neutral	["under a blanket","a blanket of + noun"]
blanket	verb	literary,neutral	["blanket + noun","be blanketed in/with + noun"]
blast	noun	neutral	["a bomb blast","a blast of + noun"]
blast	verb	informal	["blast + noun","blast sb for + V-ing"]
blatant	adjective	formal	["a blatant + noun","blatant disregard for + noun"]
bleach	verb	neutral	["bleach + noun","bleach sth white"]
bleach	noun	neutral,technical	["add bleach to + noun","household bleach"]
bleak	adjective	neutral,literary	["a bleak + noun","look/remain bleak"]
bleed	verb	neutral	["bleed from + noun","bleed sb dry"]
blend	verb	neutral	["blend A with B","blend A and B together","blend in"]
blend	noun	neutral	["a blend of + plural noun","a blend of A and B"]
bless	verb	formal,literary	["bless sb","be blessed with + noun"]
blight	noun	formal,technical	["urban blight","a blight on + noun"]
blight	verb	formal	["blight + noun","be blighted by + noun"]
blink	verb	neutral	["blink at sb","blink in + noun"]
blink	noun	neutral,spoken	["in the blink of an eye","with a blink"]
blockade	noun	formal,technical	["impose a blockade on + noun","lift a blockade","a naval blockade"]
blockade	verb	formal	["blockade + noun","blockade a port/road"]
blond	adjective	neutral	["blond hair","a blond + noun"]
blond	noun	informal	["a tall blond","the blond in + noun"]
blonde	adjective	neutral	["dye one's hair blonde","a blonde + noun"]
blonde	noun	informal	["a blonde with + noun","the blonde at + noun"]
bloom	noun	neutral,literary	["in full bloom","come into bloom"]
bloom	verb	neutral,literary	["bloom in + noun","bloom into + noun"]
blossom	verb	neutral,literary	["blossom into + noun","blossom in + noun"]
blouse	noun	neutral	["wear a blouse","a silk blouse"]
blur	verb	neutral	["blur + noun","blur the line between A and B"]
blurt	verb	informal,spoken	["blurt out + noun","blurt sth out"]
blush	verb	neutral	["blush at + noun","blush with + noun"]
blush	noun	neutral,literary	["a faint blush","a blush of + noun"]
boast	noun	neutral	["sb's boast about + noun","an idle boast"]
bode	verb	formal,literary	["bode well for + noun","bode ill for + noun"]
bogus	adjective	informal	["a bogus + noun","prove bogus"]
bohemian	noun	neutral,literary	["live as a bohemian","a community of bohemians"]
bohemian	adjective	neutral	["a bohemian + noun","bohemian in + noun"]
boil	noun	technical,neutral	["a boil on + noun","lance a boil"]
boil	verb	neutral	["boil + noun","bring sth to the boil","boil for + noun"]
bold	adjective	neutral	["a bold + noun","bold enough to do sth","in bold type"]
bolster	noun	neutral,technical	["a bolster under + noun","place a bolster"]
bolster	verb	formal,business,academic	["bolster + noun","bolster confidence in + noun"]
bolt	noun	neutral,technical	["tighten/loosen a bolt","the bolts on + noun"]
bombardment	noun	formal,technical	["heavy bombardment","the bombardment of + noun","a bombardment with + noun"]
bombastic	adjective	formal,literary	["a bombastic + noun","sound bombastic"]
bond	noun	neutral,business	["form a bond with sb","a bond between A and B","government bonds"]
bonus	noun	neutral,business	["receive a bonus","an added bonus","a year-end bonus"]
booklet	noun	neutral	["a booklet on/about + noun","hand out booklets"]
bookshop	noun	neutral	["browse in a bookshop","a secondhand bookshop"]
boom	noun	neutral,business	["an economic boom","a boom in + noun"]
boost	noun	neutral,business	["give sb/sth a boost","a boost to + noun","a boost in + noun"]
boost	verb	neutral,business	["boost + noun","boost sth by + noun"]
booth	noun	neutral,business	["a booth at + noun","rent/set up a booth"]
boulder	noun	neutral	["a huge boulder","climb over a boulder"]
bounce	noun	neutral	["the bounce of + noun","lose its bounce"]
bounce	verb	neutral	["bounce off + noun","bounce back"]
boundary	noun	neutral,academic	["set boundaries","the boundary between A and B","cross a boundary"]
bourgeois	noun	formal,academic	["a typical bourgeois","the petty bourgeois"]
bourgeois	adjective	formal,academic,literary	["a bourgeois + noun","typically bourgeois"]
bout	noun	neutral	["a bout of + noun","a bout with + noun"]
bowel	noun	technical	["a bowel + noun","empty the bowels"]
boycott	noun	neutral,business	["a boycott of + noun","organize a boycott","call for a boycott"]
boycott	verb	neutral,business	["boycott + noun","boycott sth over + noun"]
brace	noun	technical,neutral	["wear a brace","a brace for + noun"]
bracket	noun	neutral,business,technical	["an income/tax bracket","fall into a bracket","a bracket for + noun"]
braid	noun	neutral	["wear one's hair in a braid","a long braid"]
braid	verb	neutral	["braid + noun","braid sb's hair"]
brake	noun	neutral,technical	["hit/apply the brake","a brake on + noun"]
brand	noun	business,neutral	["a brand of + noun","a leading brand","brand loyalty"]
brand	verb	formal	["brand sb as + noun","brand + noun"]
brandish	verb	literary,formal	["brandish + noun","brandish sth at sb"]
brash	adjective	informal	["a brash + noun","sound/seem brash"]
brass	noun	neutral,technical	["be made of brass","polished brass","the brass section"]
brawl	noun	informal	["a brawl between + plural noun","get into a brawl"]
brawl	verb	informal	["brawl with sb","brawl in/outside + noun"]
brazen	adjective	formal	["a brazen + noun","brazen enough to do sth"]
brazen	verb	informal,spoken	["brazen it out","brazen sth out"]
breach	noun	formal,technical,business	["a breach of + noun","in breach of + noun","a breach in + noun"]
breakdown	noun	neutral,business	["a breakdown in + noun","a breakdown of + noun","suffer a breakdown"]
breakthrough	noun	neutral,academic,business	["a breakthrough in + noun","make a breakthrough"]
breed	noun	neutral,technical	["a breed of + noun","a rare breed"]
breed	verb	neutral,technical	["breed + noun","breed sth in captivity"]
breeze	noun	neutral	["a gentle breeze","a breeze from + noun","be a breeze"]
breeze	verb	informal,spoken	["breeze through + noun","breeze into + noun"]
bribe	noun	formal	["accept/take a bribe","offer sb a bribe"]
bribe	verb	neutral	["bribe sb to do sth","bribe sb with + noun"]
brick	noun	neutral	["be made of brick","a brick wall"]
brief	noun	formal,business,technical	["prepare a brief","a brief for + noun"]
brief	adjective	formal	["a brief + noun","be brief","in brief"]
brief	verb	formal,business	["brief sb on + noun","be briefed about + noun"]
brim	noun	neutral	["to the brim","the brim of a hat"]
brim	verb	literary	["brim with + noun","brim over with + noun"]
brisk	verb	informal,business	["brisk up","brisk sth up"]
bristle	noun	neutral,technical	["the bristles of a brush","stiff bristles"]
bristle	verb	neutral,literary	["bristle at + noun","bristle with + noun"]
brittle	adjective	neutral,technical	["a brittle + noun","become brittle with age"]
broach	verb	formal	["broach the subject of + noun","broach sth with sb"]
brochure	noun	neutral,business	["a brochure about/on + noun","hand out brochures"]
broil	verb	neutral,technical	["broil + noun","broil sth over + noun"]
bronze	noun	neutral,technical	["be cast in bronze","be made of bronze"]
bronze	adjective	neutral	["a bronze + noun","a deep bronze"]
brood	noun	neutral,technical	["a brood of + plural noun","raise a brood"]
brood	verb	neutral,literary	["brood over/on + noun","brood about + noun"]
browse	verb	neutral	["browse through + noun","browse + noun"]
browse	noun	informal,spoken	["have a browse through + noun","a quick browse"]
brutal	adjective	neutral	["a brutal + noun","brutally honest"]
brute	noun	informal,literary	["a brute of a + noun","treat sb like a brute"]
brute	adjective	neutral	["brute force","by brute + noun"]
bubble	noun	neutral,business	["a bubble of + noun","a housing bubble","a bubble bursts"]
bubble	verb	neutral	["bubble with + noun","bubble up"]
buck	noun	informal,spoken	["a few bucks","make a buck"]
buck	verb	neutral,business	["buck the trend","buck + noun"]
bucket	noun	neutral	["a bucket of + noun","fill a bucket with + noun"]
buckle	noun	neutral	["a belt buckle","fasten a buckle"]
buckle	verb	neutral	["buckle under + noun","buckle up"]
buddy	noun	informal,spoken	["sb's best buddy","a buddy from + noun"]
buggy	adjective	informal,technical	["a buggy + noun","be buggy"]
buggy	noun	neutral	["a horse-drawn buggy","ride in a buggy"]
bulb	noun	neutral,technical	["change a bulb","a light bulb","plant bulbs"]
bulge	noun	neutral	["a bulge in + noun","a noticeable bulge"]
bulge	verb	neutral	["bulge with + noun","bulge out"]
bulk	noun	formal,business	["the bulk of + noun","in bulk","buy sth in bulk"]
bulk	verb	informal	["bulk up","bulk sth out"]
bull	noun	neutral	["an adult bull","a bull elephant/seal"]
bulletin	noun	formal,business	["issue a bulletin","a news bulletin","a bulletin on/about + noun"]
bump	noun	neutral,spoken	["a bump on + noun","get a bump"]
bump	verb	neutral,spoken	["bump into sb","bump against + noun"]
bunch	noun	informal	["a bunch of + plural noun","a whole bunch of + noun"]
bundle	noun	neutral	["a bundle of + noun","tie sth into a bundle"]
bundle	verb	neutral,business	["bundle A with B","bundle sth together","bundle sth into + noun"]
bungalow	noun	neutral	["a small bungalow","live in a bungalow"]
buoy	noun	technical,neutral	["a marker buoy","mark sth with buoys"]
buoy	verb	formal	["buoy + noun","be buoyed by + noun"]
buoyant	adjective	formal,business	["remain buoyant","a buoyant + noun"]
burden	noun	formal	["a burden on/for sb","carry a burden","the burden of + noun"]
burden	verb	formal	["burden sb with + noun","be burdened by + noun"]
bureaucracy	noun	formal,academic,business	["government bureaucracy","deal with the bureaucracy","layers of bureaucracy"]
burial	noun	formal	["a burial site","the burial of + noun"]
bush	noun	neutral	["a + noun + bush","plant a bush"]
butt	noun	informal	["the butt of + noun","become the butt of jokes"]
cabin	noun	neutral	["a log cabin","a cabin in + noun"]
cabin	verb	formal,literary	["be cabined in + noun","cabin sb"]
cable	noun	neutral,technical	["an undersea cable","a cable connecting A and B","lay a cable"]
cadence	noun	formal,literary,academic	["the cadence of + noun","a gentle cadence"]
cafe	noun	neutral	["in/at a cafe","a small cafe"]
calamity	noun	formal,literary	["a calamity for + noun","avert a calamity"]
calcium	noun	technical,academic	["a source of calcium","calcium in + noun"]
calculate	verb	neutral,academic,technical	["calculate + noun","calculate how much/many + clause","calculate that + clause"]
calculation	noun	neutral,academic,technical	["do/make a calculation","sb's calculations show that + clause"]
calendar	noun	neutral	["mark sth on the calendar","the academic calendar"]
calendar	verb	formal,business	["calendar + noun","calendar sth for + noun"]
calibrate	verb	technical,academic	["calibrate + noun","calibrate sth to + noun"]
callous	adjective	formal	["a callous + noun","callous toward sb"]
callous	verb	formal,literary	["callous sb to + noun","be calloused to + noun"]
calm	adjective	neutral	["remain/stay calm","a calm + noun","keep calm"]
calm	verb	neutral	["calm sb down","calm + noun"]
camouflage	verb	neutral,technical	["camouflage + noun","camouflage sth with + noun"]
camouflage	noun	technical,neutral	["use sth as camouflage","in camouflage"]
campus	noun	neutral,academic	["on campus","a university campus"]
canal	noun	neutral,technical	["along the canal","a canal linking A and B"]
canal	verb	technical,formal	["canal + noun"]
candid	adjective	formal	["be candid about + noun","a candid + noun"]
cane	noun	neutral	["walk with a cane","lean on a cane"]
cane	verb	formal	["cane sb","be caned for + V-ing"]
canine	noun	technical	["an upper/lower canine","examine a canine"]
canine	adjective	technical,academic	["canine + noun","canine health/behavior"]
canonical	adjective	academic,formal,technical	["the canonical + noun","be considered canonical"]
canvas	noun	neutral,technical	["on canvas","a blank canvas","be made of canvas"]
canyon	noun	neutral	["the rim of the canyon","a deep canyon"]
capability	noun	formal,technical,business	["the capability to do sth","have the capability of + V-ing","military capability"]
capable	adjective	formal	["be capable of + V-ing","a capable + noun"]
capacity	noun	neutral,technical,business	["the capacity to do sth","a capacity of + noun","at full capacity"]
cape	noun	neutral,literary	["wear a cape","the Cape of + noun"]
capricious	adjective	formal,literary	["a capricious + noun","be capricious"]
caption	noun	neutral,technical	["a caption for/under + noun","write a caption"]
caption	verb	neutral,technical	["caption + noun","caption sth with + noun"]
captivate	verb	formal,literary	["captivate sb","be captivated by + noun"]
capture	noun	formal	["the capture of + noun","evade capture"]
carbohydrate	noun	technical,academic	["be rich in carbohydrates","complex carbohydrates"]
carbon	noun	technical,academic	["a carbon atom","be made of carbon"]
cargo	noun	technical,business	["a cargo of + noun","load/unload cargo","cargo bound for + noun"]
carol	noun	neutral	["sing carols","a Christmas carol"]
carriage	noun	formal	["a horse-drawn carriage","travel by carriage"]
carrot	noun	neutral	["chop carrots","a carrot and stick approach"]
cart	noun	neutral	["push a cart","a cart full of + noun"]
cart	verb	informal	["cart sth to + noun","cart sth around/off"]
cartoon	noun	neutral	["a cartoon about + noun","watch cartoons"]
cartoon	verb	neutral,literary	["cartoon sb as + noun"]
carve	verb	neutral	["carve sth out of + noun","carve + noun","carve sth into + noun"]
cassette	noun	neutral,technical	["a cassette tape","play a cassette"]
castigate	verb	formal,literary	["castigate sb for + V-ing","castigate + noun"]
casual	adjective	informal	["casual clothes/dress","a casual + noun"]
casualty	noun	formal	["heavy casualties","a casualty of + noun"]
catalog	noun	neutral,business	["a catalog of + noun","order sth from a catalog"]
catastrophe	noun	formal	["an environmental catastrophe","a catastrophe for + noun"]
categorical	adjective	formal,academic	["a categorical + noun","be categorical about + noun"]
cater	verb	business,neutral	["cater for/to + noun","cater an event"]
cathedral	noun	neutral	["in the cathedral","a Gothic cathedral"]
catholic	noun	neutral	["a devout Catholic","be raised a Catholic"]
catholic	adjective	formal	["the Catholic Church","catholic tastes in + noun"]
caucus	noun	formal	["hold a caucus","the party caucus","a caucus on + noun"]
caucus	verb	formal	["caucus with sb","caucus on + noun"]
causal	adjective	academic,technical	["a causal link between A and B","a causal + noun"]
caustic	noun	technical	["a strong caustic","handle caustics"]
caustic	adjective	technical,literary	["a caustic + noun","be caustic about + noun"]
caution	noun	formal	["proceed with caution","exercise caution","a word of caution"]
caution	verb	formal	["caution sb against + V-ing","caution sb about + noun","caution that + clause"]
cautious	adjective	formal	["be cautious about + V-ing","a cautious + noun","cautious of + noun"]
cave	noun	neutral	["in a cave","the mouth of a cave"]
cave	verb	informal	["cave in","cave in to + noun"]
cede	verb	formal,academic	["cede sth to sb","cede control of + noun"]
celebrity	noun	neutral	["a celebrity chef","a celebrity from + noun"]
celestial	adjective	literary,academic,technical	["celestial + plural noun","a celestial + noun"]
cellar	noun	neutral	["in the cellar","a wine cellar"]
cellular	adjective	technical,academic	["at a cellular level","cellular + noun"]
cement	noun	neutral,technical	["pour cement","a bag of cement"]
cemetery	noun	neutral	["be buried in a cemetery","a grave in the cemetery"]
censure	noun	formal,academic	["face censure","a vote of censure","censure for + noun"]
census	noun	formal,academic,technical	["conduct a census","the census shows that + clause","census data"]
census	verb	formal,technical	["census + noun"]
cereal	noun	neutral	["a bowl of cereal","breakfast cereal"]
cereal	adjective	technical,academic	["cereal crops","cereal + noun"]
cerebral	adjective	academic,technical	["cerebral + noun","a highly cerebral + noun"]
ceremony	noun	formal	["hold a ceremony","attend a ceremony","a graduation/wedding ceremony"]
certainty	noun	formal,academic	["with certainty","the certainty that + clause","a degree of certainty"]
certification	noun	formal,business,technical	["earn/obtain certification","certification in + noun"]
chamber	noun	formal,technical	["a + noun + chamber","in the chamber"]
champagne	noun	neutral	["a bottle of champagne","open the champagne"]
champion	noun	neutral	["become the champion","a champion of + noun","the defending champion"]
champion	verb	formal	["champion + noun","champion the cause of + noun"]
championship	noun	neutral	["win the championship","the national championship"]
chancellor	noun	formal,academic	["the chancellor of + noun","appoint a chancellor"]
channel	noun	neutral,business,technical	["a + noun + channel","through official channels","switch channels"]
channel	noun_figurative	formal	["a channel for + noun","find a channel for + noun"]
chaos	noun	neutral,academic	["descend into chaos","complete chaos","chaos in + noun"]
