lemma	sense	register	grammarPatterns
flaunt	verb	informal	["flaunt + noun","flaunt one's wealth","flaunt sth in front of sb"]
flavor	noun	neutral	["a + adjective + flavor","the flavor of + noun","add flavor to + noun"]
flaw	noun	formal	["a flaw in + noun","a fatal flaw","spot a flaw"]
fleck	noun	literary,neutral	["a fleck of + noun","flecks of + noun"]
fleck	verb	literary	["be flecked with + noun","fleck sth with + noun"]
flee	verb	formal,literary	["flee + noun","flee from + noun","flee to + noun"]
fleece	noun	neutral,technical	["a sheep's fleece","shear the fleece"]
fleece	verb	informal	["fleece sb","fleece sb out of + noun"]
fleet	noun	business,technical	["a fleet of + noun","operate a fleet"]
flexibility	noun	neutral,business	["flexibility in + noun","offer/provide flexibility","greater flexibility"]
flexible	adjective	neutral,business	["a flexible + noun","be flexible about + noun","become more flexible"]
flick	noun	informal	["a flick of + noun","with a flick of one's wrist"]
flick	verb	neutral	["flick + noun","flick sth on/off","flick through + noun"]
flinch	verb	neutral,literary	["flinch at + noun","flinch from + noun","not flinch"]
fling	noun	informal,spoken	["have a fling with sb","a brief fling"]
fling	verb	neutral,literary	["fling + noun","fling sth at/across + noun","fling sth open"]
flip	noun	informal	["do/perform a flip","a flip of + noun"]
flit	noun	literary	["a quick flit"]
flit	verb	literary	["flit from + noun + to + noun","flit about/around","flit between + noun"]
float	noun	neutral	["a parade float","ride on a float"]
flock	noun	neutral	["a flock of + noun","in flocks"]
flock	verb	neutral	["flock to + noun","flock together","flock around sb"]
flood	noun	neutral	["a flood of + noun","flash floods","be in flood"]
floppy	adjective	informal	["a floppy + noun","floppy ears/hat"]
florid	adjective	literary,formal	["florid prose/style","a florid + noun"]
flounder	verb	formal	["sb flounders","flounder in + noun","flounder around"]
flour	noun	neutral	["a cup of flour","sift/add the flour","plain/wholemeal flour"]
flourish	noun	literary,formal	["with a flourish","a flourish of + noun"]
flout	verb	formal	["flout + noun","flout the rules/law","openly flout + noun"]
fluctuation	noun	academic,technical	["fluctuations in + noun","a fluctuation of + noun","seasonal/market fluctuations"]
fluid	noun	technical,academic	["drink plenty of fluids","body fluids","a clear fluid"]
fluid	adjective	formal,technical	["a fluid + noun","remain fluid"]
flunk	noun	informal,spoken	["a flunk","after another flunk"]
flunk	verb	informal,spoken	["flunk + noun","flunk out of + noun"]
fluorescent	noun	informal,technical	["replace the fluorescents","a bank of fluorescents"]
fluorescent	adjective	technical,neutral	["a fluorescent + noun","fluorescent light/lighting"]
flush	noun	neutral,literary	["a flush of + noun","in the first flush of + noun"]
flush	verb	neutral	["flush red","flush with + noun","flush sth out/down"]
flutter	noun	neutral,literary	["a flutter of + noun","be in a flutter"]
flutter	verb	neutral,literary	["sth flutters","flutter in + noun","one's heart flutters"]
foam	noun	neutral,technical	["a layer of foam","foam rubber","foam on + noun"]
foam	verb	neutral,technical	["sth foams","foam up","foam at the mouth"]
fodder	noun	technical,neutral	["fodder for + noun","livestock fodder","store fodder"]
fodder	verb	technical	["fodder + noun","fodder the cattle"]
foil	noun	neutral,literary	["wrap sth in foil","aluminum foil","a foil to/for + noun"]
fold	noun	neutral,literary	["a fold in + noun","folds of + noun"]
folly	noun	formal,literary	["the folly of + V-ing","it is folly to + V","sheer folly"]
foolish	adjective	neutral,spoken	["a foolish + noun","it is foolish to + V","feel foolish"]
forbid	verb	formal	["forbid sb to + V","forbid + noun","forbid sb from + V-ing"]
foresee	verb	formal,academic	["foresee + noun","foresee that + clause","could not have foreseen + noun"]
foreshadow	verb	literary,academic	["foreshadow + noun","sth foreshadows sth"]
forestry	noun	technical,academic	["study forestry","the forestry industry","work in forestry"]
forfeit	noun	formal,business	["a forfeit of + noun","pay a forfeit"]
forfeit	verb	formal,business	["forfeit + noun","forfeit one's right to + noun"]
forge	noun	technical,neutral	["a blacksmith's forge","work at the forge"]
forge	verb	formal,technical	["forge + noun","forge an alliance/relationship with + noun","forge sth out of + noun"]
forgo	verb	formal	["forgo + noun","forgo the chance to + V"]
forlorn	adjective	literary	["a forlorn + noun","look forlorn"]
format	noun	technical,business	["in + noun + format","the format of + noun","change the format"]
format	verb	technical,business	["format + noun","format sth as + noun"]
formation	noun	academic,technical	["the formation of + noun","in formation"]
formerly	adverb	formal,academic	["formerly + past participle","formerly known as + noun"]
formidable	adjective	formal,literary	["a formidable + noun","a formidable opponent/reputation"]
formula	noun	academic,technical	["a formula for + noun","apply/derive a formula","memorize the formula"]
formulate	verb	academic,formal	["formulate + noun","formulate a plan/policy/theory"]
forsake	verb	literary,formal	["forsake sb/sth","forsake sth for + noun"]
forth	adverb	formal,literary	["set forth + noun","bring forth + noun","back and forth"]
forthcoming	adjective	formal,business	["the forthcoming + noun","in the forthcoming + noun"]
forthright	adjective	formal	["a forthright + noun","be forthright about + noun"]
fortify	verb	formal,technical	["fortify + noun","fortify sth against + noun","fortify sth with + noun"]
fortnight	noun	formal	["for a fortnight","a fortnight ago","in a fortnight's time"]
fortuitous	adjective	formal,academic	["a fortuitous + noun","be entirely fortuitous"]
fortunate	adjective	formal	["be fortunate to + V","be fortunate in + noun","it is fortunate that + clause"]
fortune	noun	neutral,business	["make a fortune","cost a fortune","a fortune in + noun"]
fortune	noun_luck	formal,literary	["good/bad fortune","the fortunes of + noun"]
forum	noun	formal,academic	["a forum for + noun","provide a forum","an online forum"]
fossil	noun	technical,academic	["a fossil of + noun","fossil remains","discover a fossil"]
foster	verb	formal,academic	["foster + noun","foster sth among + noun","foster cooperation/creativity"]
foster	verb_child	formal	["foster a child","foster sb"]
founder	noun	business,formal	["the founder of + noun","a co-founder of + noun"]
founder	verb	formal,literary	["sth founders","founder on/over + noun"]
fountain	noun	neutral	["a fountain in + noun","a fountain of + noun"]
fraction	noun	neutral,academic	["a fraction of + noun","only a small fraction"]
fraction	noun_math	academic,technical	["add/simplify fractions","express sth as a fraction"]
fracture	noun	technical,neutral	["a fracture in + noun","suffer a fracture","a hairline fracture"]
fracture	verb	technical,neutral	["fracture + noun","sth fractures"]
fragile	adjective	neutral,technical	["a fragile + noun","remain fragile","extremely fragile"]
fragment	noun	academic,neutral	["a fragment of + noun","fragments of + noun","break into fragments"]
fragrance	noun	literary,business	["the fragrance of + noun","a sweet fragrance"]
fragrant	adjective	literary,neutral	["a fragrant + noun","be fragrant with + noun"]
frame	noun	neutral,technical	["a frame of + noun","in a + adjective + frame","the frame of + noun"]
frank	adjective	neutral,spoken	["be frank about + noun","to be frank","a frank + noun"]
fraternal	adjective	formal,academic	["a fraternal + noun","fraternal bonds/ties"]
fraternity	noun	formal,academic	["join a fraternity","the + noun + fraternity"]
fraud	noun	formal,business	["commit fraud","be convicted of fraud","tax/credit card fraud"]
freight	noun	business,technical	["ship sth as freight","freight charges","air/rail freight"]
freight	verb	business,formal	["freight + noun","be freighted with + noun"]
frequency	noun	academic,technical	["the frequency of + noun","with increasing frequency"]
frequent	adjective	formal	["a frequent + noun","be a frequent visitor to + noun"]
frequent	verb	formal,literary	["frequent + noun","frequent a place"]
freshly	adverb	neutral	["freshly + past participle","freshly baked/painted"]
fringe	noun	neutral,academic	["on the fringe of + noun","the fringes of + noun","a fringe group"]
fringe	verb	literary	["be fringed with + noun","fringe + noun"]
frivolous	adjective	formal	["a frivolous + noun","a frivolous lawsuit/claim"]
frontier	noun	formal,academic	["the frontier between + noun + and + noun","push the frontiers of + noun","a new frontier"]
frown	noun	neutral	["a frown of + noun","with a frown"]
frown	verb	neutral	["frown at sb/sth","frown upon + noun","frown in + noun"]
frugal	adjective	formal	["a frugal + noun","be frugal with + noun"]
fruition	noun	formal,business	["come to fruition","bring sth to fruition"]
frustrate	verb	formal	["frustrate sb","frustrate + noun","be frustrated by + noun"]
frustration	noun	neutral	["in frustration","frustration with/at + noun","express one's frustration"]
fuel	noun	technical,neutral	["run out of fuel","fossil fuel","fuel for + noun"]
fuel	verb	formal	["fuel + noun","fuel speculation/anger","fuel sth with + noun"]
fulfil	verb	formal	["fulfil + noun","fulfil a promise/duty/dream","fulfil the requirements for + noun"]
functional	adjective	technical,neutral	["a functional + noun","fully functional"]
fundamental	adjective	academic,formal	["be fundamental to + noun","a fundamental + noun"]
fundamental	noun	academic,formal	["the fundamentals of + noun","master the fundamentals"]
furious	adjective	neutral,spoken	["be furious about/at + noun","be furious with sb","be furious that + clause"]
furnish	verb	formal	["furnish + noun","furnish sth with + noun"]
furrow	noun	technical,literary	["a furrow in + noun","plow furrows","deep furrows"]
furrow	verb	literary,neutral	["furrow one's brow","sth furrows"]
fury	noun	literary,formal	["in a fury","the fury of + noun","fly into a fury"]
fusion	noun	technical,academic	["a fusion of + noun + and + noun","nuclear fusion"]
fuss	noun	informal,spoken	["make a fuss about/over + noun","without any fuss"]
fuss	verb	informal,spoken	["fuss over + noun","fuss about + noun"]
fussy	adjective	informal,spoken	["be fussy about + noun","a fussy + noun"]
futile	adjective	formal,academic	["a futile + noun","it is futile to + V","futile attempts to + V"]
futility	noun	formal,academic	["the futility of + V-ing","recognize the futility of + noun"]
galaxy	noun	technical,academic	["a distant galaxy","the + noun + galaxy"]
gall	noun	informal,literary	["have the gall to + V","the sheer gall of sb"]
gall	verb	formal,literary	["sth galls sb","it galls sb to + V"]
gallery	noun	neutral,academic	["an art gallery","at/in a gallery","a gallery of + noun"]
gallon	noun	neutral,technical	["a gallon of + noun","miles per gallon"]
gallop	noun	neutral,literary	["break into a gallop","at a gallop"]
gallop	verb	neutral,literary	["gallop across/along + noun","gallop away","sth gallops"]
galvanize	verb	formal,literary	["galvanize sb into + V-ing","galvanize + noun","galvanize support for + noun"]
gamble	noun	neutral,business	["take a gamble","a gamble on + noun","a huge gamble"]
gamble	verb	neutral	["gamble on + noun","gamble sth away","gamble with + noun"]
gape	noun	neutral,literary	["a gape in + noun"]
gape	verb	neutral,literary	["gape at sb/sth","gape in + noun","stand gaping"]
garbage	noun	informal	["take out the garbage","throw sth in the garbage","talk garbage"]
garland	noun	literary,neutral	["a garland of + noun","wear a garland"]
garland	verb	literary,formal	["garland sb/sth with + noun","be garlanded with + noun"]
garment	noun	formal,business	["a + adjective + garment","the garment industry"]
garrulous	adjective	formal,literary	["a garrulous + noun","be garrulous about + noun"]
gasoline	noun	neutral,technical	["a gallon of gasoline","gasoline prices","run on gasoline"]
gasp	noun	neutral,literary	["a gasp of + noun","let out a gasp","with a gasp"]
gastric	adjective	technical,academic	["a gastric + noun","gastric ulcer/acid"]
gauge	noun	technical	["a fuel/pressure gauge","a gauge for + noun","read the gauge"]
gaunt	adjective	literary,formal	["look gaunt","a gaunt + noun"]
gaze	noun	literary,formal	["meet sb's gaze","a steady gaze","sb's gaze falls on + noun"]
gaze	verb	literary,formal	["gaze at sb/sth","gaze into + noun","gaze out of + noun"]
gear	noun	neutral,technical	["hiking/camping gear","gear for + noun"]
gear	verb	business,formal	["be geared toward + noun","gear sth to + noun"]
gene	noun	technical,academic	["a gene for + noun","the gene responsible for + noun","carry a gene"]
generality	noun	formal,academic	["speak in generalities","a generality about + noun"]
generate	verb	academic,technical	["generate + noun","generate income/electricity/interest","generate sth from + noun"]
generator	noun	technical	["run a generator","power sth with a generator"]
generic	adjective	technical,business	["a generic + noun","the generic version of + noun"]
generous	adjective	formal	["be generous with + noun","be generous to sb","a generous + noun"]
genetic	adjective	technical,academic	["a genetic + noun","genetic makeup/testing"]
genial	adjective	formal,literary	["a genial + noun","a genial manner"]
genius	noun	neutral,literary	["a genius at/for + noun","a work of genius","pure genius"]
genre	noun	academic,formal	["a genre of + noun","the + noun + genre","belong to a genre"]
genteel	adjective	literary,formal	["a genteel + noun","in a genteel manner"]
gentle	adjective	neutral	["a gentle + noun","be gentle with sb/sth"]
genuine	adjective	formal	["a genuine + noun","sound/seem genuine"]
geographic	adjective	academic,technical	["a geographic + noun","geographic distribution/location"]
ghastly	adjective	literary,informal	["a ghastly + noun","look ghastly"]
giant	noun	neutral,business	["a giant in + noun","a giant of + noun","an industry giant"]
giddy	adjective	informal,literary	["feel giddy","be giddy with + noun"]
giggle	verb	informal,spoken	["giggle at sth","giggle uncontrollably","start to giggle"]
giggle	noun	informal,spoken	["let out a giggle","with a giggle"]
gingerly	adverb	literary,formal	["gingerly + verb","move/step gingerly"]
glacial	adjective	technical,literary	["at a glacial pace","a glacial + noun"]
glacier	noun	technical,academic	["a melting glacier","the retreat of a glacier"]
glance	noun	neutral	["at a glance","a glance at + noun","steal a glance"]
glance	verb	neutral	["glance at sb/sth","glance around","glance over + noun"]
glare	noun	neutral,literary	["give sb a glare","the glare of + noun","the glare from + noun"]
glare	verb	neutral,literary	["glare at sb","sth glares down on + noun"]
glaze	noun	technical,neutral	["a glaze of + noun","apply a glaze"]
glaze	verb	technical,neutral	["glaze + noun","glaze sth with + noun"]
gleam	noun	literary	["a gleam of + noun","a gleam in sb's eye"]
gleam	verb	literary	["sth gleams","gleam in/under + noun","gleam with + noun"]
glimmer	noun	literary	["a glimmer of + noun","a glimmer of hope"]
glimmer	verb	literary	["sth glimmers","glimmer in + noun"]
glimpse	noun	neutral,literary	["catch a glimpse of + noun","a glimpse into + noun"]
glimpse	verb	literary,neutral	["glimpse + noun","glimpse sb + V-ing"]
glisten	verb	literary	["sth glistens","glisten with + noun","glisten in + noun"]
glisten	noun	literary	["a glisten of + noun"]
glitter	noun	neutral,literary	["cover sth in glitter","the glitter of + noun"]
glitter	verb	literary	["sth glitters","glitter in/under + noun"]
gloom	noun	literary,formal	["in the gloom","a sense of gloom","gloom over + noun"]
glorify	verb	formal,literary	["glorify + noun","be criticized for glorifying + noun"]
glorious	adjective	literary,formal	["a glorious + noun","a glorious victory"]
gloss	noun	technical,academic	["a high gloss","a gloss on + noun"]
gloss	verb	formal	["gloss over + noun","gloss + noun"]
glow	noun	literary,neutral	["a warm glow","the glow of + noun","a glow of + noun"]
glow	verb	literary,neutral	["sth glows","glow with + noun","glow in the dark"]
gnaw	verb	neutral,literary	["gnaw on + noun","gnaw at + noun","sth gnaws at sb"]
gobble	verb	informal,spoken	["gobble sth up","gobble sth down","gobble + noun"]
gobble	noun	informal	["a loud gobble","the turkey's gobble"]
goggle	verb	informal,literary	["goggle at sb/sth","stand goggling"]
gorgeous	adjective	informal,spoken	["a gorgeous + noun","look gorgeous"]
gospel	noun	formal,literary	["the gospel of + noun","take sth as gospel","gospel truth"]
gossip	noun	informal,spoken	["gossip about sb/sth","a piece of gossip","spread gossip"]
gouge	noun	neutral,technical	["a gouge in + noun","a deep gouge"]
gouge	verb	informal	["gouge + noun","gouge sth out of + noun","gouge customers"]
govern	verb	formal,academic	["govern + noun","be governed by + noun","govern a country"]
governor	noun	formal,business	["the governor of + noun","be elected governor"]
gown	noun	formal	["a + adjective + gown","wear a gown","an evening gown"]
grace	noun	literary,formal	["with grace","the grace of + noun","a period of grace"]
gracious	adjective	formal,literary	["a gracious + noun","be gracious in + noun"]
gradual	adjective	neutral,academic	["a gradual + noun","a gradual increase in + noun"]
graft	noun	technical,informal	["a skin graft","a graft of + noun"]
graft	verb	technical	["graft sth onto + noun","graft + noun"]
grain	noun	neutral,technical	["a grain of + noun","whole grains","not a grain of truth"]
grand	adjective	literary,neutral	["a grand + noun","on a grand scale"]
grandiose	adjective	formal,literary	["a grandiose + noun","grandiose plans/schemes"]
graph	noun	academic,technical	["a graph of + noun","a graph showing + noun","plot a graph"]
graphic	adjective	neutral,technical	["a graphic + noun","graphic description/detail"]
graphics	noun	technical,business	["computer graphics","stunning graphics","graphics for + noun"]
grate	noun	technical,neutral	["a metal grate","the fireplace grate"]
grate	verb	neutral	["grate + noun","grate on sb's nerves","grate on sb"]
grateful	adjective	formal	["be grateful for + noun","be grateful to sb","be grateful that + clause"]
gratification	noun	formal,academic	["instant gratification","the gratification of + noun"]
gratitude	noun	formal	["express one's gratitude","gratitude to sb","in gratitude for + noun"]
grave	noun	neutral,literary	["visit sb's grave","the grave of + noun","beyond the grave"]
grave	adjective	formal,literary	["a grave + noun","grave concern/danger"]
gravel	noun	neutral,technical	["a layer of gravel","a gravel path/road"]
gravitational	adjective	technical,academic	["gravitational pull/force","a gravitational + noun"]
gravity	noun	technical,academic	["the force of gravity","defy gravity","zero gravity"]
greenhouse	noun	neutral,technical	["grow sth in a greenhouse","a greenhouse for + noun"]
grid	noun	technical	["the electrical grid","a grid of + noun","on/off the grid"]
grief	noun	formal,literary	["be overwhelmed with grief","grief over/at + noun"]
grieve	verb	formal,literary	["grieve for/over + noun","grieve + noun","grieve the loss of + noun"]
grievous	adjective	formal,literary	["a grievous + noun","grievous injury/harm"]
grill	noun	neutral	["on the grill","fire up the grill"]
grill	verb	informal	["grill + noun","grill sb about + noun"]
grim	adjective	neutral,literary	["a grim + noun","look grim"]
grimace	noun	literary,neutral	["with a grimace","a grimace of + noun"]
grimace	verb	literary,neutral	["grimace at + noun","grimace in/with + noun"]
grin	verb	informal	["grin at sb","grin with + noun","grin broadly"]
grind	noun	informal,spoken	["the daily grind","be a grind"]
grind	verb	neutral,technical	["grind + noun","grind sth into/to + noun"]
grip	noun	neutral	["a grip on + noun","tighten one's grip","lose one's grip"]
grip	verb	neutral,literary	["grip + noun","grip sth tightly","sth grips sb"]
grisly	adjective	literary,neutral	["a grisly + noun","a grisly discovery"]
grit	noun	informal	["true grit","have the grit to + V","a layer of grit"]
grit	verb	neutral,technical	["grit one's teeth","grit + noun"]
groan	noun	neutral,literary	["a groan of + noun","let out a groan","with a groan"]
groan	verb	neutral	["groan in/with + noun","groan about + noun","groan at + noun"]
groom	noun	neutral	["the bride and groom","the groom"]
groom	verb	neutral,business	["groom + noun","groom sb for + noun","groom an animal"]
gross	adjective	business,informal	["gross salary/income","gross profit","a gross + noun"]
grotesque	adjective	literary,formal	["a grotesque + noun","a grotesque distortion of + noun"]
grudge	noun	informal	["hold a grudge against sb","bear a grudge","a grudge over + noun"]
grudge	verb	formal	["grudge sb sth","not grudge sb + noun"]
grueling	adjective	neutral,literary	["a grueling + noun","a grueling schedule/journey"]
gruesome	adjective	literary,neutral	["a gruesome + noun","gruesome detail/scene"]
grumble	noun	informal,spoken	["a grumble about + noun","grumbles from + noun"]
grumble	verb	informal,spoken	["grumble about + noun","grumble that + clause","grumble at sb"]
guarantee	noun	business,formal	["a guarantee of + noun","be under guarantee","a two-year guarantee"]
guarantee	verb	business,formal	["guarantee that + clause","guarantee + noun","guarantee sb sth"]
guild	noun	formal,academic	["join a guild","a guild of + noun"]
guile	noun	literary,formal	["use guile","with guile","without guile"]
guilt	noun	formal	["a sense of guilt","feel guilt about/over + noun","admit one's guilt"]
guilty	adjective	formal	["be guilty of + noun","feel guilty about + noun","be found guilty"]
gulf	noun	formal,academic	["a gulf between + noun + and + noun","bridge the gulf","the Gulf of + noun"]
gull	noun	neutral	["a flock of gulls","a gull"]
gull	verb	literary,formal	["gull sb into + V-ing","gull sb out of + noun"]
habitat	noun	technical,academic	["a natural habitat","the habitat of + noun","destroy habitats"]
hackneyed	adjective	literary,formal	["a hackneyed + noun","a hackneyed phrase/plot"]
hail	noun	neutral,technical	["heavy hail","be hit by hail"]
hail	verb	formal,literary	["hail sb as + noun","be hailed as + noun","hail + noun"]
hale	adjective	literary,formal	["hale and hearty","look hale"]
hallucination	noun	technical,academic	["experience hallucinations","vivid hallucinations"]
hallway	noun	neutral	["in the hallway","down the hallway"]
halt	verb	formal,business	["halt + noun","halt production/work","be halted due to + noun"]
hammer	noun	neutral	["use a hammer to + V","hit sth with a hammer"]
hamper	noun	neutral	["a picnic hamper","a hamper of + noun"]
hamper	verb	formal,academic	["hamper + noun","be hampered by + noun","hamper efforts to + V"]
hamstring	noun	technical	["pull a hamstring","a hamstring injury"]
hamstring	verb	formal,business	["hamstring + noun","be hamstrung by + noun"]
handful	noun	informal	["a handful of + noun","only a handful","be a handful"]
handicap	noun	formal	["a handicap in + noun","a serious handicap","be a handicap to sb"]
handicap	verb	formal	["handicap sb","be handicapped by + noun"]
handy	adjective	informal,spoken	["come in handy","be handy for + V-ing","be handy with + noun"]
harassment	noun	formal,business	["sexual/workplace harassment","harassment of + noun","a policy against harassment"]
harbor	noun	neutral	["in the harbor","enter the harbor","a harbor for + noun"]
harbor	verb	formal,literary	["harbor + noun","harbor resentment toward sb","harbor a fugitive"]
harbour	noun	neutral	["in the harbour","enter the harbour"]
harbour	verb	formal,literary	["harbour + noun","harbour suspicions about + noun"]
hardware	noun	technical,business	["computer hardware","a hardware store"]
harm	verb	formal	["harm sb/sth","harm one's chances of + V-ing"]
harmful	adjective	neutral,academic	["be harmful to + noun","a harmful + noun"]
harmony	noun	formal,literary	["in harmony with + noun","live in harmony","social/racial harmony"]
harness	noun	technical,neutral	["wear a safety harness","put a harness on + noun"]
harness	verb	formal,technical	["harness + noun","harness the power of + noun"]
harp	noun	neutral,literary	["play the harp","a harp"]
harp	verb	informal,spoken	["harp on about + noun","harp on + noun"]
harrow	noun	technical	["drag a harrow across + noun","use a harrow"]
harrow	verb	literary,formal	["harrow sb","be harrowed by + noun"]
harry	verb	formal,literary	["harry sb","harry sb with + noun"]
harsh	adjective	formal	["a harsh + noun","be harsh on sb","harsh criticism/conditions"]
harvest	noun	neutral,technical	["a bountiful harvest","the harvest of + noun","at harvest time"]
harvest	verb	neutral,technical	["harvest + noun","be harvested by hand"]
hasten	verb	formal,literary	["hasten to + V","hasten + noun","hasten the + noun"]
hatred	noun	formal,literary	["hatred of/for + noun","mutual hatred","be filled with hatred"]
haul	verb	neutral,technical	["haul + noun","haul sth to + noun","haul sth away"]
