lemma	sense	register	grammarPatterns
accessory	noun_equipment	technical,business	["an optional accessory","accessories for + noun"]
accessory	noun_crime	technical,formal	["an accessory to + noun","be charged as an accessory"]
accessory	adjective	technical,formal	["accessory + noun"]
accommodate	verb	formal	["accommodate + noun","accommodate up to + number"]
accommodate	verb_needs	formal,business	["accommodate + noun","accommodate sb's needs"]
accommodate	verb_adapt	formal,academic	["accommodate oneself to + noun","accommodate to + noun"]
accompany	verb	formal	["accompany sb to + noun","be accompanied by + sb"]
accompany	verb_occur	academic,formal	["be accompanied by + noun","accompany + noun"]
accompany	verb_music	technical	["accompany sb on + noun","accompany sb on the piano"]
accomplish	verb	formal	["accomplish + noun","accomplish a great deal"]
accomplishment	noun	formal	["a major accomplishment","an accomplishment for + sb"]
accomplishment	noun_completion	formal,academic	["the accomplishment of + noun"]
accord	noun	formal,business	["sign an accord","an accord between + noun"]
accord	noun_harmony	formal,academic	["in accord with + noun","be in accord"]
accord	verb	formal,technical	["accord sb + noun","accord + noun + to + sb"]
accord	verb_agree	formal,academic	["accord with + noun"]
accountability	noun	business,formal	["accountability for + noun","improve accountability"]
accountant	noun	business,neutral	["a qualified accountant","work as an accountant"]
accrue	verb	business,technical	["interest accrues on + noun","accrue + noun"]
accrue	verb_receive	business,formal	["accrue to + sb","benefits accrue to + sb"]
accumulate	verb	neutral,academic	["accumulate + noun","noun + accumulates on + noun"]
accumulation	noun	academic,technical	["the accumulation of + noun","an accumulation of + noun"]
accumulation	noun_finance	business,technical	["the accumulation of + noun","capital accumulation"]
accuracy	noun	academic,technical	["the accuracy of + noun","check sth for accuracy"]
accuracy	noun_digits	technical,academic	["to an accuracy of + noun","with an accuracy of + noun"]
accurate	adjective	academic,neutral	["an accurate + noun","be accurate to + noun"]
accusation	noun	formal	["an accusation of + noun","the accusation that + clause"]
accuse	verb	formal	["accuse sb of + noun","accuse sb of + V-ing"]
achievement	noun	formal	["a major achievement","an achievement for + sb"]
achievement	noun_attainment	academic,formal	["the achievement of + noun"]
acid	noun	technical,academic	["a weak acid","an acid reacts with + noun"]
acid	noun_drug	informal,spoken	["take acid","drop acid"]
acid	adjective	technical,academic	["acid + noun","be strongly acid"]
acid	adjective_manner	literary,formal	["an acid + noun","acid + plural noun"]
acoustic	adjective	technical,academic	["acoustic + noun","the acoustic properties of + noun"]
acoustic	adjective_music	technical,neutral	["an acoustic + noun"]
acquaintance	noun	formal	["an acquaintance of + sb","a casual acquaintance"]
acquaintance	noun_knowledge	formal,academic	["acquaintance with + noun","have some acquaintance with + noun"]
acquiesce	verb	formal,literary	["acquiesce in + noun","acquiesce to + noun"]
acquisition	noun	academic,formal	["the acquisition of + noun","noun + acquisition"]
acquisition	noun_purchase	business	["a recent acquisition","the acquisition of + noun"]
acre	noun	neutral,technical	["number + acres of + noun","an acre of + noun"]
acrimony	noun	formal,literary	["end in acrimony","acrimony between + noun"]
activate	verb	technical,neutral	["activate + noun","activate the + noun"]
activate	verb_chemical	technical,academic	["activate + noun","activate sth with + noun"]
activate	verb_radioactive	technical,academic	["activate + noun"]
actively	adverb	formal	["be actively + V-ing","actively + verb"]
acuity	noun	technical,academic	["visual acuity","the acuity of + noun"]
acute	adjective	formal,academic	["an acute + noun","acutely + adjective"]
acute	adjective_medical	technical	["acute + noun","an acute case of + noun"]
acute	adjective_perception	formal,literary	["an acute + noun","acutely aware of + noun"]
acute	adjective_angle	technical,academic	["an acute angle"]
adamant	adjective	formal	["be adamant that + clause","be adamant about + noun"]
adapt	verb	neutral,academic	["adapt to + noun","adapt sth for + noun"]
adapt	verb_work	neutral,technical	["adapt sth for + noun","be adapted from + noun"]
adaptable	adjective	neutral,business	["be adaptable to + noun","a highly adaptable + noun"]
adaptation	noun	academic,technical	["adaptation to + noun","the adaptation of + noun"]
adaptation	noun_work	neutral,academic	["an adaptation of + noun","a film adaptation of + noun"]
adaptation	noun_sensory	technical,academic	["dark adaptation","adaptation to + noun"]
addict	verb	neutral,technical	["be addicted to + noun","addict sb to + noun"]
addict	noun	neutral,technical	["a recovering addict","a + noun + addict"]
addict	noun_enthusiast	informal,spoken	["a + noun + addict"]
addition	noun	academic,technical	["do addition","addition and subtraction"]
addition	noun_extra	neutral	["an addition to + noun","a welcome addition to + noun"]
addition	noun_act	formal,academic	["the addition of + noun","in addition to + noun"]
additive	adjective	academic,technical	["an additive effect","additive + noun"]
additive	noun	technical	["a food additive","additives in + noun"]
adhere	verb	technical,academic	["adhere to + noun","adhere firmly to + noun"]
adhere	verb_rules	formal,academic	["adhere to + noun","adhere strictly to + noun"]
adherent	adjective	technical,academic	["adherent to + noun","adherent + plural noun"]
adherent	noun	formal,academic	["an adherent of + noun","gain adherents"]
adhesive	adjective	technical	["adhesive + noun"]
adhesive	noun	technical	["a strong adhesive","apply the adhesive to + noun"]
adjacent	adjective	formal,technical	["be adjacent to + noun","an adjacent + noun"]
adjust	verb	neutral,technical	["adjust + noun","adjust sth to + noun"]
adjust	verb_adapt	neutral,spoken	["adjust to + noun","adjust to + V-ing"]
adjust	verb_claim	business,technical	["adjust a claim","adjust + noun"]
adjustment	noun	neutral,business	["make an adjustment to + noun","a minor adjustment"]
adjustment	noun_adaptation	academic,neutral	["a period of adjustment","adjustment to + noun"]
administer	verb	formal,business	["administer + noun","administer sth on behalf of + sb"]
administer	verb_medicine	technical	["administer + noun","administer sth to + sb"]
administer	verb_test	formal,technical	["administer + noun","administer an oath to + sb"]
administrative	adjective	business,formal	["administrative + noun","for administrative purposes"]
administrator	noun	business,technical	["a system administrator","the administrator of + noun"]
administrator	noun_estate	technical,formal	["appoint an administrator","the administrator of + noun"]
admiration	noun	formal	["admiration for + sb/sth","have great admiration for + sb"]
admire	verb	neutral	["admire + sb/sth","admire sb for + V-ing"]
admire	verb_look	neutral	["admire + noun","stop to admire + noun"]
admission	noun	formal,academic	["admission to + noun","apply for admission"]
admission	noun_fee	neutral,business	["admission to + noun","admission is free"]
admission	noun_acknowledgment	formal,technical	["an admission of + noun","an admission that + clause"]
admonish	verb	formal,literary	["admonish sb for + V-ing","admonish + sb"]
admonish	verb_warn	formal,literary	["admonish sb to + V","admonish sb not to + V"]
adolescent	adjective	academic,technical	["adolescent + noun"]
adolescent	adjective_immature	informal	["adolescent + noun"]
adolescent	noun	academic,neutral	["a troubled adolescent","adolescents aged + number"]
adoption	noun	formal,business	["the adoption of + noun","widespread adoption of + noun"]
adoption	noun_family	neutral,technical	["the adoption process","put sb up for adoption"]
adorn	verb	literary,formal	["adorn + noun","adorn sth with + noun"]
advance	noun	academic,neutral	["an advance in + noun","a major advance"]
advance	noun_payment	business	["an advance on + noun","receive an advance"]
advance	noun_rise	business,technical	["an advance in + noun","a modest advance"]
advance	verb	neutral,academic	["the + noun + advances","advance toward + noun"]
advance	verb_propose	academic,formal	["advance an argument","advance + noun"]
advance	verb_earlier	formal,business	["advance + noun","advance sth from + noun + to + noun"]
advance	verb_pay	business	["advance sb + noun","advance + noun + to + sb"]
advent	noun	formal,academic	["the advent of + noun","with the advent of + noun"]
advent	noun_religion	technical,formal	["during Advent","the season of Advent"]
adventure	noun	neutral	["go on an adventure","an adventure in + noun"]
adverse	adjective	formal,technical	["an adverse + noun","adverse effects on + noun"]
advert	verb	formal,academic	["advert to + noun"]
advert	noun	informal,spoken	["an advert for + noun","put an advert in + noun"]
advertise	verb	business,neutral	["advertise + noun","advertise sth on + noun"]
advertise	verb_publicize	informal	["advertise + noun","advertise the fact that + clause"]
advisable	adjective	formal	["it is advisable to + V","it is advisable for sb to + V"]
advocacy	noun	formal,academic	["advocacy for + noun","advocacy of + noun"]
advocacy	noun_legal	technical,formal	["oral advocacy","advocacy skills"]
advocate	noun	formal	["an advocate for + noun","a strong advocate of + noun"]
advocate	noun_lawyer	technical,formal	["an advocate for + sb","instruct an advocate"]
aesthetic	adjective	academic,formal	["aesthetic + noun","aesthetically + adjective"]
aesthetic	noun	academic,formal	["a modern aesthetic","the aesthetic of + noun"]
affection	noun	neutral,literary	["affection for + sb","with great affection"]
affiliation	noun	formal,academic	["affiliation with + noun","political affiliation"]
affinity	noun	formal,academic	["an affinity for + noun","an affinity with + noun"]
affinity	noun_chemical	technical,academic	["an affinity for + noun","a high affinity for + noun"]
affinity	noun_kinship	technical,formal	["a relationship by affinity","kinship by affinity"]
affinity	noun_biology	academic,technical	["affinities with + noun","show affinities to + noun"]
affirm	verb	formal,academic	["affirm that + clause","affirm + noun"]
affirm	verb_law	technical,formal	["affirm the ruling","affirm + noun"]
affix	verb	formal,technical	["affix sth to + noun","affix + noun"]
affix	noun	technical,academic	["a derivational affix","add an affix to + noun"]
afflict	verb	formal,literary	["be afflicted by + noun","be afflicted with + noun"]
affliction	noun	formal,literary	["a chronic affliction","suffer from an affliction"]
affluence	noun	formal,academic	["growing affluence","the affluence of + noun"]
affront	verb	formal,literary	["be affronted by + noun","affront + sb"]
affront	noun	formal	["an affront to + noun","take sth as an affront"]
aftermath	noun	formal	["in the aftermath of + noun","the aftermath of + noun"]
aggravate	verb	formal,technical	["aggravate + noun","aggravate the problem"]
aggravate	verb_annoy	informal,spoken	["aggravate + sb"]
aggregate	noun	formal,business	["in aggregate","an aggregate of + noun"]
aggregate	noun_material	technical	["recycled aggregate","mix aggregate with + noun"]
aggregate	verb	technical,academic	["aggregate + noun","aggregate data from + noun"]
aggression	noun	academic,neutral	["an act of aggression","aggression toward + sb"]
aggressive	adjective	neutral	["aggressive + noun","become aggressive toward + sb"]
aggressive	adjective_determined	business,neutral	["an aggressive + noun","aggressively + verb"]
aggressive	adjective_disease	technical	["an aggressive form of + noun","an aggressive + noun"]
aghast	adjective	literary,formal	["be aghast at + noun","stand aghast"]
agile	adjective	neutral,literary	["an agile + noun","agile enough to + V"]
agile	adjective_thinking	business,neutral	["an agile + noun","remain agile"]
agility	noun	neutral,technical	["speed and agility","mental agility"]
agitate	verb	formal,academic	["agitate for + noun","agitate against + noun"]
agitate	verb_disturb	formal	["agitate + sb","become agitated"]
agitate	verb_mix	technical	["agitate + noun","gently agitate the mixture"]
agony	noun	neutral,literary	["be in agony","the agony of + noun"]
agrarian	adjective	academic,formal	["an agrarian + noun","agrarian reform"]
agreeable	adjective	formal,literary	["an agreeable + noun","find sth agreeable"]
agreeable	adjective_willing	formal	["be agreeable to + noun","be agreeable to + V-ing"]
agriculture	noun	academic,technical	["intensive agriculture","depend on agriculture"]
ailment	noun	neutral,technical	["a minor ailment","suffer from an ailment"]
aircraft	noun	technical,neutral	["a commercial aircraft","board an aircraft"]
airtight	adjective	technical,neutral	["an airtight + noun","keep sth airtight"]
airtight	adjective_argument	informal	["an airtight + noun"]
aisle	noun	neutral	["in the aisle","an aisle seat"]
aisle	noun_church	technical,literary	["the side aisle","the aisle of + noun"]
alacrity	noun	formal,literary	["with alacrity","accept sth with alacrity"]
alarm	noun	neutral,technical	["set off an alarm","a fire alarm"]
alarm	noun_fear	formal	["in alarm","cause alarm"]
alarm	verb	formal	["alarm + sb","be alarmed by + noun"]
alert	adjective	neutral,technical	["remain alert","be alert to + noun"]
alert	noun	neutral,technical	["issue an alert","on high alert"]
alert	verb	formal	["alert sb to + noun","alert + sb"]
alibi	noun	technical,neutral	["have an alibi","an alibi for + noun"]
alibi	noun_excuse	informal,spoken	["an alibi for + V-ing","no alibi for + noun"]
alibi	verb	informal,spoken	["alibi + sb","alibi sb for + noun"]
alien	adjective	formal,literary	["be alien to + sb","an alien + noun"]
alien	adjective_foreign	technical,academic	["an alien + noun","alien to + noun"]
alienate	verb	formal,business	["alienate + sb","alienate sb from + noun"]
alienate	verb_property	technical,formal	["alienate + noun","the right to alienate land"]
align	verb	technical,neutral	["align sth with + noun","align + noun"]
align	verb_goals	business,formal	["align sth with + noun","be aligned with + noun"]
alike	adjective	neutral	["be alike in + noun","look alike"]
alike	adverb	formal	["A and B alike","treat sb alike"]
allay	verb	formal,literary	["allay + noun","allay sb's fears"]
allegation	noun	formal,technical	["an allegation of + noun","deny the allegation that + clause"]
allege	verb	formal,technical	["allege that + clause","be alleged to + V"]
allegiance	noun	formal,literary	["allegiance to + noun","pledge allegiance to + noun"]
allergic	adjective	technical,neutral	["be allergic to + noun","an allergic reaction"]
allergic	adjective_dislike	informal,spoken	["be allergic to + noun"]
alley	noun	neutral	["a narrow alley","down an alley"]
alliance	noun	formal,business	["an alliance between + noun","form an alliance with + noun"]
allowance	noun	business,neutral	["a monthly allowance","an allowance for + noun"]
allowance	noun_limit	business,technical	["a baggage allowance","an allowance of + noun"]
allowance	noun_adjustment	formal	["make allowances for + noun","allowance for + noun"]
allude	verb	formal,literary	["allude to + noun","allude to the fact that + clause"]
ally	noun	formal	["an ally of + sb","a close ally in + noun"]
ally	verb	formal,academic	["ally oneself with + noun","ally with + noun"]
aloof	adjective	formal,literary	["remain aloof from + noun","seem aloof"]
aloof	adverb	literary,formal	["stand aloof","hold oneself aloof"]
alphabetical	adjective	neutral,technical	["in alphabetical order","an alphabetical + noun"]
alphabetical	adjective_system	academic,technical	["an alphabetical + noun"]
alter	verb	formal	["alter + noun","alter sth slightly"]
alter	verb_animal	technical,neutral	["alter + noun","have a pet altered"]
alteration	noun	formal	["an alteration to + noun","make alterations to + noun"]
alternative	adjective	formal	["an alternative + noun","alternative arrangements"]
alternative	adjective_unconventional	informal	["alternative + noun"]
alternative	noun	formal	["an alternative to + noun","offer an alternative"]
altitude	noun	technical,academic	["at an altitude of + noun","gain altitude"]
altitude	noun_geometry	technical,academic	["the altitude of + noun","draw an altitude from + noun"]
altruism	noun	academic,formal	["an act of altruism","be motivated by altruism"]
altruistic	adjective	academic,formal	["altruistic + noun","purely altruistic"]
aluminium	noun	technical,neutral	["made of aluminium","an aluminium + noun"]
aluminum	noun	technical,neutral	["made of aluminum","an aluminum + noun"]
amass	verb	formal,business	["amass + noun","amass a fortune"]
amateur	noun	neutral	["a keen amateur","amateurs and professionals"]
amateur	noun_inexperienced	informal,spoken	["look like an amateur","a rank amateur"]
ambassador	noun	formal,technical	["the ambassador to + noun","appoint an ambassador"]
ambassador	noun_representative	business,formal	["an ambassador for + noun","a brand ambassador"]
ambience	noun	formal	["a relaxed ambience","the ambience of + noun"]
ambiguity	noun	academic,formal	["the ambiguity of + noun","remove the ambiguity in + noun"]
ambition	noun	neutral	["sb's ambition is to + V","achieve an ambition"]
ambition	noun_drive	neutral,business	["lack ambition","the ambition to + V"]
ambitious	adjective	neutral,business	["an ambitious + noun","be ambitious to + V"]
ambitious	adjective_plan	neutral,business	["an ambitious + noun","an ambitious plan to + V"]
ambivalence	noun	academic,formal	["ambivalence about + noun","ambivalence toward + noun"]
ambivalent	adjective	academic,formal	["be ambivalent about + noun","be ambivalent toward + noun"]
amble	noun	neutral,literary	["go for an amble","an amble through + noun"]
amble	verb	neutral,literary	["amble along + noun","amble through + noun"]
amble	noun_gait	technical	["move at an amble","a comfortable amble"]
ambulance	noun	neutral,technical	["call an ambulance","by ambulance"]
ameliorate	verb	formal,academic	["ameliorate + noun","ameliorate the effects of + noun"]
amend	verb	formal,technical	["amend + noun","amend sth to + V"]
amend	verb_conduct	formal,literary	["amend one's ways","amend + noun"]
amendment	noun	formal,technical	["an amendment to + noun","propose an amendment"]
amicable	adjective	formal	["an amicable + noun","reach an amicable settlement"]
amiss	adjective	formal	["something is amiss","sense that sth is amiss"]
amiss	adverb	formal,literary	["take sth amiss","go amiss"]
amnesty	noun	formal,technical	["grant amnesty to + sb","an amnesty for + noun"]
amnesty	noun_period	formal,technical	["declare an amnesty","a one-month amnesty"]
amorphous	adjective	formal,academic	["an amorphous + noun","remain amorphous"]
amorphous	adjective_material	technical,academic	["an amorphous solid","amorphous + noun"]
ample	adjective	formal	["ample + noun","ample time to + V"]
amplify	verb	technical	["amplify + noun","amplify the signal"]
amplify	verb_effect	academic,formal	["amplify + noun","amplify the impact of + noun"]
amplify	verb_explain	formal,academic	["amplify on + noun","amplify + noun"]
amuse	verb	neutral	["amuse + sb","be amused by + noun"]
amuse	verb_entertain	neutral	["amuse oneself with + noun","keep sb amused"]
analogous	adjective	academic,formal	["be analogous to + noun","an analogous + noun"]
analogous	adjective_biology	technical,academic	["analogous structures","be analogous to + noun"]
analogy	noun	academic,formal	["an analogy between A and B","draw an analogy with + noun"]
analysis	noun	academic,technical	["an analysis of + noun","carry out an analysis"]
analytical	adjective	academic,business	["analytical + noun","strong analytical skills"]
analytical	adjective_philosophy	academic,technical	["an analytical + noun","analytically true"]
analyze	verb	academic,technical	["analyze + noun","analyze how + clause"]
anatomical	adjective	technical,academic	["anatomical + noun","anatomically + adjective"]
ancestor	noun	academic,neutral	["a common ancestor","sb's ancestors"]
ancestor	noun_precursor	academic,formal	["an ancestor of + noun","the ancestor of the modern + noun"]
anchor	noun	technical,neutral	["drop anchor","lower the anchor"]
anchor	noun_support	literary,formal	["an anchor for + sb","be an anchor in + noun"]
anchor	noun_presenter	business,technical	["a news anchor","the anchor of + noun"]
anchor	verb	technical,neutral	["anchor sth to + noun","anchor + noun"]
ancillary	adjective	formal,business	["ancillary + noun","be ancillary to + noun"]
angle	noun	technical,academic	["a right angle","at an angle of + noun"]
angle	noun_perspective	neutral,business	["from another angle","a new angle on + noun"]
angle	verb	neutral,technical	["angle sth toward + noun","angle + noun"]
angle	verb_fish	technical,neutral	["angle for + noun","angle in + noun"]
angle	verb_seek	informal,spoken	["angle for + noun"]
animate	verb	formal,literary	["animate + noun","animate the discussion"]
animate	verb_film	technical	["animate + noun","animate sth using + noun"]
animate	adjective	academic,technical	["animate + plural noun","animate and inanimate nouns"]
ankle	noun	neutral,technical	["sprain one's ankle","a broken ankle"]
annexation	noun	formal,academic	["the annexation of + noun","annexation by + noun"]
annihilate	verb	formal,literary	["annihilate + noun","be annihilated by + noun"]
annihilate	verb_defeat	informal,spoken	["annihilate + noun","annihilate the opposition"]
announcement	noun	neutral,business	["make an announcement","an announcement about + noun"]
annually	adverb	formal,business	["be reviewed annually","meet annually"]
anomalous	adjective	academic,technical	["an anomalous + noun","appear anomalous"]
anonymous	adjective	formal	["an anonymous + noun","remain anonymous"]
anonymous	adjective_unremarkable	literary,formal	["an anonymous + noun"]
anterior	adjective	technical,academic	["the anterior + noun","anterior to + noun"]
anterior	adjective_time	formal,academic	["anterior to + noun"]
anthropologist	noun	academic	["a social anthropologist","anthropologists studying + noun"]
anthropology	noun	academic	["study anthropology","cultural anthropology"]
antibiotic	noun	technical	["prescribe an antibiotic","a course of antibiotics"]
antibiotic	adjective	technical,academic	["antibiotic + noun","antibiotic resistance"]
antibody	noun	technical,academic	["antibodies against + noun","produce antibodies"]
antic	noun	informal,spoken	["sb's antics","the antics of + noun"]
antic	adjective	literary,formal	["antic + noun"]
anticipation	noun	formal	["eager anticipation","the anticipation of + noun"]
anticipation	noun_preparation	formal,business	["in anticipation of + noun","in anticipation that + clause"]
antipathy	noun	formal,academic	["antipathy toward + noun","antipathy between + noun"]
antique	noun	neutral,business	["a genuine antique","deal in antiques"]
antique	adjective	neutral	["an antique + noun"]
antiquity	noun	academic,literary	["in antiquity","from antiquity to + noun"]
antiquity	noun_age	formal,academic	["the antiquity of + noun"]
antiquity	noun_object	academic,technical	["classical antiquities","a collection of antiquities"]
antithesis	noun	formal,academic	["the antithesis of + noun","be the very antithesis of + noun"]
antithesis	noun_rhetoric	academic,literary	["an example of antithesis","use antithesis"]
anxiety	noun	neutral,technical	["anxiety about + noun","cause anxiety"]
anxiety	noun_concern	formal	["anxieties about + noun","share one's anxieties with + sb"]
anxious	adjective	neutral	["be anxious about + noun","feel anxious"]
anxious	adjective_eager	formal	["be anxious to + V","be anxious for + noun"]
apologize	verb	neutral	["apologize to sb for + noun","apologize for + V-ing"]
apology	noun	formal	["an apology for + noun","offer an apology to + sb"]
apology	noun_defense	academic,literary	["an apology for + noun"]
apology	noun_poor	formal,literary	["a poor apology for + noun","an apology for + noun"]
appall	verb	formal	["appall + sb","be appalled by + noun"]
apparatus	noun	technical,academic	["a piece of apparatus","apparatus for + V-ing"]
apparatus	noun_body	technical,academic	["the vocal apparatus","the + noun + apparatus"]
apparatus	noun_organization	formal,academic	["the state apparatus","the apparatus of + noun"]
apparition	noun	literary,formal	["see an apparition","the apparition of + noun"]
appease	verb	formal,academic	["appease + sb","appease sb with + noun"]
appease	verb_need	formal,literary	["appease one's hunger","appease + noun"]
appendix	noun	academic,technical	["in the appendix","an appendix to + noun"]
appendix	noun_body	technical	["remove the appendix","a burst appendix"]
appetite	noun	neutral	["lose one's appetite","a healthy appetite"]
appetite	noun_desire	formal,business	["an appetite for + noun","little appetite for + noun"]
applaud	verb	neutral	["applaud + sb","the audience applauds"]
applaud	verb_praise	formal	["applaud + noun","applaud sb for + V-ing"]
applause	noun	formal	["a round of applause","break into applause"]
appliance	noun	technical,business	["a household appliance","an electrical appliance"]
applicable	adjective	formal,technical	["be applicable to + noun","where applicable"]
applicant	noun	formal,business	["a successful applicant","applicants for + noun"]
appointment	noun	neutral	["make an appointment with + sb","have an appointment"]
appointment	noun_position	formal,business	["sb's appointment as + noun","the appointment of + sb"]
appointment	noun_furnishings	formal,technical	["elegant appointments","the appointments of + noun"]
appraisal	noun	business,formal	["an appraisal of + noun","a performance appraisal"]
appreciable	adjective	formal,academic	["an appreciable + noun","no appreciable difference"]
appreciate	verb	neutral,spoken	["appreciate + noun","appreciate sb + V-ing"]
appreciate	verb_value	formal	["appreciate + noun","learn to appreciate + noun"]
appreciate	verb_understand	formal	["appreciate that + clause","appreciate the importance of + noun"]
appreciate	verb_value_increase	business,technical	["appreciate in value","noun + appreciates by + number"]
appreciation	noun	formal	["in appreciation of + noun","express appreciation for + noun"]
appreciation	noun_understanding	academic,formal	["an appreciation of + noun","a deeper appreciation of + noun"]
appreciation	noun_increase	business,technical	["currency appreciation","the appreciation of + noun"]
apprehensive	adjective	formal	["be apprehensive about + noun","feel apprehensive"]
apprentice	noun	neutral,technical	["an apprentice to + sb","take on an apprentice"]
apprentice	verb	formal,technical	["be apprenticed to + sb","apprentice sb to + noun"]
approval	noun	formal,business	["give approval for + noun","subject to approval"]
approval	noun_favorable	neutral	["nod in approval","approval of + noun"]
approve	verb	formal,business	["approve + noun","approve sth for + noun"]
approve	verb_agree	neutral,spoken	["approve of + noun","approve of sb + V-ing"]
approximate	adjective	neutral,technical	["an approximate + noun","the approximate value of + noun"]
approximate	verb	academic,technical	["approximate to + noun","approximate + noun"]
approximate	verb_estimate	technical,academic	["approximate + noun","approximate sth by + V-ing"]
approximately	adverb	neutral,technical	["approximately + number","take approximately + noun"]
aquarium	noun	neutral,technical	["keep fish in an aquarium","a freshwater aquarium"]
aquarium	noun_building	neutral	["visit the aquarium","at the aquarium"]
aquatic	noun	technical	["grow aquatics","a range of aquatics"]
aquatic	adjective	technical,academic	["aquatic + noun","be aquatic in + noun"]
arcane	adjective	formal,literary	["an arcane + noun","arcane + plural noun"]
