lemma	sense	register	grammarPatterns
disrupt	verb	neutral,business	["disrupt + noun","seriously disrupt + noun"]
disruptive	adjective	neutral,business	["a disruptive + noun","be disruptive to + noun"]
dissection	noun	technical,academic	["the dissection of + noun","perform a dissection"]
dissent	noun	formal,academic	["dissent from + noun","express dissent"]
dissent	verb	formal,academic	["dissent from + noun","strongly dissent"]
dissertation	noun	academic,formal	["a dissertation on + noun","write a dissertation"]
dissident	adjective	formal,academic	["a dissident + noun","dissident + plural noun"]
dissipate	verb	formal,technical	["dissipate + noun","gradually dissipate"]
dissociate	verb	formal,academic	["dissociate oneself from + noun","dissociate A from B"]
dissolve	verb	technical,formal	["dissolve in + noun","dissolve + noun"]
dissuade	verb	formal	["dissuade sb from + V-ing"]
distal	adjective	technical,academic	["the distal + noun","distal to + noun"]
distant	adjective	neutral,literary	["a distant + noun","seem distant","distant from + noun"]
distinct	adjective	formal,academic	["be distinct from + noun","a distinct + noun"]
distinctive	adjective	formal	["a distinctive + noun","have a distinctive + noun"]
distinctly	adverb	formal	["distinctly remember + V-ing","distinctly + adjective"]
distinguish	verb	formal,academic	["distinguish between A and B","distinguish A from B","distinguish oneself as + noun"]
distort	verb	formal,academic	["distort + noun","be distorted by + noun"]
distortion	noun	academic,technical	["a distortion of + noun","cause distortion"]
distract	verb	neutral	["distract sb from + noun","be distracted by + noun"]
distraction	noun	neutral	["a distraction from + noun","a constant distraction"]
distraught	adjective	neutral,literary	["a distraught + noun","be distraught over + noun"]
distress	noun	formal,literary	["cause distress to sb","in distress"]
distribute	verb	neutral,business	["distribute sth to sb","distribute sth among + plural noun"]
disturbance	noun	formal	["cause a disturbance","a disturbance in + noun"]
ditch	noun	neutral	["dig a ditch","land in a ditch"]
ditch	verb	informal,spoken	["ditch + noun","ditch sb for + noun"]
dive	noun	neutral,technical	["make a dive","a dive into + noun"]
dive	verb	neutral	["dive into + noun","dive for + noun"]
diverge	verb	academic,formal	["diverge from + noun","diverge sharply"]
diverse	adjective	academic,neutral	["a diverse + noun","diverse + plural noun"]
diversity	noun	academic,business	["the diversity of + noun","promote diversity"]
divert	verb	formal,technical	["divert sth to + noun","divert attention from + noun"]
divine	adjective	literary,formal	["divine + noun","of divine origin"]
divorce	noun	formal	["file for divorce","a divorce from + sb"]
divorce	verb	formal	["divorce sb","divorce A from B"]
divulge	verb	formal,business	["divulge + noun","divulge sth to sb"]
dock	noun	technical,neutral	["at the dock","a dock for + plural noun"]
doctrine	noun	academic,formal	["the doctrine of + noun","a political doctrine"]
documentary	noun	neutral,academic	["a documentary about + noun","make a documentary"]
documentary	adjective	formal,technical	["documentary + noun","accept documentary evidence"]
documentation	noun	technical,business	["submit documentation","documentation for + noun"]
dogmatic	adjective	formal,academic	["be dogmatic about + noun","a dogmatic + noun"]
dolphin	noun	neutral	["a pod of dolphins","watch dolphins"]
domain	noun	academic,technical	["the domain of + noun","in the public domain"]
dome	noun	technical,neutral	["a dome of + noun","under the dome"]
dominant	adjective	academic,business	["the dominant + noun","be dominant in + noun"]
dominate	verb	formal,business	["dominate + noun","come to dominate + noun"]
domination	noun	formal,academic	["the domination of + noun","domination over + noun"]
donate	verb	formal	["donate sth to + noun","donate to + noun"]
donation	noun	neutral,business	["make a donation to + noun","a donation of + noun"]
donor	noun	formal,technical	["a donor to + noun","an organ donor"]
dose	noun	technical,neutral	["a dose of + noun","take a dose"]
dose	verb	technical	["dose sb with + noun"]
doubtful	adjective	formal	["it is doubtful that + clause","be doubtful about + noun"]
doubtless	adverb	formal,literary	["doubtless + clause"]
dour	adjective	literary,formal	["a dour + noun","look dour"]
douse	verb	neutral,literary	["douse sth with + noun","douse the flames"]
downplay	verb	business,neutral	["downplay + noun","downplay the importance of + noun"]
downtown	adjective	informal	["downtown + noun"]
downtown	adverb	informal,spoken	["go downtown","head downtown"]
drab	adjective	literary,neutral	["a drab + noun","look drab"]
draft	noun	neutral,academic	["a draft of + noun","the first draft"]
drag	noun	informal,spoken	["be a drag","what a drag"]
drain	noun	neutral,technical	["a drain on + noun","go down the drain"]
drainage	noun	technical	["a drainage system","the drainage of + noun"]
drama	noun	neutral,literary	["a drama about + noun","put on a drama"]
dramatic	adjective	formal	["a dramatic + noun","a dramatic increase in + noun"]
dramatically	adverb	formal	["improve dramatically","dramatically + verb"]
drawl	verb	literary,spoken	["drawl + noun","drawl sth in a + adjective + accent"]
drawl	noun	literary,spoken	["a + adjective + drawl","speak with a drawl"]
dreadful	adjective	informal,spoken	["a dreadful + noun","be absolutely dreadful"]
drench	verb	neutral,literary	["drench sb/sth","be drenched in + noun"]
dribble	verb	neutral,technical	["dribble down + noun","dribble past + noun"]
dribble	noun	neutral,technical	["a dribble of + noun"]
drift	noun	informal	["get the drift","the drift of + noun"]
drill	noun	technical,neutral	["conduct a drill","a drill for + V-ing"]
drill	verb	technical,neutral	["drill a hole in + noun","drill sb in + noun"]
drip	noun	neutral	["a drip of + noun","the steady drip of + noun"]
drip	verb	neutral	["drip from + noun","drip onto + noun"]
drizzle	noun	neutral	["a fine drizzle","in the drizzle"]
drizzle	verb	neutral	["drizzle sth over + noun","it is drizzling"]
drone	noun	technical,neutral	["fly a drone","the drone of + noun"]
drone	verb	neutral,literary	["drone on about + noun","drone + adverb"]
droop	verb	neutral,literary	["begin to droop","droop + adverb"]
drought	noun	technical,neutral	["a severe drought","suffer from drought"]
drown	verb	neutral	["drown in + noun","drown out + noun"]
dual	adjective	formal,technical	["dual + noun","hold dual + noun"]
duel	noun	literary,formal	["fight a duel","a duel between A and B"]
duel	verb	literary,formal	["duel with sb","duel over + noun"]
dull	verb	formal,literary	["dull + noun","dull the pain"]
duly	adverb	formal,business	["be duly + past participle","duly + verb"]
dumb	adjective	informal,spoken	["a dumb + noun","feel dumb"]
dummy	noun	informal	["a + adjective + dummy","display sth on a dummy"]
dummy	adjective	technical,business	["a dummy + noun","dummy data"]
dump	noun	informal	["take sth to the dump","a rubbish dump"]
dump	verb	informal,spoken	["dump sth into + noun","dump sb"]
duration	noun	formal,technical	["the duration of + noun","for the duration of + noun"]
dwarf	noun	neutral,literary	["a dwarf + noun","be born a dwarf"]
dwarf	verb	formal,literary	["dwarf + noun","be dwarfed by + noun"]
dynamic	adjective	business,formal	["a dynamic + noun","a highly dynamic + noun"]
dynamics	noun	academic,technical	["the dynamics of + noun","group dynamics"]
dysfunctional	adjective	academic,neutral	["a dysfunctional + noun","become dysfunctional"]
eager	adjective	neutral	["be eager to + V","be eager for + noun"]
eagle	noun	neutral	["a bald eagle","spot an eagle"]
earthly	adjective	literary,formal	["earthly + plural noun","no earthly + noun"]
earthquake	noun	technical,neutral	["a major earthquake","an earthquake strikes + noun"]
earthy	adjective	literary,neutral	["an earthy + noun","taste earthy"]
eavesdrop	verb	informal	["eavesdrop on + noun"]
echo	noun	literary,neutral	["an echo of + noun","echoes of + plural noun"]
eclectic	noun	formal,academic	["be an eclectic","as an eclectic"]
eclectic	adjective	formal,academic	["an eclectic + noun","an eclectic mix of + plural noun"]
ecological	adjective	academic,technical	["ecological + noun","cause ecological damage to + noun"]
ecology	noun	academic,technical	["the ecology of + noun","study ecology"]
economical	adjective	neutral,business	["an economical + noun","be economical with + noun"]
economics	noun	academic,business	["study economics","the economics of + noun"]
ecosystem	noun	academic,technical	["a fragile ecosystem","the ecosystem of + noun"]
ecstatic	adjective	neutral,spoken	["be ecstatic about + noun","be ecstatic that + clause"]
ecumenical	adjective	formal,technical	["an ecumenical + noun","ecumenical dialogue"]
edit	verb	neutral,technical	["edit + noun","edit sth for + noun"]
editorial	adjective	business,formal	["editorial + noun","editorial control over + noun"]
eerie	adjective	literary,neutral	["an eerie + noun","feel eerie"]
effectiveness	noun	academic,business	["the effectiveness of + noun","assess the effectiveness of + noun"]
efficacy	noun	academic,technical	["the efficacy of + noun","demonstrate efficacy"]
efficiency	noun	business,academic	["improve efficiency","the efficiency of + noun"]
efficient	adjective	business,neutral	["an efficient + noun","be efficient at + V-ing"]
effrontery	noun	formal,literary	["have the effrontery to + V","the effrontery of + noun"]
egregious	adjective	formal,academic	["an egregious + noun","egregious + plural noun"]
elaboration	noun	academic,formal	["further elaboration on + noun","the elaboration of + noun"]
elbow	noun	neutral	["bend one's elbow","lean on one's elbow"]
electorate	noun	formal,academic	["appeal to the electorate","the electorate of + noun"]
electron	noun	technical,academic	["a free electron","an electron orbits + noun"]
electronics	noun	technical,business	["consumer electronics","work in electronics"]
elegant	adjective	formal,literary	["an elegant + noun","look elegant"]
elegy	noun	literary,academic	["an elegy for + noun","write an elegy"]
elementary	adjective	academic,neutral	["elementary + plural noun","at an elementary level"]
elevate	verb	formal,academic	["elevate sb/sth to + noun","elevate + noun"]
elevator	noun	neutral	["take the elevator","an elevator to + noun"]
eligible	adjective	formal,business	["be eligible for + noun","be eligible to + V"]
elite	noun	formal,academic	["the political elite","a member of the elite"]
elliptical	adjective	technical,academic	["an elliptical + noun","elliptical in shape"]
elude	verb	formal,literary	["elude + noun","sth eludes sb"]
emanate	verb	formal,literary	["emanate from + noun","emanate + noun"]
embankment	noun	technical,neutral	["a river embankment","build an embankment"]
embargo	noun	formal,business	["impose an embargo on + noun","lift an embargo"]
embargo	verb	formal,business	["embargo + noun","embargo goods from + noun"]
embark	verb	formal,literary	["embark on + noun","embark for + noun"]
embassy	noun	formal	["the embassy of + noun","at the embassy"]
embed	verb	technical,formal	["embed sth in + noun","be embedded in + noun"]
embellish	verb	formal,literary	["embellish sth with + noun","embellish a + noun"]
emblazon	verb	formal,literary	["emblazon sth across + noun","be emblazoned with + noun"]
emblematic	adjective	formal,academic	["be emblematic of + noun","an emblematic + noun"]
embodiment	noun	formal,literary	["the embodiment of + noun","be the very embodiment of + noun"]
embody	verb	formal,academic	["embody + noun","embody the spirit of + noun"]
embrace	noun	literary,neutral	["a warm embrace","in sb's embrace"]
embrace	verb	formal	["embrace + noun","embrace sb"]
embroider	verb	neutral,literary	["embroider sth onto + noun","embroider sth with + noun"]
embroil	verb	formal,literary	["be embroiled in + noun","embroil sb in + noun"]
embryo	noun	technical,academic	["a human embryo","in embryo"]
emergence	noun	academic,formal	["the emergence of + noun","mark the emergence of + noun"]
emergency	noun	formal	["in an emergency","declare a state of emergency"]
emigrate	verb	formal	["emigrate from + noun","emigrate to + noun"]
eminent	adjective	formal,academic	["an eminent + noun","be eminent in + noun"]
emission	noun	technical,academic	["the emission of + noun","reduce emissions"]
emit	verb	technical,academic	["emit + noun","emit sth into + noun"]
emotion	noun	neutral,academic	["show emotion","a strong emotion"]
emotional	adjective	neutral	["an emotional + noun","become emotional"]
emphasize	verb	academic,formal	["emphasize + noun","emphasize that + clause"]
empower	verb	formal,business	["empower sb to + V","empower + noun"]
emulate	verb	formal,business	["emulate sb/sth","seek to emulate + noun"]
enact	verb	formal,technical	["enact + noun","enact legislation to + V"]
encapsulate	verb	formal,academic	["encapsulate + noun","encapsulate sth in + noun"]
enclose	verb	formal,business	["enclose sth with + noun","be enclosed by + noun"]
enclosure	noun	neutral,technical	["an enclosure for + noun","build an enclosure"]
encompass	verb	formal,academic	["encompass + noun","encompass a range of + plural noun"]
encounter	noun	neutral,literary	["an encounter with + noun","a chance encounter"]
encroach	verb	formal,academic	["encroach on + noun","encroach upon + noun"]
endeavor	verb	formal	["endeavor to + V"]
endemic	noun	technical,academic	["remain an endemic","an endemic in + noun"]
endemic	adjective	academic,technical	["be endemic to + noun","endemic + noun"]
endless	adjective	neutral,literary	["an endless + noun","seem endless"]
endorse	verb	formal,business	["endorse + noun","publicly endorse + noun"]
endow	verb	formal,academic	["endow sb/sth with + noun","be endowed with + noun"]
endure	verb	formal,literary	["endure + noun","endure for + noun"]
enforce	verb	formal,technical	["enforce + noun","strictly enforce + noun"]
engagement	noun	formal	["announce one's engagement","an engagement with + noun"]
engrave	verb	neutral,technical	["engrave sth on + noun","engrave sth with + noun"]
engross	verb	formal,literary	["be engrossed in + noun","engross sb"]
engulf	verb	formal,literary	["engulf + noun","be engulfed in + noun"]
enhance	verb	formal,business	["enhance + noun","greatly enhance + noun"]
enigmatic	adjective	formal,literary	["an enigmatic + noun","remain enigmatic"]
enlist	verb	formal,technical	["enlist in + noun","enlist as + noun"]
enlist	verb_help	formal,business	["enlist sb to + V","enlist the help of + noun"]
enormity	noun	formal,literary	["the enormity of + noun","grasp the enormity of + noun"]
enormous	adjective	neutral	["an enormous + noun","an enormous amount of + noun"]
enquire	verb	formal,business	["enquire about + noun","enquire whether + clause"]
enrage	verb	formal,literary	["enrage sb","be enraged by + noun"]
enroll	verb	neutral,academic	["enroll in + noun","enroll sb in + noun"]
enrollment	noun	academic,business	["a drop in enrollment","enrollment in + noun"]
ensemble	noun	formal,technical	["a + adjective + ensemble","perform as an ensemble"]
enshrine	verb	formal,literary	["be enshrined in + noun","enshrine sth in + noun"]
enslave	verb	formal,literary	["enslave + noun","be enslaved by + noun"]
ensue	verb	formal,literary	["sth ensues","ensue from + noun"]
entail	verb	formal,academic	["entail + noun","entail + V-ing"]
entail	noun	technical,formal	["under an entail","break an entail"]
entangle	verb	formal	["become entangled in + noun","entangle sth in + noun"]
enterprise	noun	business,formal	["a + adjective + enterprise","set up an enterprise"]
entertain	verb	neutral	["entertain sb with + noun","entertain + noun"]
entertain	verb_consider	formal,business	["entertain the idea of + V-ing","entertain + noun"]
entertainment	noun	neutral,business	["provide entertainment for + noun","live entertainment"]
enthusiasm	noun	neutral	["enthusiasm for + noun","with great enthusiasm"]
enthusiastic	adjective	neutral,spoken	["be enthusiastic about + noun","an enthusiastic + noun"]
entice	verb	formal,business	["entice sb to + V","entice sb into + V-ing"]
entitle	verb	formal,business	["entitle sb to + noun","be entitled to + V"]
entity	noun	formal,technical	["a separate entity","operate as an entity"]
entrench	verb	formal,academic	["be entrenched in + noun","entrench + noun"]
entrepreneur	noun	business,neutral	["a + adjective + entrepreneur","become an entrepreneur"]
entrust	verb	formal,business	["entrust sb with + noun","entrust sth to sb"]
enumerate	verb	formal,academic	["enumerate + noun","enumerate the reasons for + noun"]
enunciate	verb	formal,technical	["enunciate + noun","enunciate clearly"]
envisage	verb	formal,academic	["envisage + noun","envisage + V-ing","envisage that + clause"]
envision	verb	formal,business	["envision + noun","envision a world where + clause"]
enzyme	noun	technical,academic	["a digestive enzyme","enzymes in + noun"]
ephemeral	adjective	literary,formal	["an ephemeral + noun","prove ephemeral"]
epic	adjective	literary,neutral	["an epic + noun","on an epic scale"]
epidemic	noun	technical,neutral	["an epidemic of + noun","declare an epidemic"]
epidemic	adjective	formal,academic	["reach epidemic proportions","epidemic + plural noun"]
episode	noun	neutral	["an episode of + noun","the latest episode"]
epitomize	verb	formal,academic	["epitomize + noun","come to epitomize + noun"]
equal	adjective	formal	["be equal to + noun","equal + noun"]
equal	verb	technical,academic	["A equals B","equal + noun"]
equality	noun	formal,academic	["equality of + noun","fight for equality"]
equanimity	noun	formal,literary	["with equanimity","accept sth with equanimity"]
equation	noun	technical,academic	["solve an equation","an equation for + noun"]
equilibrium	noun	technical,academic	["reach equilibrium","a state of equilibrium"]
equip	verb	formal,technical	["equip sb with + noun","be equipped to + V"]
equity	noun	business,technical	["equity in + noun","raise equity"]
equity	noun_fairness	formal,academic	["equity in + noun","promote equity"]
equivalent	noun	formal,academic	["the equivalent of + noun","an equivalent to + noun"]
equivalent	adjective	formal,academic	["be equivalent to + noun","an equivalent + noun"]
eradicate	verb	formal,academic	["eradicate + noun","eradicate sth from + noun"]
erase	verb	neutral,technical	["erase + noun","erase sth from + noun"]
erect	adjective	formal,literary	["stand erect","an erect + noun"]
erosion	noun	technical,academic	["coastal erosion","the erosion of + noun"]
erratic	adjective	formal	["erratic + noun","become erratic"]
error	noun	neutral,technical	["make an error","an error in + noun"]
erstwhile	adjective	formal,literary	["one's erstwhile + noun","erstwhile + plural noun"]
erudite	adjective	formal,academic	["an erudite + noun","be erudite in + noun"]
erupt	verb	technical,neutral	["a volcano erupts","erupt violently"]
escalation	noun	formal,business	["an escalation in + noun","the escalation of + noun"]
escape	noun	neutral	["an escape from + noun","make one's escape"]
esoteric	adjective	academic,formal	["an esoteric + noun","esoteric + plural noun"]
espouse	verb	formal,academic	["espouse + noun","espouse a policy of + noun"]
essence	noun	formal,academic	["the essence of + noun","in essence"]
etch	verb	technical,literary	["etch sth onto + noun","be etched in + noun"]
eternal	adjective	literary,formal	["eternal + noun","seem eternal"]
ethereal	adjective	literary	["an ethereal + noun","almost ethereal"]
ethics	noun	academic,formal	["a code of ethics","the ethics of + noun"]
eulogy	noun	formal,literary	["deliver a eulogy","a eulogy for + noun"]
evade	verb	formal,academic	["evade + noun","evade + V-ing"]
evaluate	verb	academic,business	["evaluate + noun","evaluate whether + clause"]
evaluation	noun	academic,business	["an evaluation of + noun","conduct an evaluation"]
evaporation	noun	technical,academic	["the evaporation of + noun","evaporation from + noun"]
evasive	adjective	formal	["an evasive + noun","be evasive about + noun"]
evenly	adverb	neutral,technical	["spread sth evenly","evenly + past participle"]
eventual	adjective	formal	["the eventual + noun"]
evict	verb	formal,technical	["evict sb from + noun","be evicted for + noun"]
eviction	noun	formal,technical	["an eviction notice","the eviction of + noun"]
evidence	noun	academic,formal	["evidence for + noun","evidence that + clause"]
evident	adjective	formal,academic	["it is evident that + clause","be evident from + noun"]
evocative	adjective	literary,formal	["be evocative of + noun","an evocative + noun"]
evoke	verb	formal,literary	["evoke + noun","evoke memories of + noun"]
evolution	noun	academic,technical	["the evolution of + noun","the theory of evolution"]
evolutionary	adjective	academic,technical	["evolutionary + noun","an evolutionary approach to + noun"]
evolve	verb	academic,neutral	["evolve from + noun","evolve into + noun"]
exact	adjective	neutral,technical	["the exact + noun","to be exact"]
exaggerate	verb	neutral,spoken	["exaggerate + noun","tend to exaggerate"]
exaggeration	noun	formal	["an exaggeration of + noun","it is no exaggeration to + V"]
exasperate	verb	formal	["exasperate sb","be exasperated by + noun"]
excavation	noun	technical,academic	["an archaeological excavation","the excavation of + noun"]
exceed	verb	formal,business	["exceed + noun","exceed sth by + noun"]
exception	noun	formal	["with the exception of + noun","an exception to + noun"]
exceptional	adjective	formal,academic	["an exceptional + noun","in exceptional circumstances"]
exceptionally	adverb	formal	["exceptionally + adjective","exceptionally well"]
excerpt	noun	academic,literary	["an excerpt from + noun","read an excerpt"]
excerpt	verb	academic,formal	["be excerpted from + noun","excerpt sth from + noun"]
excess	noun	formal,technical	["an excess of + noun","in excess of + noun","to excess"]
excess	adjective	formal,business	["excess + noun"]
excessive	adjective	formal,academic	["excessive + noun","excessive use of + noun"]
excitement	noun	neutral,spoken	["excitement about + noun","with great excitement"]
exclaim	verb	literary,spoken	["exclaim that + clause","sb exclaims"]
exclamation	noun	literary,technical	["an exclamation of + noun","let out an exclamation"]
exclude	verb	formal,academic	["exclude sb/sth from + noun","exclude + noun"]
exclusion	noun	formal,academic	["the exclusion of + noun","to the exclusion of + noun"]
exclusive	adjective	business,formal	["an exclusive + noun","be exclusive to + noun"]
exclusively	adverb	formal,business	["exclusively for + noun","be available exclusively + prepositional phrase"]
excursion	noun	formal	["an excursion to + noun","go on an excursion"]
execute	verb	formal,business	["execute + noun","execute sth according to + noun"]
execute	verb_kill	formal,technical	["execute sb for + noun","be executed for + noun"]
execution	noun	formal,business	["the execution of + noun","careful execution"]
execution	noun_kill	formal,technical	["the execution of + noun","carry out an execution"]
