lemma	sense	register	grammarPatterns
scour	verb	neutral	["scour + noun for + noun","scour the + noun"]
scourge	noun	formal,literary	["the scourge of + noun","remain a scourge in + noun"]
scowl	verb	literary,neutral	["scowl at + sb","scowl in + noun"]
scramble	verb	informal	["scramble to + V","scramble for + noun","scramble up + noun"]
scrap	noun	informal	["a scrap of + noun","scrap + noun","not a scrap of + noun"]
scrape	verb	neutral	["scrape + noun","scrape sth off + noun","scrape sth against + noun"]
scratch	noun	informal	["a scratch on + noun","without a scratch"]
scrawl	verb	informal	["scrawl + noun","scrawl sth on + noun"]
screw	noun	technical,neutral	["tighten a screw","loosen a screw","a screw in + noun"]
scribble	verb	informal,spoken	["scribble + noun","scribble sth down","scribble a note on + noun"]
script	noun	neutral	["write a script","read from a script","a script for + noun"]
sculpt	verb	neutral	["sculpt + noun","sculpt sth out of + noun"]
sculpture	noun	neutral,academic	["a sculpture of + noun","a bronze sculpture","display a sculpture"]
scurry	verb	literary,neutral	["scurry across + noun","scurry to + V"]
seal	noun	formal,technical	["the official seal of + noun","bear a seal","break the seal"]
sear	verb	technical,neutral	["sear + noun","sear sth for + noun"]
seasonal	adjective	neutral,business	["seasonal + noun","seasonal variation in + noun"]
secondary	adjective	formal,academic	["a secondary + noun","be secondary to + noun","of secondary importance"]
secrete	verb	technical,academic	["secrete + noun","secrete sth into + noun"]
secretion	noun	technical,academic	["the secretion of + noun","a secretion from + noun"]
secretive	adjective	informal	["be secretive about + noun","a secretive + noun"]
secular	adjective	academic,formal	["a secular + noun","secular and religious + plural noun"]
secure	adjective	neutral,business	["feel secure","be secure against + noun","a secure + noun"]
sedentary	adjective	academic,technical	["a sedentary + noun","lead a sedentary life","a sedentary lifestyle"]
sediment	noun	technical,academic	["a layer of sediment","sediment settles at the bottom of + noun","the sediment in + noun"]
seemingly	adverb	formal,academic	["seemingly + adjective","a seemingly + adjective + noun","seemingly + past participle"]
seep	verb	neutral,technical	["seep through + noun","seep into + noun","seep out of + noun"]
seethe	verb	literary,formal	["seethe with + noun","seethe at + noun"]
segment	noun	business,technical	["a segment of + noun","a market segment","divide sth into segments"]
seize	verb	formal	["seize + noun","seize the opportunity to + V","seize control of + noun"]
select	verb	formal	["select + noun","select sb from + noun","select sb as + noun"]
selection	noun	neutral,business	["a wide selection of + noun","the selection of + noun","make a selection"]
semblance	noun	formal,literary	["a semblance of + noun","maintain a semblance of + noun"]
semester	noun	academic,neutral	["the spring semester","during the semester","take + noun + this semester"]
seminal	adjective	academic,formal	["a seminal + noun","a seminal work on + noun"]
seminar	noun	academic,business	["a seminar on + noun","attend a seminar","hold a seminar"]
senator	noun	formal	["a senator from + noun","elect a senator"]
senile	adjective	neutral,technical	["become senile","senile + noun"]
sensation	noun	neutral	["a sensation of + noun","cause a sensation","a burning sensation"]
sensible	adjective	neutral,spoken	["a sensible + noun","it is sensible to + V","be sensible about + noun"]
sensitive	adjective	formal	["be sensitive to + noun","a sensitive + noun","be sensitive about + noun"]
sensitivity	noun	academic,formal	["sensitivity to + noun","cultural sensitivity","the sensitivity of + noun"]
sensual	adjective	literary,formal	["a sensual + noun","sensual pleasure"]
sentiment	noun	formal,academic	["public sentiment","sentiment toward + noun","express a sentiment"]
septic	adjective	technical,neutral	["become septic","a septic + noun"]
sequence	noun	academic,technical	["a sequence of + noun","in sequence","in the correct sequence"]
sequential	adjective	technical,academic	["a sequential + noun","in sequential order"]
seriously	adverb	neutral,spoken	["take sth seriously","seriously + adjective","seriously + past participle"]
sever	verb	formal	["sever + noun","sever ties with + sb","sever sth from + noun"]
severe	adjective	formal,academic	["a severe + noun","suffer severe + plural noun","severe enough to + V"]
sewage	noun	technical,neutral	["treat sewage","raw sewage","a sewage + noun"]
shade	noun	neutral	["in the shade of + noun","sit in the shade","provide shade"]
shaft	noun	technical,neutral	["a mine shaft","the shaft of + noun","down a shaft"]
shallow	adjective	neutral	["the shallow end of + noun","a shallow + noun","shallow water"]
sham	noun	formal	["be a sham","turn out to be a sham","expose sth as a sham"]
sharp	adjective	neutral	["a sharp + noun","have a sharp mind","sharp enough to + V"]
sharply	adverb	formal,business	["fall sharply","rise sharply","react sharply to + noun"]
shatter	verb	neutral,literary	["shatter into + noun","shatter + noun","be shattered by + noun"]
shave	verb	neutral	["shave + noun","shave off + noun"]
shear	verb	technical,neutral	["shear + noun","shear through + noun"]
sheer	adverb	literary,formal	["rise sheer from + noun","fall sheer to + noun"]
shell	noun	neutral,technical	["the shell of + noun","withdraw into its shell","a shell explodes"]
shelter	noun	neutral	["a shelter for + noun","seek shelter from + noun","take shelter"]
shelve	verb	business,formal	["shelve + noun","shelve plans for + noun","shelve sth indefinitely"]
shepherd	noun	neutral,literary	["a shepherd tends + noun","a shepherd and his flock"]
sheriff	noun	neutral	["the sheriff of + noun","a deputy sheriff"]
shield	noun	neutral	["a shield against + noun","use sth as a shield","raise a shield"]
shift	noun	neutral,business	["a shift in + noun","work the night shift","a shift from A to B"]
shimmer	verb	literary	["shimmer in + noun","shimmer with + noun"]
shiny	adjective	informal	["a shiny + noun","polish sth until it is shiny"]
shiver	verb	neutral,literary	["shiver with + noun","shiver in + noun"]
shock	noun	neutral	["come as a shock to + sb","a shock to + noun","be in shock"]
shore	noun	neutral,literary	["on the shore","along the shore","the shore of + noun"]
shortage	noun	business,academic	["a shortage of + noun","face a shortage","a severe shortage"]
shove	verb	informal,spoken	["shove + noun","shove sb into + noun","shove one's way through + noun"]
shred	noun	informal	["a shred of + noun","not a shred of evidence","tear sth to shreds"]
shrewd	adjective	formal,business	["a shrewd + noun","a shrewd judge of + noun"]
shriek	verb	neutral,literary	["shriek with + noun","shriek in + noun"]
shrimp	noun	neutral	["grilled shrimp","a plate of shrimp"]
shrine	noun	formal	["a shrine to + noun","visit a shrine","an ancient shrine"]
shrink	verb	neutral,academic	["shrink to + noun","shrink by + number","shrink in size"]
shroud	verb	literary,formal	["be shrouded in + noun","shroud + noun"]
shrub	noun	neutral,technical	["a flowering shrub","plant a shrub"]
shrug	verb	neutral,spoken	["shrug one's shoulders","just shrug","shrug and + verb"]
shun	verb	formal,literary	["shun + noun","be shunned by + sb"]
shunt	verb	formal,technical	["shunt sb off to + noun","be shunted aside"]
shuttle	noun	neutral,business	["take a shuttle to + noun","a shuttle between A and B","a shuttle + noun"]
sibling	noun	academic,neutral	["an older sibling","sibling rivalry","sb's siblings"]
sickness	noun	formal	["suffer from sickness","due to sickness","a sickness that + clause"]
siege	noun	formal,academic	["lay siege to + noun","under siege","withstand a siege"]
sigh	noun	neutral,literary	["a sigh of relief","let out a sigh","with a sigh"]
signal	noun	neutral,technical	["give a signal","a signal to + V","a signal for + noun"]
signature	noun	formal,business	["put one's signature on + noun","require a signature","provide a signature"]
significance	noun	academic,formal	["the significance of + noun","of great significance","have significance for + noun"]
signify	verb	formal,academic	["signify + noun","signify that + clause"]
simplicity	noun	neutral,academic	["the simplicity of + noun","for the sake of simplicity","lie in its simplicity"]
simultaneously	adverb	formal,academic	["happen simultaneously","simultaneously + verb","simultaneously with + noun"]
singularity	noun	academic,technical	["the singularity of + noun","reach a singularity"]
sink	verb	neutral	["sink into + noun","sink to + noun","sink below + noun"]
skeleton	noun	technical,neutral	["the human skeleton","the skeleton of + noun","a skeleton + noun"]
skeptical	adjective	academic,formal	["be skeptical about + noun","be skeptical of + noun","remain skeptical that + clause"]
sketch	noun	neutral	["a sketch of + noun","make a sketch","a rough sketch"]
skew	verb	academic,technical	["skew + noun","skew the results","skew sth toward + noun"]
skewer	noun	neutral	["on a skewer","thread sth onto a skewer"]
skillet	noun	informal	["in a skillet","a cast-iron skillet"]
skim	verb	neutral,academic	["skim + noun","skim through + noun","skim sth for + noun"]
skip	verb	informal,spoken	["skip + noun","skip over + noun","skip + V-ing"]
skirmish	verb	formal,technical	["skirmish with + noun","skirmish briefly"]
skull	noun	technical,neutral	["fracture one's skull","the human skull"]
slab	noun	neutral,technical	["a slab of + noun","a stone slab"]
slacken	verb	formal	["slacken + noun","slacken off","slacken one's pace"]
slant	noun	formal	["a political slant","a slant on + noun","give sth a slant"]
slap	noun	informal,spoken	["give sb a slap","a slap in the face","a slap across + noun"]
slash	verb	business,neutral	["slash + noun","slash prices by + number","slash sth to + noun"]
slate	noun	neutral,technical	["a slate + noun","a slate of candidates","announce a slate"]
slave	noun	neutral,academic	["a slave to + noun","free the slaves","work as a slave"]
slay	verb	literary,formal	["slay + noun","be slain by + noun"]
sleazy	adjective	informal,spoken	["a sleazy + noun","look sleazy"]
slender	adjective	literary,formal	["a slender + noun","a slender figure","a slender chance of + V-ing"]
slice	noun	neutral	["a slice of + noun","cut sth into slices"]
slide	noun	neutral,business	["the next slide","a slide in a presentation","go down a slide"]
slight	verb	formal,literary	["slight + sb","feel slighted by + noun"]
slim	adjective	informal	["a slim + noun","a slim chance of + V-ing","stay slim"]
sling	noun	neutral,technical	["have one's arm in a sling","put sth in a sling"]
slip	noun	informal	["a slip of the tongue","make a slip","a slip in + noun"]
slither	verb	literary,neutral	["slither through + noun","slither across + noun"]
sliver	verb	technical,formal	["sliver + noun","sliver sth into + plural noun"]
slogan	noun	business,neutral	["a catchy slogan","a slogan for + noun","chant a slogan"]
slope	noun	neutral,technical	["a steep slope","the slope of + noun","ski down a slope"]
sloppy	adjective	informal,spoken	["a sloppy + noun","be sloppy about + noun"]
slot	noun	neutral,business	["insert sth into the slot","a time slot","a slot for + noun"]
slouch	verb	informal,spoken	["slouch in + noun","slouch over + noun","do not slouch"]
slump	verb	business,neutral	["slump by + number","slump to + noun","profits slump"]
slur	verb	informal	["slur one's words","slur + noun"]
smash	verb	informal	["smash + noun","smash through + noun","smash sth to pieces"]
smear	verb	informal	["smear + noun on + noun","smear sb as + noun","smear sb's reputation"]
smirk	verb	informal,literary	["smirk at + sb","smirk and + verb"]
smoothly	adverb	neutral,business	["go smoothly","run smoothly","operate smoothly"]
smug	adjective	informal,spoken	["a smug + noun","look smug","be smug about + noun"]
smuggle	verb	formal	["smuggle + noun","smuggle sth into + noun","smuggle sth across + noun"]
snack	noun	informal,spoken	["grab a snack","a healthy snack","a snack between meals"]
snap	noun	informal,spoken	["take a snap of + noun","with a snap"]
snatch	verb	informal	["snatch + noun","snatch sth from + sb","snatch at + noun"]
sneak	verb	informal,spoken	["sneak into + noun","sneak out of + noun","sneak a look at + noun"]
sneer	verb	literary,informal	["sneer at + sb","sneer that + clause"]
sniff	verb	neutral,spoken	["sniff + noun","sniff at + noun"]
snip	verb	informal	["snip + noun","snip sth off","snip through + noun"]
snuggle	verb	informal,spoken	["snuggle up to + sb","snuggle into + noun"]
soak	verb	neutral	["soak + noun in + noun","soak sth overnight","be soaked through"]
soar	verb	literary,business	["soar above + noun","soar to + noun","prices soar"]
sociable	adjective	informal	["a sociable + noun","be sociable with + sb"]
sociology	noun	academic	["study sociology","a degree in sociology","the sociology of + noun"]
sock	noun	informal	["a pair of socks","put on socks"]
sodium	noun	technical,academic	["high in sodium","reduce sodium intake","the sodium in + noun"]
soggy	adjective	informal	["a soggy + noun","go soggy"]
soil	noun	neutral,technical	["fertile soil","plant sth in the soil","the soil of + noun"]
solar	adjective	technical,academic	["solar + noun","be powered by solar energy"]
sole	noun	neutral,technical	["the sole of + noun","a rubber sole"]
solely	adverb	formal,academic	["solely for + noun","rely solely on + noun","be solely responsible for + noun"]
solemn	adjective	formal,literary	["a solemn + noun","a solemn occasion","make a solemn promise"]
solicitor	noun	formal,business	["consult a solicitor","instruct a solicitor","a solicitor acting for + sb"]
solicitous	adjective	formal,literary	["be solicitous about + noun","be solicitous of + noun","a solicitous + noun"]
solidarity	noun	formal,academic	["solidarity with + noun","express solidarity","a sense of solidarity"]
solitary	adjective	formal,literary	["a solitary + noun","lead a solitary life","a solitary figure"]
solo	noun	neutral	["perform a solo","a solo on + noun","a guitar solo"]
soluble	adjective	technical,academic	["be soluble in + noun","a soluble + noun"]
solve	verb	neutral,academic	["solve + noun","solve a problem","solve sth by + V-ing"]
solvent	adjective	business,formal	["remain solvent","stay solvent","be solvent enough to + V"]
somatic	adjective	technical,academic	["a somatic + noun","somatic rather than psychological + plural noun"]
somber	adjective	literary,formal	["a somber + noun","in a somber mood","somber + plural noun"]
somewhat	adverb	formal	["somewhat + adjective","somewhat of a + noun","somewhat + comparative adjective"]
soot	verb	technical,literary	["soot + noun","be sooted with + noun"]
soothe	verb	neutral,literary	["soothe + noun","soothe sb's + noun","help soothe + noun"]
sophistication	noun	formal,academic	["the sophistication of + noun","a level of sophistication","technical sophistication"]
sordid	adjective	literary,formal	["a sordid + noun","the sordid details of + noun"]
sore	noun	neutral,technical	["develop a sore","a sore on + noun"]
soul	noun	literary,formal	["the human soul","the soul of + noun","body and soul"]
sovereignty	noun	formal,academic	["national sovereignty","sovereignty over + noun","respect sb's sovereignty"]
spank	verb	informal,spoken	["spank + sb","spank sb for + V-ing"]
spark	noun	neutral,literary	["a spark of + noun","a spark from + noun","strike a spark"]
spatial	adjective	academic,technical	["spatial + noun","the spatial distribution of + noun"]
spear	noun	neutral,literary	["throw a spear","hunt with a spear"]
specialize	verb	academic,business	["specialize in + noun","specialize in + V-ing"]
specialty	noun	neutral,business	["sb's specialty","a specialty of + noun","the house specialty"]
species	noun	academic,technical	["a species of + noun","an endangered species","a new species"]
specification	noun	technical,business	["the specification for + noun","meet the specification","technical specifications"]
specify	verb	formal,technical	["specify + noun","specify that + clause","specify how + clause"]
specimen	noun	academic,technical	["a specimen of + noun","collect a specimen","analyze a specimen"]
specious	adjective	formal,academic	["a specious + noun","specious reasoning"]
spectacle	noun	literary,formal	["a spectacle of + noun","make a spectacle of oneself","an impressive spectacle"]
spectacular	adjective	neutral,literary	["a spectacular + noun","look spectacular"]
spectator	noun	neutral	["a spectator at + noun","thousands of spectators","a spectator + noun"]
spectral	adjective	technical,literary	["spectral + noun","the spectral analysis of + noun"]
spectrum	noun	academic,technical	["a spectrum of + noun","across the spectrum","at the other end of the spectrum"]
speculate	verb	academic,business	["speculate about + noun","speculate that + clause","speculate on + noun"]
speculation	noun	academic,business	["speculation about + noun","speculation that + clause","fuel speculation"]
sphere	noun	formal,academic	["a sphere of + noun","in the sphere of + noun","sb's sphere of influence"]
spider	noun	neutral	["a spider spins a web","a spider crawls across + noun"]
spill	verb	neutral,spoken	["spill + noun","spill sth on + noun","spill out of + noun"]
spin	noun	neutral,business	["put a spin on + noun","give sth a positive spin","go into a spin"]
spine	noun	technical,neutral	["the spine of + noun","injure one's spine","along the spine"]
spiritual	adjective	formal,academic	["a spiritual + noun","spiritual rather than material + plural noun"]
spite	noun	informal	["out of spite","do sth out of spite","spite toward + sb"]
splash	noun	informal	["make a splash","with a splash","a splash of + noun"]
splendid	adjective	formal,literary	["a splendid + noun","look splendid"]
spoil	verb	informal	["spoil + noun","spoil sb with + noun","spoil sb's plans"]
sponsor	verb	business,formal	["sponsor + noun","sponsor an event","be sponsored by + noun"]
spontaneity	noun	formal,literary	["the spontaneity of + noun","a sense of spontaneity","lose one's spontaneity"]
spontaneous	adjective	neutral,academic	["a spontaneous + noun","spontaneous applause","be spontaneous about + noun"]
sporadic	adjective	formal,academic	["sporadic + plural noun","sporadic outbreaks of + noun"]
spotlight	noun	neutral,business	["in the spotlight","put sth in the spotlight","under the spotlight"]
spouse	noun	formal,business	["sb's spouse","a surviving spouse","add one's spouse to + noun"]
sprawl	verb	neutral,literary	["sprawl on + noun","sprawl across + noun","sprawl out"]
spray	noun	neutral,technical	["a spray of + noun","use a spray","an insect spray"]
sprint	verb	neutral	["sprint to + noun","sprint for + noun","sprint the last + noun"]
spur	noun	formal,business	["a spur to + noun","act as a spur to + noun","provide a spur for + noun"]
spurn	verb	formal,literary	["spurn + noun","spurn sb's offer of + noun"]
squad	noun	neutral,technical	["a rescue squad","a squad of + noun","join the squad"]
squalid	adjective	formal,literary	["squalid + plural noun","live in squalid conditions"]
squeeze	noun	informal,business	["a squeeze on + noun","put a squeeze on + noun","give sth a squeeze"]
stab	noun	informal,spoken	["take a stab at + noun","have a stab at + V-ing","a stab of + noun"]
stability	noun	formal,academic	["political stability","bring stability to + noun","the stability of + noun"]
stabilize	verb	formal,technical	["stabilize + noun","stabilize at + number","help stabilize + noun"]
stable	adjective	formal,academic	["remain stable","a stable + noun","be stable enough to + V"]
stack	noun	informal	["a stack of + noun","in a stack"]
stadium	noun	neutral	["a packed stadium","at the stadium","fill a stadium"]
stagnant	adjective	academic,business	["remain stagnant","a stagnant + noun"]
stain	noun	neutral	["a stain on + noun","remove a stain","leave a stain"]
staircase	noun	neutral	["climb a staircase","a spiral staircase","at the top of the staircase"]
stake	noun	business,formal	["a stake in + noun","have a stake in + noun","hold a majority stake"]
stalemate	noun	formal,business	["end in a stalemate","reach a stalemate","break the stalemate"]
stall	noun	neutral,business	["a stall at + noun","run a stall","a market stall"]
stance	noun	formal,academic	["a stance on + noun","take a stance against + noun","sb's stance toward + noun"]
standpoint	noun	formal,academic	["from a + adjective + standpoint","from the standpoint of + noun"]
starter	noun	neutral,technical	["replace the starter","name sb as a starter"]
startle	verb	neutral,literary	["startle + sb","be startled by + noun"]
static	adjective	academic,technical	["remain static","a static + noun"]
stationary	adjective	formal,technical	["remain stationary","a stationary + noun"]
statistics	noun	academic,technical	["statistics on + noun","statistics show that + clause","official statistics"]
statue	noun	neutral	["a statue of + sb","erect a statue","a bronze statue"]
statute	noun	formal,technical	["under a statute","pass a statute","a statute requires that + clause"]
statutory	adjective	formal,business	["a statutory + noun","be entitled to statutory + noun"]
steadfast	adjective	formal,literary	["remain steadfast in + noun","a steadfast + noun","steadfast support for + noun"]
steady	adjective	neutral,business	["a steady + noun","remain steady","steady growth in + noun"]
steak	noun	neutral	["order a steak","grill a steak","a medium-rare steak"]
steam	noun	neutral,technical	["steam rises from + noun","a cloud of steam","be powered by steam"]
steep	adjective	neutral,technical	["a steep + noun","a steep rise in + noun"]
steer	verb	neutral,business	["steer + noun","steer sth around + noun","steer sb away from + noun"]
stem	verb	formal,academic	["stem from + noun","stem largely from + noun"]
stereo	noun	informal	["turn up the stereo","play sth on the stereo","a car stereo"]
stereotype	noun	academic,neutral	["a stereotype about + noun","reinforce a stereotype","challenge stereotypes"]
sterile	adjective	technical,academic	["a sterile + noun","keep sth sterile"]
sterilize	verb	technical,academic	["sterilize + noun","sterilize sth with + noun"]
sterling	noun	business,formal	["in pounds sterling","the value of sterling","be billed in sterling"]
stern	adjective	formal,literary	["a stern + noun","a stern warning","be stern with + sb"]
steward	noun	formal,business	["a steward of + noun","act as steward","the ship's steward"]
sticky	adjective	informal	["a sticky + noun","be sticky with + noun","a sticky situation"]
stiff	adjective	neutral	["a stiff + noun","go stiff","feel stiff after + V-ing"]
stimulant	noun	technical,academic	["a mild stimulant","act as a stimulant","the effect of a stimulant"]
stimulate	verb	academic,business	["stimulate + noun","stimulate sb to + V","stimulate interest in + noun"]
stimulus	noun	academic,business	["a stimulus for + noun","a stimulus to + noun","act as a stimulus"]
sting	verb	neutral	["sting + sb","be stung by + noun","sting sb on + noun"]
stint	noun	neutral,business	["a stint as + noun","a two-year stint at + noun","do a stint in + noun"]
stipulate	verb	formal,business	["stipulate that + clause","stipulate + noun","the contract stipulates + noun"]
stipulation	noun	formal,business	["a stipulation that + clause","with the stipulation that + clause","one stipulation of + noun"]
stir	verb	neutral	["stir + noun","stir sth into + noun","stir up + noun"]
stitch	noun	neutral,technical	["put stitches in + noun","a stitch in + noun","remove the stitches"]
stocky	adjective	informal	["a stocky + noun","be short and stocky"]
stoke	verb	formal	["stoke + noun","stoke fears about + noun","stoke a fire"]
stolid	adjective	literary,formal	["remain stolid","a stolid + noun"]
stoop	verb	neutral,literary	["stoop to + V","stoop down","stoop over + noun"]
storage	noun	technical,business	["put sth in storage","the storage of + noun","storage space for + noun"]
straight	adjective	neutral	["a straight + noun","draw a straight line","be straight with + sb"]
straightforward	adjective	neutral,business	["a straightforward + noun","be straightforward to + V","fairly straightforward"]
strain	noun	formal,academic	["a strain on + noun","put a strain on + noun","under strain"]
strand	noun	neutral,literary	["a strand of + noun","the main strands of + noun"]
strap	noun	neutral	["a strap on + noun","adjust the strap","a shoulder strap"]
stray	adjective	informal	["a stray + noun","take in a stray + noun"]
streak	noun	informal	["a streak of + noun","a winning streak","on a streak"]
strengthen	verb	formal,business	["strengthen + noun","strengthen ties with + noun","help strengthen + noun"]
stress	noun	neutral,academic	["under stress","work-related stress","place stress on + noun"]
stretch	noun	neutral	["do a stretch","a stretch of + noun","over a stretch of + noun"]
stride	noun	formal	["make great strides in + noun","take a stride","with long strides"]
strident	adjective	formal,literary	["a strident + noun","strident criticism of + noun"]
string	noun	neutral	["a piece of string","a string of + noun","tie sth with string"]
stringent	adjective	formal,technical	["stringent + plural noun","meet stringent + plural noun","stringent controls on + noun"]
strip	noun	neutral	["a strip of + noun","cut sth into strips","a narrow strip"]
stripe	noun	neutral	["a stripe of + noun","black and white stripes"]
strive	verb	formal,literary	["strive to + V","strive for + noun","strive toward + noun"]
stroke	noun	technical,neutral	["suffer a stroke","have a stroke","a stroke of + noun"]
stroll	verb	neutral,literary	["stroll along + noun","stroll through + noun","stroll around"]
structural	adjective	technical,academic	["structural + noun","structural damage to + noun","structural changes in + noun"]
struggle	noun	formal	["a struggle for + noun","a struggle to + V","a long struggle against + noun"]
stuffy	adjective	informal	["a stuffy + noun","feel stuffy"]
stumble	verb	informal	["stumble over + noun","stumble on + noun","stumble through + noun"]
stun	verb	neutral,literary	["stun + sb","be stunned by + noun","stun sb into + noun"]
stunt	noun	informal	["perform a stunt","pull a stunt","a publicity stunt"]
sturdy	adjective	neutral	["a sturdy + noun","sturdy enough to + V"]
