lemma	sense	register	grammarPatterns
mere	adjective	formal	["a mere + noun","the mere thought of + noun"]
merge	verb	neutral,business	["merge with + noun","merge A and B into + noun"]
merger	noun	business,formal	["a merger between A and B","a merger with + noun"]
merit	noun	formal,academic	["have merit","the merits of + noun"]
metabolism	noun	technical,academic	["boost one's metabolism","a fast metabolism"]
metaphor	noun	academic,literary	["a metaphor for + noun","use a metaphor"]
metaphysical	adjective	academic,formal	["a metaphysical + noun","metaphysical questions about + noun"]
methodical	adjective	formal,academic	["a methodical + noun","methodical in + V-ing"]
methodology	noun	academic,technical	["the methodology of + noun","adopt a methodology"]
meticulous	adjective	formal,academic	["meticulous + noun","meticulous in + V-ing","meticulous about + noun"]
metropolitan	adjective	formal	["a metropolitan area","metropolitan + noun"]
microphone	noun	neutral,technical	["speak into a microphone","adjust the microphone"]
microscopic	adjective	technical,academic	["microscopic + noun","microscopic in size"]
microwave	noun	informal	["in the microwave","heat sth in the microwave"]
mighty	adjective	literary	["a mighty + noun"]
migrant	noun	academic,neutral	["a migrant worker","migrants from + noun"]
migrate	verb	academic,neutral	["migrate to + noun","migrate from A to B"]
migration	noun	academic,neutral	["the migration of + noun","migration from A to B"]
migratory	adjective	technical,academic	["migratory + noun","migratory routes"]
mild	adjective	neutral	["a mild + noun","only mild + noun"]
militia	noun	technical,formal	["a local militia","join the militia"]
mill	sense_noun	neutral	["a flour mill","work at the mill"]
mill	sense_verb	informal	["mill around","mill around + noun"]
millennium	noun	formal,academic	["for a millennium","over the past millennium"]
mime	sense_verb	neutral	["mime + V-ing","mime + noun"]
mime	sense_noun	neutral	["perform a mime","a mime artist"]
mince	sense_verb_meat	neutral	["mince + noun","mince sth finely"]
mince	sense_verb_words	informal,spoken	["not mince one's words","mince words"]
mine	sense_noun_pit	neutral,technical	["a coal mine","work in a mine"]
mine	sense_verb	neutral,technical	["mine + noun","mine for + noun"]
mineral	noun	technical,academic	["mineral deposits","rich in minerals"]
mingle	verb	informal	["mingle with + noun","mingle at + noun"]
miniature	sense_adjective	neutral	["a miniature + noun","a miniature version of + noun"]
miniature	sense_noun	neutral,technical	["a miniature of + noun","a collection of miniatures"]
minimal	adjective	formal,technical	["minimal + noun","with minimal + noun"]
minimize	verb	formal,business	["minimize + noun","minimize the risk of + V-ing"]
minimum	noun	neutral,technical	["a minimum of + noun","keep sth to a minimum"]
ministry	noun	formal	["the Ministry of + noun","a government ministry"]
minority	sense_group	academic,formal	["an ethnic minority","a minority group"]
minority	sense_smaller_part	formal,academic	["a minority of + noun","be in the minority"]
minus	adjective	technical,neutral	["minus + noun","a minus sign"]
minuscule	adjective	formal	["a minuscule + noun","minuscule compared to + noun"]
miracle	noun	neutral	["it is a miracle that + clause","perform a miracle"]
miraculous	adjective	formal	["a miraculous + noun","nothing short of miraculous"]
mire	sense_noun	literary,formal	["a mire of + noun","be stuck in the mire"]
mire	sense_verb	formal	["be mired in + noun","mire sb in + noun"]
misanthrope	noun	literary,formal	["something of a misanthrope","become a misanthrope"]
mischievous	adjective	informal	["a mischievous + noun","a mischievous grin"]
miserable	adjective	informal	["feel miserable","be miserable about + noun"]
misery	noun	neutral,literary	["bring misery to + somebody","live in misery"]
missile	noun	technical,neutral	["launch a missile","a long-range missile"]
mist	noun	neutral,literary	["a light mist","be shrouded in mist"]
mobile	noun	informal,spoken	["on one's mobile","call sb on a mobile"]
mobility	noun	formal,academic	["limit sb's mobility","social mobility"]
mobilize	verb	formal	["mobilize + noun","mobilize support for + noun"]
mode	noun	formal,technical	["a mode of + noun","switch to + noun + mode"]
modem	noun	technical	["restart the modem","connect through a modem"]
modest	sense_humble	formal	["modest about + noun","remain modest"]
modest	sense_amount	formal,business	["a modest + noun","a modest increase in + noun"]
modify	verb	formal,technical	["modify + noun","modify sth to + V"]
moist	adjective	neutral	["keep sth moist","a moist + noun"]
moisture	noun	technical,neutral	["remove moisture from + noun","moisture in the air"]
molar	sense_adjective	technical	["molar + noun","the molar teeth"]
molar	sense_noun	technical	["the back molars","a decayed molar"]
mold	sense_fungus	neutral,technical	["mold grows on + noun","be covered in mold"]
mold	sense_container	neutral,technical	["pour sth into a mold","a mold shaped like + noun"]
molecular	adjective	technical,academic	["molecular + noun","at the molecular level"]
molecule	noun	technical,academic	["a molecule of + noun","water molecules"]
molest	verb	formal,technical	["molest + somebody","be charged with molesting + somebody"]
mollify	verb	formal	["mollify + somebody","mollify sb with + noun"]
momentum	noun	formal,technical	["gain momentum","build momentum for + noun"]
monarch	noun	formal	["the reigning monarch","the monarch of + noun"]
monarchy	noun	formal,academic	["a constitutional monarchy","abolish the monarchy"]
monastery	noun	formal	["live in a monastery","enter a monastery"]
monetary	adjective	formal,business	["monetary policy","monetary + noun"]
monolithic	adjective	formal,academic	["a monolithic + noun","monolithic in + noun"]
monopoly	noun	business,academic	["have a monopoly on + noun","break up a monopoly"]
monotonous	adjective	formal	["a monotonous + noun","monotonous work"]
monster	noun	informal	["a frightening monster","the monster in + noun"]
monstrous	adjective	formal,literary	["a monstrous + noun","a monstrous crime"]
monument	noun	formal	["a monument to + somebody","erect a monument"]
monumental	adjective	formal	["a monumental + noun","monumental in + noun"]
mood	noun	neutral	["be in a good mood","set the mood for + noun"]
moody	adjective	informal,spoken	["get moody","a moody + noun"]
morale	noun	formal,business	["boost morale","morale among + noun"]
morality	noun	academic,formal	["questions of morality","public morality"]
morbid	adjective	formal	["a morbid fascination with + noun","morbid + noun"]
mortality	noun	academic,technical	["the mortality rate","infant mortality"]
mortgage	noun	business,formal	["take out a mortgage","a mortgage on + noun"]
mortuary	adjective	formal,technical	["mortuary rites","mortuary + noun"]
mosaic	noun	neutral,academic	["a mosaic of + noun","an intricate mosaic"]
mosque	noun	neutral	["at the mosque","pray at a mosque"]
mosquito	noun	neutral	["be bitten by a mosquito","mosquitoes transmit + noun"]
motel	noun	informal	["stay at a motel","a roadside motel"]
motif	noun	academic,literary	["a recurring motif","a motif of + noun"]
motility	noun	technical,academic	["sperm motility","low motility"]
motion	sense_movement	technical,formal	["in motion","set sth in motion"]
motion	sense_proposal	formal,business	["pass a motion","a motion to + V"]
motivate	verb	neutral,business	["motivate + somebody","motivate sb to + V"]
motivation	noun	neutral,academic	["lack motivation","sb's motivation for + V-ing"]
motive	adjective	technical,formal	["motive power","the motive + noun"]
mould	sense_fungus	neutral,technical	["mould grows on + noun","be covered in mould"]
mould	sense_shape	neutral,technical	["mould sth into + noun","mould + noun"]
mountainous	adjective	neutral,academic	["mountainous terrain","largely mountainous"]
mourn	verb	formal,literary	["mourn + noun","mourn for + somebody"]
mournful	adjective	literary	["a mournful + noun","a mournful melody"]
muddle	verb	informal,spoken	["muddle + noun","muddle sth up","muddle through"]
muffle	verb	neutral,literary	["muffle + noun","muffle sth with + noun"]
multiple	adjective	formal,technical	["multiple + noun","on multiple occasions"]
multiplicity	noun	formal,academic	["a multiplicity of + noun"]
multiply	verb	neutral,technical	["multiply rapidly","multiply A by B"]
mundane	adjective	formal,literary	["mundane + noun","the mundane details of + noun"]
municipal	adjective	formal,technical	["municipal + noun","the municipal government"]
municipality	noun	formal,technical	["a local municipality","each municipality"]
munition	noun	technical,formal	["produce munitions","a munitions factory"]
murky	adjective	neutral,literary	["murky water","the murky + noun"]
murmur	verb	literary,neutral	["murmur + noun","murmur sth to + somebody"]
muscle	noun	neutral,technical	["build muscle","pull a muscle"]
mushroom	sense_food	neutral	["sliced mushrooms","pick mushrooms"]
mushroom	sense_cloud	neutral,technical	["a mushroom cloud","a mushroom cloud over + noun"]
muster	sense_verb	formal,literary	["muster + noun","muster the courage to + V"]
muster	sense_noun	formal,technical	["pass muster","a muster of + noun"]
musty	adjective	neutral	["a musty smell","smell musty"]
mutation	noun	technical,academic	["a genetic mutation","a mutation in + noun"]
mute	sense_adjective	formal,literary	["remain mute","a mute + noun"]
mute	sense_noun	technical	["insert a mute","play with a mute"]
mutter	noun	neutral,literary	["a mutter of + noun","a low mutter"]
mutual	adjective	formal	["mutual + noun","by mutual agreement"]
mysterious	adjective	neutral,literary	["a mysterious + noun","mysterious to + somebody"]
mystery	noun	neutral	["remain a mystery","a mystery to + somebody"]
mystic	adjective	literary,formal	["mystic + noun","mystic powers"]
mystic	noun	literary,formal	["a religious mystic","the writings of a mystic"]
myth	noun	academic,neutral	["a myth about + noun","it is a myth that + clause"]
nail	noun	neutral	["hammer a nail into + noun","a nail in + noun"]
nail	verb	informal	["nail sth to + noun","nail + noun"]
naive	adjective	informal	["be naive to + V","it is naive of sb to + V"]
naked	adjective	neutral	["visible to the naked eye","a naked + noun"]
narcotic	noun	technical,formal	["seize narcotics","traffic in narcotics"]
narcotic	adjective	technical,formal	["a narcotic effect","narcotic + noun"]
narrative	noun	academic,literary	["the narrative of + noun","a first-person narrative"]
narrative	adjective	academic,literary	["narrative structure","a narrative + noun"]
narrator	noun	academic,literary	["an unreliable narrator","the narrator of + noun"]
narrow	adjective	neutral	["a narrow + noun","too narrow for + noun"]
narrow	verb	formal	["narrow sth down to + noun","narrow + noun"]
nascent	adjective	formal,academic	["a nascent + noun","the nascent industry"]
nasty	adjective	informal,spoken	["a nasty + noun","nasty to + somebody"]
nationality	noun	formal	["hold dual nationality","sb's nationality"]
nationwide	adjective	neutral,business	["a nationwide + noun","a nationwide campaign"]
naval	adjective	technical,formal	["a naval base","naval + noun"]
neat	adjective	informal	["neat and tidy","keep sth neat"]
necessity	noun	formal,academic	["a basic necessity","out of necessity"]
needle	noun	neutral,technical	["thread a needle","a needle and thread"]
needle	verb	informal,spoken	["needle sb about + noun","keep needling + somebody"]
needy	adjective	informal	["needy families","the needy"]
nefarious	adjective	formal,literary	["nefarious + noun","nefarious schemes"]
negate	verb	formal,academic	["negate + noun","negate the effect of + noun"]
neglect	verb	formal	["neglect + noun","neglect to + V"]
neglect	noun	formal	["years of neglect","suffer from neglect"]
negligence	noun	formal,technical	["sue sb for negligence","gross negligence"]
negotiable	adjective	business,formal	["the price is negotiable","negotiable terms"]
negotiate	verb	business,formal	["negotiate with + somebody","negotiate + noun"]
negotiation	noun	business,formal	["enter into negotiations","negotiations between A and B"]
nemesis	noun	literary,formal	["sb's nemesis","meet one's nemesis"]
nerve	noun	informal	["have the nerve to + V","a nerve in + noun"]
nestle	verb	literary,neutral	["nestle against + noun","be nestled in + noun"]
neurosis	noun	technical,academic	["develop a neurosis","a mild neurosis"]
neutral	adjective	formal	["remain neutral","neutral on + noun"]
neutral	noun	technical,neutral	["in neutral","shift into neutral"]
niche	noun	business,formal	["find one's niche","a niche market"]
nick	noun	informal	["in the nick of time","a nick in + noun"]
nick	verb	informal,spoken	["nick sth from + noun","nick + noun"]
nickname	noun	informal,spoken	["give sb the nickname + noun","be known by the nickname + noun"]
nightmare	noun	informal	["have a nightmare","a nightmare for + somebody"]
nimble	adjective	literary,neutral	["nimble fingers","nimble enough to + V"]
nitrogen	noun	technical,academic	["nitrogen in the atmosphere","liquid nitrogen"]
noble	adjective	formal,literary	["a noble + noun","a noble cause"]
nocturnal	adjective	technical,academic	["nocturnal + noun","nocturnal animals"]
noisy	adjective	informal	["a noisy + noun","get noisy"]
nominal	adjective	formal,business	["a nominal + noun","the nominal head of + noun"]
nominate	verb	formal	["nominate sb for + noun","nominate sb as + noun"]
nominee	noun	formal,business	["the nominee for + noun","a presidential nominee"]
nonconformist	noun	formal,academic	["a proud nonconformist","become a nonconformist"]
nonconformist	adjective	formal,academic	["a nonconformist + noun","a nonconformist attitude"]
nonetheless	adverb	formal,academic	["nonetheless, + clause","sth is nonetheless + adjective"]
nonsense	noun	informal,spoken	["talk nonsense","complete nonsense"]
noose	noun	neutral,literary	["a noose around + noun","tighten the noose"]
norm	noun	academic,formal	["become the norm","social norms"]
notable	adjective	formal,academic	["a notable + noun","notable for + noun"]
notably	adverb	formal,academic	["most notably + noun","notably, + clause"]
notch	noun	neutral,technical	["cut a notch in + noun","a notch above + noun"]
notify	verb	formal,business	["notify sb of + noun","notify sb that + clause"]
notorious	adjective	formal	["notorious for + noun","a notorious + noun"]
novel	noun	neutral,literary	["write a novel","a novel about + noun"]
novel	adjective	formal,academic	["a novel + noun","a novel approach to + noun"]
nowadays	adverb	neutral,spoken	["nowadays, + clause","sth is + adjective + nowadays"]
noxious	adjective	formal,technical	["noxious + noun","noxious fumes"]
nucleus	noun	technical,academic	["the nucleus of + noun","inside the nucleus"]
numb	adjective	neutral	["go numb","numb with + noun"]
numb	verb	neutral,technical	["numb + noun","numb the pain"]
numerous	adjective	formal,academic	["numerous + noun","on numerous occasions"]
nurture	verb	formal,academic	["nurture + noun","nurture sb's talent"]
nurture	noun	academic,formal	["nature versus nurture","the nurture of + noun"]
nutrient	noun	technical,academic	["essential nutrients","be rich in nutrients"]
nutrition	noun	technical,academic	["proper nutrition","nutrition and health"]
oasis	noun	literary,neutral	["an oasis of + noun","an oasis in + noun"]
oath	noun	formal,technical	["swear an oath","under oath"]
obdurate	adjective	formal,literary	["remain obdurate","obdurate in + V-ing"]
obedient	adjective	formal	["obedient to + somebody","an obedient + noun"]
obese	adjective	technical,academic	["become obese","obese + noun"]
objection	noun	formal	["raise an objection to + noun","have no objection to + V-ing"]
obligation	noun	formal,business	["have an obligation to + V","a legal obligation"]
oblige	verb	formal	["oblige sb to + V","be obliged to + V"]
oblique	adjective	formal,literary	["an oblique reference to + noun","at an oblique angle"]
oblivious	adjective	formal,literary	["oblivious to + noun","oblivious of + noun"]
obnoxious	adjective	informal,spoken	["an obnoxious + noun","obnoxious to + somebody"]
obscure	verb	formal,academic	["obscure + noun","obscure the fact that + clause"]
obscurity	noun	formal,literary	["rise from obscurity","fade into obscurity"]
obsequious	adjective	formal,literary	["an obsequious + noun","obsequious to + somebody"]
observance	noun	formal,technical	["the observance of + noun","religious observance"]
observation	noun	academic,formal	["under observation","make an observation about + noun"]
obsess	verb	informal	["be obsessed with + noun","obsess over + noun"]
obsession	noun	formal	["an obsession with + noun","become an obsession"]
obstacle	noun	formal	["an obstacle to + noun","overcome an obstacle"]
obstruct	verb	formal,technical	["obstruct + noun","obstruct the view of + noun"]
obviate	verb	formal,academic	["obviate the need for + noun","obviate + noun"]
occasional	adjective	neutral	["an occasional + noun","occasional visits"]
occasionally	adverb	neutral	["occasionally + V","very occasionally"]
occupation	noun	formal,academic	["state one's occupation","the occupation of + noun"]
occupational	adjective	formal,technical	["an occupational hazard","occupational + noun"]
occupy	verb	formal	["occupy + noun","be occupied with + noun"]
occurrence	noun	formal,academic	["a common occurrence","the occurrence of + noun"]
odor	noun	neutral,technical	["a strong odor","an odor of + noun"]
odour	noun	neutral,technical	["a strong odour","an odour of + noun"]
offbeat	adjective	informal	["an offbeat + noun","offbeat humor"]
offbeat	noun	technical	["on the offbeat","emphasize the offbeat"]
offend	verb	formal	["offend + somebody","be offended by + noun"]
offensive	adjective	formal	["offensive to + somebody","an offensive + noun"]
offspring	noun	academic,technical	["sb's offspring","produce offspring"]
ominous	adjective	literary,formal	["an ominous + noun","ominous signs"]
omit	verb	formal,academic	["omit + noun","omit sth from + noun"]
onerous	adjective	formal,business	["an onerous + noun","onerous obligations"]
ongoing	adjective	neutral,business	["an ongoing + noun","an ongoing investigation"]
onset	noun	formal,technical	["the onset of + noun","at an early onset"]
opaque	adjective	formal,technical	["opaque + noun","opaque to + somebody"]
opera	noun	neutral,literary	["go to the opera","an opera by + somebody"]
operative	adjective	formal,technical	["become operative","the operative + noun"]
operator	noun	technical,business	["a machine operator","a tour operator"]
opponent	adjective	formal,literary	["opponent + noun","opponent forces"]
oppose	verb	formal	["oppose + noun","be opposed to + V-ing"]
opposite	adjective	neutral	["the opposite + noun","opposite to + noun"]
oppress	verb	formal,academic	["oppress + noun","be oppressed by + noun"]
optical	adjective	technical,academic	["an optical illusion","optical + noun"]
optimism	noun	formal	["a sense of optimism","optimism about + noun"]
optimistic	adjective	formal	["optimistic about + noun","remain optimistic that + clause"]
optional	adjective	neutral,business	["be optional","an optional + noun"]
oral	adjective	formal,academic	["an oral exam","oral + noun"]
orbit	noun	technical,academic	["in orbit around + noun","enter orbit"]
orchestra	noun	neutral	["play in an orchestra","a symphony orchestra"]
ordain	verb	formal,literary	["be ordained as + noun","ordain that + clause"]
ordnance	noun	technical,formal	["unexploded ordnance","store ordnance"]
organic	adjective	technical,neutral	["organic + noun","organic matter"]
organism	noun	technical,academic	["a living organism","single-celled organisms"]
organizer	noun	neutral,business	["the event organizer","the organizer of + noun"]
orientation	noun	formal,business	["an orientation session","the orientation of + noun"]
origin	noun	formal,academic	["the origin of + noun","be + adjective + in origin"]
originally	adverb	formal	["originally + V-ed","originally from + noun"]
originate	verb	formal,academic	["originate in + noun","originate as + noun"]
ornate	adjective	formal,literary	["an ornate + noun","ornate carvings"]
orthodox	adjective	formal,academic	["orthodox + noun","hold orthodox views on + noun"]
oscillate	verb	technical,formal	["oscillate between A and B"]
oust	verb	formal	["oust sb from + noun","vote to oust + somebody"]
outbreak	noun	formal,technical	["an outbreak of + noun","contain an outbreak"]
outfit	noun	informal	["wear an outfit","a bright outfit"]
outlandish	adjective	informal,literary	["an outlandish + noun","outlandish claims"]
outlet	noun	neutral,business	["an outlet for + noun","a retail outlet"]
outline	noun	neutral,academic	["give an outline of + noun","a brief outline"]
outlook	noun	formal,business	["the outlook for + noun","a positive outlook on + noun"]
outrage	noun	formal	["spark outrage among + noun","public outrage over + noun"]
outrageous	adjective	informal	["an outrageous + noun","it is outrageous that + clause"]
outset	noun	formal,academic	["from the outset","at the outset of + noun"]
outspoken	adjective	formal	["an outspoken critic of + noun","outspoken about + noun"]
outstanding	adjective	formal,business	["an outstanding + noun","remain outstanding"]
outstrip	verb	formal,business	["outstrip + noun","demand outstrips supply"]
oval	adjective	neutral,technical	["an oval + noun","oval in shape"]
ovation	noun	formal	["a standing ovation","receive an ovation"]
oven	noun	neutral	["preheat the oven","in the oven"]
overall	adjective	neutral,business	["the overall + noun","overall quality"]
overall	noun	formal	["overall, + clause","taken overall"]
overdose	verb	neutral,technical	["overdose on + noun"]
overflow	verb	neutral	["overflow with + noun","overflow + noun"]
overflow	noun	neutral,technical	["overflow seating","an overflow of + noun"]
overhead	adjective	neutral,business	["overhead + noun","overhead costs"]
overhead	noun	business,formal	["cut overhead","reduce overhead"]
overlap	verb	neutral,academic	["overlap with + noun","A and B overlap"]
overlap	noun	academic,formal	["an overlap between A and B","significant overlap"]
overlook	verb	formal	["overlook + noun","overlook the fact that + clause"]
override	verb	formal,technical	["override + noun","override a decision"]
overrule	verb	formal,technical	["overrule + noun","overrule an objection"]
oversee	verb	formal,business	["oversee + noun","be hired to oversee + noun"]
overshadow	verb	formal,literary	["overshadow + noun","be overshadowed by + noun"]
oversight	noun	formal,business	["due to an oversight","oversight of + noun"]
overstate	verb	formal,academic	["overstate + noun","sth cannot be overstated"]
overtake	verb	formal	["overtake + noun","be overtaken by + noun"]
overthrow	verb	formal,academic	["overthrow + noun","attempt to overthrow + noun"]
overthrow	noun	formal,academic	["the overthrow of + noun","lead to the overthrow of + noun"]
overturn	verb	formal,technical	["overturn + noun","overturn a ruling"]
overwhelm	verb	formal	["be overwhelmed by + noun","overwhelm + somebody"]
oxygen	noun	technical,academic	["oxygen in the blood","an oxygen tank"]
oyster	noun	neutral	["fresh oysters","a dozen oysters"]
ozone	noun	technical,academic	["the ozone layer","ozone depletion"]
pace	noun	neutral,business	["at a steady pace","the pace of + noun"]
pace	verb	neutral,literary	["pace + noun","pace up and down"]
pack	noun	neutral	["a pack of + noun","travel in a pack"]
pact	noun	formal,business	["sign a pact","a pact between A and B"]
painstaking	adjective	formal,academic	["painstaking + noun","painstaking attention to detail"]
palpable	adjective	formal,literary	["a palpable + noun","the tension is palpable"]
paltry	adjective	formal,literary	["a paltry + noun","a paltry sum"]
pamper	verb	informal	["pamper + somebody","pamper oneself with + noun"]
pandemic	adjective	technical,academic	["pandemic + noun","become pandemic"]
pander	verb	formal	["pander to + noun","be accused of pandering to + noun"]
panel	noun	neutral,business	["a panel of + noun","serve on a panel"]
panic	noun	neutral	["cause panic among + noun","in a panic"]
panic	verb	neutral,spoken	["don't panic","panic about + noun"]
panoramic	adjective	neutral,literary	["a panoramic view of + noun","panoramic + noun"]
pantomime	noun	informal	["go to a pantomime","a Christmas pantomime"]
parade	noun	neutral	["watch a parade","a parade through + noun"]
paradise	noun	literary,neutral	["a paradise for + noun","feel like paradise"]
paradox	noun	academic,formal	["a paradox of + noun","it is a paradox that + clause"]
parallel	adjective	technical,academic	["parallel to + noun","run parallel with + noun"]
parallel	noun	academic,formal	["draw a parallel between A and B","a parallel with + noun"]
parameter	noun	technical,academic	["within the parameters of + noun","set the parameters"]
paramount	adjective	formal,academic	["be of paramount importance","paramount + noun"]
paranoid	adjective	informal,technical	["paranoid about + noun","become paranoid that + clause"]
paraphrase	verb	academic,formal	["paraphrase + noun","paraphrase sth in one's own words"]
parasite	noun	technical,academic	["a parasite in + noun","host a parasite"]
parcel	noun	neutral	["send a parcel","a parcel from + noun"]
pare	verb	formal,business	["pare sth down","pare down + noun"]
parental	adjective	formal	["parental + noun","parental guidance"]
parity	noun	formal,business	["parity between A and B","achieve parity with + noun"]
parliamentary	adjective	formal,technical	["parliamentary + noun","parliamentary debate"]
parochial	adjective	formal,academic	["a parochial + noun","parochial attitudes"]
parody	noun	literary,academic	["a parody of + noun","write a parody"]
partial	adjective	formal,academic	["partial + noun","a partial view of + noun"]
partially	adverb	formal,academic	["partially + V-ed","only partially + adjective"]
particle	noun	technical,academic	["a subatomic particle","particles of + noun"]
partisan	adjective	formal,academic	["partisan + noun","partisan politics"]
partition	noun	formal,technical	["a partition between A and B","the partition of + noun"]
passion	noun	neutral,literary	["a passion for + noun","speak with passion"]
passionate	adjective	neutral	["passionate about + noun","a passionate + noun"]
passive	adjective	formal,academic	["a passive role in + noun","remain passive"]
pastor	noun	formal	["the pastor of + noun","a local pastor"]
pastry	noun	neutral	["a fresh pastry","roll out the pastry"]
pasture	noun	neutral,technical	["graze in the pasture","open pasture"]
patch	noun	informal	["a patch of + noun","sew a patch over + noun"]
patent	noun	business,technical	["file a patent for + noun","hold a patent on + noun"]
patent	verb	business,technical	["patent + noun","patent a design"]
pathological	adjective	technical,academic	["a pathological + noun","a pathological liar"]
pathology	noun	technical,academic	["the pathology of + noun","study pathology"]
patience	noun	formal	["have patience with + somebody","require patience"]
patriotism	noun	formal,literary	["a sense of patriotism","show patriotism"]
patrol	noun	technical,neutral	["on patrol","a border patrol"]
patrol	verb	technical,neutral	["patrol + noun","patrol the perimeter"]
patron	noun	formal,business	["a patron of + noun","wealthy patrons"]
patronage	noun	formal,business	["under the patronage of + somebody","corporate patronage"]
pavement	noun	neutral	["on the pavement","walk along the pavement"]
pawn	noun	neutral,literary	["a pawn in + noun","be used as a pawn"]
pawn	verb	informal	["pawn + noun","pawn sth for + noun"]
payable	adjective	business,formal	["payable within + noun","payable to + somebody"]
peak	noun	neutral,business	["reach a peak","at the peak of + noun"]
peck	noun	informal	["a peck on the cheek","give sb a peck"]
peck	verb	neutral	["peck at + noun","peck + noun"]
peculiar	adjective	formal	["peculiar to + noun","it is peculiar that + clause"]
peddle	verb	informal	["peddle + noun","peddle sth to + somebody"]
pedestrian	noun	neutral,technical	["yield to pedestrians","a pedestrian crossing"]
pedestrian	adjective	formal,literary	["a pedestrian + noun","pedestrian and predictable"]
peel	noun	neutral	["a banana peel","the peel of + noun"]
peep	verb	informal	["peep through + noun","peep at + noun"]
peer	noun	academic,formal	["sb's peers","peer pressure"]
peer	verb	literary,neutral	["peer at + noun","peer into + noun"]
pelt	verb	informal	["pelt sb with + noun","the rain pelts down"]
penalize	verb	formal,technical	["penalize sb for + V-ing","be penalized for + noun"]
penalty	noun	formal,technical	["a penalty for + V-ing","impose a penalty"]
penance	noun	formal,literary	["do penance for + noun","an act of penance"]
penetrate	verb	formal,technical	["penetrate + noun","penetrate into + noun"]
penultimate	adjective	formal,academic	["the penultimate + noun","the penultimate chapter"]
perceive	verb	formal,academic	["perceive sth as + noun","perceive that + clause"]
