lemma	sense	register	grammarPatterns
injunction	noun	formal,technical	["seek an injunction","an injunction against + noun"]
injure	verb	neutral	["injure + noun","be injured in + noun"]
injustice	noun	formal,academic	["the injustice of + noun","speak out against injustice"]
inland	adjective	neutral,technical	["inland + noun"]
inner	adjective	neutral,literary	["the inner + noun","a sense of inner + noun"]
innocence	noun	formal	["maintain one's innocence","prove sb's innocence","the innocence of + noun"]
innocent	adjective	formal	["be innocent of + noun","find sb innocent"]
innocent	noun	literary,formal	["an innocent caught up in + noun","protect the innocent"]
innovation	noun	business,academic	["innovation in + noun","technological innovation"]
innovative	adjective	business,neutral	["an innovative + noun","an innovative approach to + noun"]
inquire	verb	formal	["inquire about + noun","inquire whether + clause","inquire into + noun"]
inquiry	noun	formal,academic	["an inquiry into + noun","launch an inquiry","make an inquiry about + noun"]
inquisitive	adjective	neutral	["an inquisitive + noun","be inquisitive about + noun"]
insane	adjective	informal,spoken	["it would be insane to + V","an insane + noun"]
insanity	noun	formal,technical	["a plea of insanity","the insanity of + V-ing"]
insatiable	adjective	formal,literary	["an insatiable + noun","an insatiable appetite for + noun"]
inscribe	verb	formal,literary	["inscribe sth with + noun","be inscribed on + noun"]
insider	noun	business,neutral	["an insider at + noun","insider knowledge"]
insidious	adjective	formal,literary	["an insidious + noun","have an insidious effect on + noun"]
insight	noun	academic,formal	["insight into + noun","gain an insight into + noun"]
insinuate	verb	formal,literary	["insinuate that + clause","insinuate sth about sb"]
insoluble	adjective	formal,technical	["an insoluble + noun","be insoluble in + noun"]
inspect	verb	formal,technical	["inspect + noun","inspect sth for + noun"]
inspection	noun	formal,technical	["carry out an inspection","an inspection of + noun","on closer inspection"]
inspector	noun	neutral,technical	["an inspector from + noun","a safety inspector"]
inspiration	noun	neutral,literary	["draw inspiration from + noun","be an inspiration to sb","a source of inspiration"]
inspire	verb	formal	["inspire sb to + V","be inspired by + noun"]
install	verb	technical,neutral	["install + noun","install sth on + noun"]
instant	adjective	neutral,business	["instant + noun","instant access to + noun"]
instantaneous	adjective	technical,formal	["almost instantaneous","an instantaneous + noun"]
instill	verb	formal	["instill sth in sb","instill a sense of + noun in sb"]
instinct	noun	neutral,academic	["act on instinct","an instinct for + noun","sb's instinct tells sb that + clause"]
instinctive	adjective	neutral,academic	["an instinctive + noun","an instinctive reaction to + noun"]
institute	noun	formal,academic	["a research institute","an institute for + noun"]
institute	verb	formal,business	["institute + noun","institute proceedings against sb"]
institution	noun	formal,academic	["a financial institution","the institution of + noun"]
instruct	verb	formal,business	["instruct sb to + V","instruct sb in + noun"]
instrument	noun	neutral,technical	["play an instrument","a surgical instrument"]
instrumental	adjective	formal,academic	["be instrumental in + V-ing","play an instrumental role in + noun"]
insufficient	adjective	formal,academic	["insufficient evidence to + V","be insufficient for + noun"]
insure	verb	business,formal	["insure sth against + noun","insure sth for + noun"]
insurrection	noun	formal,academic	["suppress an insurrection","an insurrection against + noun"]
intact	adjective	formal	["remain intact","arrive intact"]
intangible	adjective	formal,business	["an intangible + noun","intangible assets"]
integral	adjective	formal,academic	["be integral to + noun","an integral part of + noun"]
integral	noun	technical,academic	["calculate an integral","the integral of + noun"]
integrate	verb	formal,academic	["integrate A into B","integrate with + noun","integrate A and B"]
integrity	noun	formal,business	["a person of integrity","the integrity of + noun"]
intellectual	adjective	academic,formal	["intellectual + noun","an intellectual approach to + noun"]
intellectual	noun	academic,formal	["a leading intellectual","a public intellectual"]
intelligent	adjective	neutral	["a highly intelligent + noun","be intelligent enough to + V"]
intelligible	adjective	formal,academic	["be intelligible to sb","barely intelligible"]
intense	adjective	formal	["an intense + noun","an intense sense of + noun"]
intensify	verb	formal,academic	["intensify + noun","intensify one's efforts to + V"]
intensive	adjective	academic,formal	["an intensive + noun","an intensive course in + noun"]
intent	noun	formal,technical	["with intent to + V","the intent of + noun"]
intentional	adjective	formal	["an intentional + noun","be intentional rather than accidental"]
inter	verb	formal,literary	["inter sb in + noun","be interred in + noun"]
interact	verb	neutral,academic	["interact with + noun","interact with each other"]
interaction	noun	academic,neutral	["interaction between A and B","social interaction","interaction with + noun"]
interactive	adjective	technical,neutral	["an interactive + noun"]
interchangeable	adjective	formal,technical	["be interchangeable with + noun","interchangeable + noun"]
interfere	verb	formal	["interfere in + noun","interfere with + noun"]
interference	noun	technical,formal	["interference with + noun","interference in + noun","cause interference"]
interim	adjective	business,formal	["an interim + noun","on an interim basis"]
interim	noun	formal,business	["in the interim","during the interim"]
interior	adjective	neutral,technical	["the interior + noun"]
intermediate	noun	academic,neutral	["a course for intermediates"]
intermediate	adjective	academic,neutral	["an intermediate + noun","at an intermediate level","intermediate between A and B"]
interminable	adjective	formal,literary	["an interminable + noun","seem interminable"]
intern	noun	business,neutral	["work as an intern","an intern at + noun"]
intern	verb	formal,technical	["intern sb","be interned in + noun"]
interpret	verb	formal,academic	["interpret + noun","interpret sth as + noun","interpret between A and B"]
interpretation	noun	academic,formal	["an interpretation of + noun","be open to interpretation"]
interrupt	verb	neutral,spoken	["interrupt sb","be interrupted by + noun"]
interrupt	noun	technical	["handle an interrupt","generate an interrupt"]
intersection	noun	neutral,technical	["at an intersection","the intersection of A and B"]
intersperse	verb	formal,literary	["intersperse A with B","be interspersed with + noun"]
intertwine	verb	formal,literary	["be intertwined with + noun","intertwine A and B"]
interval	noun	neutral,technical	["at regular intervals","an interval of + noun","during the interval"]
intervene	verb	formal,academic	["intervene in + noun","intervene to + V"]
intervention	noun	formal,academic	["intervention in + noun","early intervention","military intervention"]
interviewer	noun	business,neutral	["a skilled interviewer","the interviewer asked sb about + noun"]
intimacy	noun	formal,literary	["intimacy between A and B","a sense of intimacy","intimacy with sb"]
intimidate	verb	formal	["intimidate sb","intimidate sb into + V-ing"]
intractable	adjective	formal,academic	["an intractable + noun","remain intractable"]
intransigent	adjective	formal,academic	["remain intransigent","an intransigent + noun"]
intrepid	adjective	literary,formal	["an intrepid + noun"]
intrude	verb	formal	["intrude on + noun","intrude into + noun"]
inundate	verb	formal,business	["be inundated with + noun","inundate sb with + noun"]
invade	verb	formal	["invade + noun","invade sb's privacy"]
invaluable	adjective	formal	["prove invaluable to sb","an invaluable + noun"]
invariably	adverb	formal,academic	["invariably + V","Invariably, + clause"]
invasion	noun	formal,academic	["an invasion of + noun","launch an invasion"]
inventory	noun	business,technical	["take inventory","an inventory of + noun"]
inventory	verb	business,technical	["inventory + noun"]
inverse	adjective	academic,technical	["an inverse relationship between A and B","be inverse to + noun"]
inverse	noun	academic,technical	["the inverse of + noun"]
investigate	verb	formal,academic	["investigate + noun","investigate whether + clause"]
invisible	adjective	neutral,technical	["be invisible to + noun","virtually invisible"]
invoke	verb	formal,academic	["invoke + noun","invoke sth as justification for + noun"]
involuntary	adjective	technical,formal	["an involuntary + noun"]
irascible	adjective	literary,formal	["an irascible + noun"]
ironic	adjective	neutral,literary	["it is ironic that + clause","an ironic + noun"]
irony	noun	literary,academic	["the irony of + noun","the irony that + clause"]
irrelevant	adjective	formal,academic	["be irrelevant to + noun","largely irrelevant"]
irrigation	noun	technical,academic	["an irrigation system","the irrigation of + noun"]
isolate	verb	technical,academic	["isolate sb/sth from + noun","isolate + noun"]
isolation	noun	academic,formal	["in isolation","the isolation of + noun","social isolation"]
isotope	noun	technical,academic	["a radioactive isotope","an isotope of + noun"]
ivory	noun	neutral,technical	["carved from ivory","the ivory trade"]
jade	noun	neutral	["a jade + noun","carved from jade"]
jade	adjective	literary,neutral	["jade green","a jade + noun"]
jagged	adjective	literary,neutral	["a jagged + noun"]
jazz	noun	neutral	["listen to jazz","a jazz + noun","play jazz"]
jazz	verb	informal,spoken	["jazz sth up","jazz up + noun"]
jealous	adjective	neutral,spoken	["be jealous of + noun","feel jealous"]
jeer	noun	neutral,literary	["be met with jeers","jeers from + noun"]
jeer	verb	neutral	["jeer at sb/sth","jeer sb"]
jerk	noun	informal,spoken	["with a jerk","a sudden jerk"]
jewel	noun	neutral,literary	["a precious jewel","be decorated with jewels"]
jewelry	noun	neutral	["a piece of jewelry","wear jewelry"]
jockey	noun	neutral,technical	["a professional jockey"]
jockey	verb	neutral,business	["jockey for + noun","jockey for position"]
journal	noun	academic,formal	["a scientific journal","keep a journal","publish in a journal"]
journalism	noun	neutral,academic	["study journalism","investigative journalism"]
journalist	noun	neutral	["a journalist for + noun","an investigative journalist"]
judgement	noun	formal,technical	["deliver a judgement","use one's judgement","a lapse in judgement"]
judicial	adjective	formal,technical	["judicial + noun","the judicial system"]
judicious	adjective	formal,academic	["a judicious + noun","the judicious use of + noun"]
jumble	verb	informal	["jumble sth together","be jumbled up"]
jumble	noun	informal	["a jumble of + noun"]
junction	noun	neutral,technical	["at the junction of A and B","the next junction"]
jungle	noun	neutral,literary	["deep in the jungle","a dense jungle"]
junk	noun	informal,spoken	["a pile of junk","be full of junk"]
jurisdiction	noun	formal,technical	["have jurisdiction over + noun","fall outside sb's jurisdiction"]
jurisprudence	noun	academic,technical	["the jurisprudence of + noun","study jurisprudence"]
jury	noun	formal,technical	["serve on a jury","the jury reached a verdict"]
justifiable	adjective	formal,academic	["a justifiable + noun","be entirely justifiable"]
justification	noun	formal,academic	["justification for + noun","offer a justification for + V-ing"]
justify	verb	formal,academic	["justify + noun","justify + V-ing","justify sth to sb"]
juvenile	adjective	formal,technical	["juvenile + noun"]
juvenile	noun	formal,technical	["try a juvenile as an adult","a juvenile in custody"]
keen	adjective	informal	["be keen on + noun","be keen to + V"]
keen	noun	literary	["let out a keen"]
kettle	noun	neutral,spoken	["put the kettle on","boil a kettle"]
kidney	noun	technical,neutral	["kidney + noun","damage the kidneys"]
kindergarten	noun	neutral	["start kindergarten","in kindergarten"]
kinetic	adjective	technical,academic	["kinetic energy","kinetic + noun"]
kingdom	noun	neutral,literary	["the kingdom of + noun","rule a kingdom"]
knead	verb	technical,neutral	["knead + noun"]
knot	noun	neutral	["tie a knot","a knot in + noun"]
label	noun	neutral,business	["read the label","a label on + noun"]
lace	noun	neutral	["a piece of lace","be trimmed with lace"]
lace	verb	neutral	["lace up + noun","lace sth with + noun"]
laconic	adjective	literary,formal	["a laconic + noun"]
laity	noun	formal,technical	["the laity","members of the laity"]
lance	verb	technical	["lance + noun"]
landmark	noun	neutral	["a famous landmark","a landmark in + noun"]
landscape	noun	neutral,literary	["the landscape of + noun","a rugged landscape"]
languid	adjective	literary	["a languid + noun"]
lapse	noun	formal	["a lapse in + noun","a lapse of + noun","after a lapse of + noun"]
lapse	verb	formal,business	["allow sth to lapse","sb's + noun lapses"]
laser	noun	technical	["a laser beam","use a laser to + V"]
lash	noun	neutral	["long lashes","a lash from a whip"]
lash	verb	neutral,literary	["lash sb/sth","lash sth to + noun"]
latch	noun	neutral	["lift the latch","a latch on + noun"]
latch	verb	informal	["latch on to + noun","latch the door"]
lately	adverb	spoken,informal	["have + past participle + lately"]
laud	verb	formal,literary	["laud sb for + noun","be lauded as + noun"]
laudable	adjective	formal	["a laudable + noun","laudable efforts to + V"]
laundry	noun	neutral,spoken	["do the laundry","a pile of laundry"]
lavish	adjective	formal,literary	["a lavish + noun","on a lavish scale"]
lavish	verb	formal,literary	["lavish sth on sb","lavish praise on sb"]
lawn	noun	neutral	["mow the lawn","on the lawn"]
lawsuit	noun	formal,business	["file a lawsuit against sb","settle a lawsuit"]
layer	noun	neutral,technical	["a layer of + noun","in layers"]
layout	noun	technical,business	["the layout of + noun","a new layout"]
leaflet	noun	neutral,business	["distribute leaflets","a leaflet about + noun"]
leak	noun	neutral,technical	["a leak in + noun","fix a leak","a leak of + noun"]
lean	adjective	neutral,business	["a lean + noun","stay lean"]
lean	verb	neutral	["lean against + noun","lean on + noun","lean toward + noun"]
leap	noun	neutral,literary	["a huge leap in + noun","a leap forward"]
leap	verb	neutral,literary	["leap over + noun","leap into + noun"]
lease	noun	business,formal	["sign a lease","a lease on + noun"]
lease	verb	business,formal	["lease sth from sb","lease sth to sb"]
leather	noun	neutral	["be made of leather","a leather + noun"]
leather	verb	technical	["leather + noun"]
legacy	noun	formal,literary	["leave a legacy","the legacy of + noun","a lasting legacy"]
legend	noun	neutral,literary	["according to legend","a legend in + noun","become a legend"]
legendary	adjective	neutral,literary	["a legendary + noun","be legendary for + noun"]
legislature	noun	formal,technical	["the state legislature","a member of the legislature"]
leisure	noun	formal	["in one's leisure time","at one's leisure"]
lender	noun	business,technical	["a mortgage lender","borrow from a lender"]
lengthy	adjective	formal	["a lengthy + noun","a lengthy discussion of + noun"]
lenient	adjective	formal	["a lenient + noun","be lenient with sb"]
lens	noun	technical,academic	["through the lens of + noun","a camera lens"]
lethal	adjective	formal,technical	["a lethal + noun","be lethal to + noun"]
lexical	adjective	academic,technical	["lexical + noun"]
liability	noun	business,formal	["liability for + noun","limited liability","be a liability to + noun"]
liaison	noun	business,formal	["liaison between A and B","act as a liaison"]
liberal	adjective	neutral,academic	["liberal + noun","hold liberal views on + noun"]
liberal	noun	neutral,academic	["a lifelong liberal","liberals and conservatives"]
liberty	noun	formal,academic	["individual liberty","take the liberty of + V-ing","the liberty to + V"]
librarian	noun	neutral	["a school librarian","work as a librarian"]
lick	noun	informal,spoken	["a lick of paint","give sth a lick"]
lick	verb	neutral	["lick + noun","lick sth off + noun"]
likelihood	noun	formal,academic	["in all likelihood","the likelihood of + V-ing","the likelihood that + clause"]
liken	verb	formal,literary	["liken A to B","be likened to + noun"]
likewise	adverb	formal	["do likewise","Likewise, + clause"]
limb	noun	neutral,technical	["lose a limb","a tree limb"]
limestone	noun	technical,academic	["be built of limestone","limestone + noun"]
limitation	noun	academic,formal	["the limitations of + noun","a limitation on + noun"]
limp	adjective	neutral,literary	["a limp + noun","go limp"]
limp	verb	neutral	["limp off + noun","limp toward + noun"]
linear	adjective	academic,technical	["a linear + noun","a linear relationship between A and B"]
linen	noun	neutral	["be made of linen","change the linen"]
linger	verb	literary,formal	["linger in + noun","linger on","linger over + noun"]
linguistic	adjective	academic,technical	["linguistic + noun"]
liquid	noun	technical,academic	["turn into a liquid","a clear liquid"]
liquor	noun	informal	["drink liquor","a bottle of liquor"]
literacy	noun	academic,formal	["literacy rates","improve literacy","digital literacy"]
literally	adverb	spoken,informal	["literally + V","translate sth literally"]
literary	adjective	academic,literary	["literary + noun"]
literate	adjective	formal,academic	["become literate","be literate in + noun"]
literate	noun	academic,formal	["the number of literates in + noun"]
litigation	noun	formal,business	["go to litigation","be involved in litigation"]
liver	noun	technical,neutral	["damage the liver","liver + noun"]
livestock	noun	technical,neutral	["raise livestock","livestock + noun"]
load	noun	neutral,technical	["a heavy load","a load of + noun","carry a load"]
lobby	noun	neutral,business	["wait in the lobby","a powerful lobby"]
lobby	verb	formal,business	["lobby for + noun","lobby sb to + V","lobby against + noun"]
lobster	noun	neutral	["order lobster","a live lobster"]
locality	noun	formal,technical	["in the locality","a particular locality"]
locally	adverb	neutral,business	["be produced locally","locally grown + noun"]
locate	verb	formal,technical	["locate + noun","be located in + noun"]
locker	noun	neutral	["a locker at + noun","keep sth in a locker"]
locomotive	noun	technical,neutral	["a steam locomotive"]
locomotive	adjective	technical,academic	["locomotive + noun"]
lodge	noun	neutral	["stay at a lodge","a ski lodge"]
lofty	adjective	formal,literary	["lofty + noun","lofty ambitions to + V"]
logic	noun	academic,formal	["the logic behind + noun","the logic of + noun"]
logical	adjective	academic,neutral	["a logical + noun","it is logical to + V"]
lone	adjective	literary,neutral	["a lone + noun"]
longevity	noun	academic,formal	["greater longevity","the longevity of + noun"]
loom	noun	technical,neutral	["weave on a loom","a wooden loom"]
loom	verb	literary,formal	["loom over + noun","loom on the horizon","loom large"]
loop	noun	neutral,technical	["keep sb in the loop","a loop of + noun","in a loop"]
loose	adjective	neutral	["come loose","a loose + noun"]
loosen	verb	neutral	["loosen + noun","loosen one's grip on + noun"]
loquacious	adjective	formal,literary	["a loquacious + noun"]
lottery	noun	neutral	["win the lottery","a lottery ticket"]
lounge	noun	neutral	["in the lounge","a hotel lounge"]
lounge	verb	informal	["lounge by + noun","lounge around"]
loyal	adjective	formal	["be loyal to + noun","remain loyal"]
lucid	adjective	formal,academic	["a lucid + noun","a lucid explanation of + noun"]
lucrative	adjective	business,formal	["a lucrative + noun","highly lucrative"]
ludicrous	adjective	informal,spoken	["it is ludicrous to + V","a ludicrous + noun"]
lukewarm	sense_temperature	neutral	["lukewarm + noun","only lukewarm"]
lukewarm	sense_enthusiasm	formal	["a lukewarm response to + noun","be lukewarm about + noun"]
lull	sense_noun	neutral,literary	["a lull in + noun","a brief lull"]
lull	sense_verb	literary,formal	["lull sb to sleep","lull sb into + noun"]
lump	sense_together	informal	["lump A together with B","lump sth together","lump A in with B"]
lunatic	sense_noun	informal,spoken	["only a lunatic would + V","a complete lunatic"]
lunatic	sense_adjective	informal,spoken	["a lunatic + noun"]
lung	noun	technical,neutral	["damage one's lungs","lung + noun"]
lurid	adjective	literary,formal	["lurid + noun","the lurid details of + noun"]
luscious	adjective	literary,informal	["luscious + noun"]
luxurious	adjective	neutral,business	["a luxurious + noun"]
luxury	noun	neutral,business	["live in luxury","a luxury + noun","the luxury of + V-ing"]
